work_order_id,product_id,line_id,start_timestamp,end_timestamp,quantity_produced,rejected_quantity,status
40,1862,2,2025-08-14 19:15:44.771113,2025-08-14 20:15:44.771113,207,2,Completed
41,829,10,2024-11-29 10:16:49.698189,2024-11-29 16:16:49.698189,2306,88,Completed
42,3469,8,2025-01-24 17:35:44.159298,2025-01-25 00:35:44.159298,2613,104,Completed
43,2533,7,2026-01-28 11:05:44.642046,2026-01-28 22:05:44.642046,4478,208,Completed
44,5499,9,2024-03-21 08:18:19.069326,2024-03-21 16:18:19.069326,2471,122,Completed
45,34,7,2026-02-11 05:38:45.424390,2026-02-11 09:38:45.424390,1644,24,Completed
46,5888,4,2025-03-25 14:10:24.983004,2025-03-25 17:10:24.983004,630,7,Completed
47,2028,2,2024-08-10 23:39:25.760844,2024-08-11 02:39:25.760844,640,30,Completed
48,3022,1,2025-01-16 21:41:25.375892,2025-01-17 05:41:25.375892,1054,26,Completed
49,629,1,2025-07-02 11:43:03.237080,2025-07-02 14:43:03.237080,349,15,Completed
50,2651,6,2025-09-03 19:49:51.846048,2025-09-04 02:49:51.846048,1712,26,Completed
51,5602,1,2026-01-29 20:58:11.019212,2026-01-30 07:58:11.019212,1376,16,Completed
52,3916,4,2024-06-11 04:01:40.198067,2024-06-11 09:01:40.198067,1058,51,Completed
53,2385,1,2024-11-13 07:53:30.342146,2024-11-13 17:53:30.342146,1258,59,Completed
54,1241,4,2025-02-28 08:04:11.425743,2025-02-28 15:04:11.425743,1589,75,Completed
55,5314,8,2024-10-29 14:25:42.620247,2024-10-30 00:25:42.620247,3938,137,Completed
56,705,9,2025-03-19 14:36:14.233109,2025-03-19 17:36:14.233109,970,5,Completed
57,5572,8,2024-08-05 02:02:21.642664,2024-08-05 07:02:21.642664,2072,72,Completed
58,791,9,2024-03-01 01:36:56.099452,2024-03-01 11:36:56.099452,3287,157,Completed
59,1641,2,2024-03-30 23:14:01.187371,2024-03-31 03:14:01.187371,842,31,Completed
60,2450,8,2024-09-18 03:09:00.050628,2024-09-18 07:09:00.050628,1427,45,Completed
61,4921,6,2024-05-26 10:29:08.834246,2024-05-26 15:29:08.834246,1107,6,Completed
62,4441,1,2024-07-02 12:45:08.150644,2024-07-02 19:45:08.150644,971,38,Completed
63,138,8,2024-12-27 07:08:38.884681,2024-12-27 15:08:38.884681,3071,30,Completed
64,917,2,2024-08-22 17:50:52.195941,2024-08-23 03:50:52.195941,2074,34,Completed
65,2622,1,2024-07-18 01:51:46.948164,2024-07-18 05:51:46.948164,492,8,Completed
66,4720,2,2025-06-26 10:02:41.694736,2025-06-26 14:02:41.694736,769,37,Completed
67,3061,2,2025-12-16 18:21:24.200961,2025-12-17 02:21:24.200961,1536,9,Completed
68,3081,7,2025-12-14 17:45:13.597621,2025-12-15 03:45:13.597621,4639,146,Completed
69,3301,2,2025-09-25 10:58:17.274333,2025-09-25 12:58:17.274333,453,12,Completed
70,5551,7,2025-07-10 06:29:04.749572,2025-07-10 11:29:04.749572,1966,39,Completed
71,5632,8,2025-09-09 21:57:06.051987,2025-09-10 00:57:06.051987,1127,13,Completed
72,3902,6,2025-07-01 19:33:10.030006,2025-07-01 21:33:10.030006,433,21,Completed
73,342,1,2024-11-23 09:47:50.767845,2024-11-23 19:47:50.767845,1316,24,Completed
74,3667,9,2024-08-10 06:34:04.069303,2024-08-10 13:34:04.069303,2044,41,Completed
75,3447,7,2025-03-27 05:43:49.280542,2025-03-27 16:43:49.280542,4616,91,Completed
76,1093,5,2025-10-21 22:32:00.520170,2025-10-21 23:32:00.520170,226,11,Completed
77,503,1,2024-05-04 11:29:15.587387,2024-05-04 19:29:15.587387,974,30,Completed
78,5662,5,2024-12-03 03:45:51.380010,2024-12-03 13:45:51.380010,2484,99,Completed
79,2398,9,2025-12-18 22:52:32.996850,2025-12-19 08:52:32.996850,3345,137,Completed
80,4721,1,2025-05-23 02:10:01.023395,2025-05-23 10:10:01.023395,978,10,Completed
81,3344,1,2024-05-03 05:00:33.660441,2024-05-03 10:00:33.660441,647,21,Completed
82,3338,6,2025-11-28 01:14:09.066379,2025-11-28 09:14:09.066379,1830,61,Completed
83,1317,2,2024-04-13 12:05:57.167484,2024-04-13 22:05:57.167484,2135,102,Completed
84,5429,10,2025-09-08 18:42:09.579846,2025-09-09 00:42:09.579846,2567,72,Completed
85,1861,7,2025-09-01 13:55:37.310087,2025-09-01 16:55:37.310087,1324,5,Completed
86,3408,9,2025-01-02 19:38:06.465353,2025-01-03 00:38:06.465353,1672,46,Completed
87,703,2,2025-09-14 20:46:19.706841,2025-09-15 00:46:19.706841,758,27,Completed
88,2210,8,2024-11-22 01:37:49.764736,2024-11-22 12:37:49.764736,4440,142,Completed
89,1226,10,2024-12-07 19:06:02.124181,2024-12-08 05:06:02.124181,4543,48,Completed
90,5892,9,2025-01-31 07:12:57.914372,2025-01-31 11:12:57.914372,1292,42,Completed
91,218,5,2025-01-28 00:41:53.335630,2025-01-28 02:41:53.335630,443,0,Completed
92,4672,2,2025-12-23 06:59:48.858527,2025-12-23 10:59:48.858527,886,6,Completed
93,1120,5,2025-09-30 23:23:30.051317,2025-10-01 05:23:30.051317,1490,47,Completed
94,3357,3,2024-03-19 03:51:51.317787,2024-03-19 09:51:51.317787,1483,9,Completed
95,111,9,2025-07-10 02:30:04.857792,2025-07-10 04:30:04.857792,621,4,Completed
96,4056,5,2024-11-24 23:16:02.397639,2024-11-25 02:16:02.397639,724,8,Completed
97,3721,3,2024-07-23 08:46:24.273445,2024-07-23 19:46:24.273445,2748,58,Completed
98,2458,7,2025-12-06 11:29:14.694284,2025-12-06 12:29:14.694284,424,10,Completed
99,3775,1,2025-11-27 07:54:28.979598,2025-11-27 16:54:28.979598,1249,39,Completed
100,208,10,2025-08-04 03:18:05.591480,2025-08-04 10:18:05.591480,3038,40,Completed
101,2121,10,2024-10-20 02:50:04.856542,2024-10-20 05:50:04.856542,1241,44,Completed
102,3386,5,2026-01-27 13:45:24.820909,2026-01-27 20:45:24.820909,1506,44,Completed
103,2045,5,2024-12-15 00:59:42.156721,2024-12-15 10:59:42.156721,2248,11,Completed
104,3001,5,2025-01-26 17:54:09.487922,2025-01-27 01:54:09.487922,1993,92,Completed
105,4773,5,2025-04-23 13:35:08.807052,2025-04-23 18:35:08.807052,1164,26,Completed
106,5428,6,2025-07-13 22:44:22.377498,2025-07-14 04:44:22.377498,1385,59,Completed
107,3999,6,2024-10-01 17:21:44.712317,2024-10-01 22:21:44.712317,1036,20,Completed
108,2793,7,2024-07-10 09:38:02.348895,2024-07-10 13:38:02.348895,1545,71,Completed
109,4215,5,2024-05-04 18:31:08.288213,2024-05-04 23:31:08.288213,1067,11,Completed
110,5644,1,2026-02-09 05:15:59.767864,2026-02-09 11:15:59.767864,762,31,Completed
111,2494,6,2025-12-26 01:54:15.238423,2025-12-26 04:54:15.238423,632,17,Completed
112,1554,10,2025-10-25 01:03:18.113702,2025-10-25 05:03:18.113702,1607,61,Completed
113,2217,7,2025-04-24 00:32:39.647431,2025-04-24 07:32:39.647431,3023,134,Completed
114,4210,10,2025-10-04 18:25:58.913339,2025-10-05 01:25:58.913339,2854,42,Completed
115,5397,9,2025-10-10 06:57:03.054920,2025-10-10 07:57:03.054920,320,1,Completed
116,906,9,2025-06-18 20:15:49.674868,2025-06-19 02:15:49.674868,1969,17,Completed
117,4321,2,2025-08-14 08:56:49.991091,2025-08-14 10:56:49.991091,414,11,Completed
118,5064,3,2025-04-08 11:38:31.936640,2025-04-08 17:38:31.936640,1663,69,Completed
119,1431,5,2025-01-12 04:43:33.645711,2025-01-12 14:43:33.645711,2459,39,Completed
120,134,9,2025-09-16 11:39:19.906909,2025-09-16 17:39:19.906909,1666,50,Completed
121,3911,3,2024-09-16 15:19:46.206034,2024-09-16 19:19:46.206034,1033,30,Completed
122,5921,5,2024-04-02 21:45:52.141509,2024-04-02 22:45:52.141509,220,3,Completed
123,3492,1,2024-09-29 08:41:02.422148,2024-09-29 19:41:02.422148,1559,77,Completed
124,4648,8,2025-08-17 18:49:24.120917,2025-08-18 00:49:24.120917,2370,45,Completed
125,3478,3,2025-02-17 08:18:00.163348,2025-02-17 11:18:00.163348,797,20,Completed
126,2020,10,2025-06-19 07:59:42.657477,2025-06-19 18:59:42.657477,4139,32,Completed
127,3026,1,2025-01-08 01:03:43.927283,2025-01-08 06:03:43.927283,569,16,Completed
128,3813,4,2024-04-29 06:47:22.928747,2024-04-29 12:47:22.928747,1285,15,Completed
129,1460,4,2025-10-17 07:55:24.257874,2025-10-17 17:55:24.257874,2238,92,Completed
130,2668,2,2025-08-01 21:27:05.669696,2025-08-02 08:27:05.669696,2130,105,Completed
131,1681,9,2025-07-11 09:12:16.475802,2025-07-11 12:12:16.475802,852,33,Completed
132,5818,3,2025-09-06 19:49:09.782000,2025-09-06 23:49:09.782000,1065,31,Completed
133,343,5,2024-10-11 00:16:08.609692,2024-10-11 02:16:08.609692,477,5,Completed
134,4747,7,2024-08-01 09:58:04.066499,2024-08-01 12:58:04.066499,1210,30,Completed
135,147,7,2024-04-14 08:33:29.152802,2024-04-14 16:33:29.152802,3189,109,Completed
136,5212,5,2025-11-07 23:12:31.750071,2025-11-08 03:12:31.750071,907,4,Completed
137,2881,10,2026-02-03 00:30:25.555907,2026-02-03 09:30:25.555907,3294,122,Completed
138,4127,8,2025-08-31 12:05:46.231420,2025-08-31 23:05:46.231420,4470,76,Completed
139,3678,8,2024-09-01 23:43:46.429663,2024-09-02 06:43:46.429663,3035,27,Completed
140,2273,3,2025-02-16 14:16:48.614817,2025-02-16 23:16:48.614817,2257,73,Completed
141,4132,4,2024-12-12 11:28:27.001810,2024-12-12 16:28:27.001810,1094,7,Completed
142,3510,10,2025-11-26 16:53:09.860991,2025-11-26 23:53:09.860991,2606,57,Completed
143,5620,5,2025-03-21 04:45:32.316184,2025-03-21 11:45:32.316184,1597,4,Completed
144,1671,3,2024-07-04 18:45:58.062786,2024-07-05 02:45:58.062786,1858,86,Completed
145,3901,6,2026-01-21 09:35:56.906039,2026-01-21 16:35:56.906039,1500,51,Completed
146,5076,7,2024-06-19 02:12:25.308898,2024-06-19 09:12:25.308898,2775,131,Completed
147,3434,3,2024-11-14 02:44:08.369180,2024-11-14 08:44:08.369180,1632,74,Completed
148,2546,7,2024-07-09 08:38:54.784548,2024-07-09 11:38:54.784548,1276,21,Completed
149,5229,7,2025-05-20 09:35:59.894400,2025-05-20 12:35:59.894400,1264,10,Completed
150,5436,10,2024-04-26 10:02:41.763601,2024-04-26 11:02:41.763601,420,19,Completed
151,339,1,2025-03-08 12:34:14.837765,2025-03-08 14:34:14.837765,257,9,Completed
152,5857,9,2024-05-01 01:02:52.115267,2024-05-01 12:02:52.115267,3080,150,Completed
153,4331,4,2025-12-27 22:51:27.814101,2025-12-28 09:51:27.814101,2424,94,Completed
154,2589,3,2026-01-10 03:33:33.731903,2026-01-10 11:33:33.731903,2193,51,Completed
155,3957,5,2026-01-24 08:11:18.802924,2026-01-24 10:11:18.802924,416,4,Completed
156,1160,2,2024-07-31 15:39:16.692604,2024-08-01 00:39:16.692604,1810,83,Completed
157,647,6,2024-09-13 11:56:20.612711,2024-09-13 19:56:20.612711,1787,1,Completed
158,1405,8,2025-06-15 00:57:35.299661,2025-06-15 01:57:35.299661,401,16,Completed
159,2194,7,2025-05-25 00:05:45.321492,2025-05-25 07:05:45.321492,2741,84,Completed
160,2293,5,2026-01-07 04:10:37.901093,2026-01-07 15:10:37.901093,2498,23,Completed
161,1854,5,2025-09-24 08:47:19.723359,2025-09-24 15:47:19.723359,1745,65,Completed
162,3796,8,2025-11-08 22:16:04.500924,2025-11-09 09:16:04.500924,4704,162,Completed
163,5081,4,2025-11-29 00:57:38.293065,2025-11-29 07:57:38.293065,1641,12,Completed
164,417,1,2024-03-22 07:56:04.956490,2024-03-22 11:56:04.956490,507,4,Completed
165,4267,2,2025-03-06 19:21:47.878413,2025-03-07 04:21:47.878413,1742,57,Completed
166,937,7,2025-05-08 06:48:45.625892,2025-05-08 12:48:45.625892,2387,106,Completed
167,745,10,2025-05-05 20:52:22.916598,2025-05-06 02:52:22.916598,2574,73,Completed
168,3177,8,2025-11-28 02:15:25.014702,2025-11-28 07:15:25.014702,1946,36,Completed
169,1058,7,2026-02-19 16:00:41.124525,2026-02-19 20:00:41.124525,1552,47,Completed
170,1832,5,2024-11-17 18:18:09.111781,2024-11-17 19:18:09.111781,256,9,Completed
171,1978,3,2024-04-20 02:26:13.728815,2024-04-20 13:26:13.728815,2601,75,Completed
172,968,9,2024-10-14 10:54:35.965490,2024-10-14 17:54:35.965490,2278,14,Completed
173,4540,5,2024-11-15 09:43:13.022210,2024-11-15 13:43:13.022210,921,26,Completed
174,1268,6,2024-03-16 18:36:16.420388,2024-03-16 21:36:16.420388,615,28,Completed
175,1068,3,2024-11-17 12:52:48.268558,2024-11-17 14:52:48.268558,552,1,Completed
176,5756,5,2024-04-20 07:04:00.313494,2024-04-20 10:04:00.313494,703,23,Completed
177,1257,1,2025-04-04 12:36:57.035975,2025-04-04 17:36:57.035975,586,1,Completed
178,3557,8,2025-06-29 19:25:20.119284,2025-06-29 23:25:20.119284,1551,75,Completed
179,1989,10,2024-10-30 12:59:48.181088,2024-10-30 14:59:48.181088,765,18,Completed
180,2147,3,2024-12-31 10:26:08.956346,2024-12-31 14:26:08.956346,931,27,Completed
181,3968,9,2024-10-16 12:38:55.491510,2024-10-16 22:38:55.491510,3453,12,Completed
182,719,9,2025-01-17 06:32:08.598010,2025-01-17 12:32:08.598010,1960,39,Completed
183,2373,8,2025-07-31 13:01:32.321325,2025-07-31 17:01:32.321325,1482,31,Completed
184,2750,2,2025-04-09 00:12:29.284643,2025-04-09 03:12:29.284643,571,28,Completed
185,4958,3,2025-06-15 16:52:14.815577,2025-06-16 01:52:14.815577,2482,117,Completed
186,1201,5,2024-12-14 20:34:28.371957,2024-12-14 22:34:28.371957,492,9,Completed
187,1103,8,2025-08-15 07:38:38.452537,2025-08-15 08:38:38.452537,376,10,Completed
188,2008,8,2024-04-20 06:47:02.928400,2024-04-20 15:47:02.928400,3650,164,Completed
189,2904,8,2024-08-04 08:00:32.541999,2024-08-04 15:00:32.541999,2692,64,Completed
190,2416,7,2025-03-06 07:46:22.224967,2025-03-06 12:46:22.224967,2146,69,Completed
191,3807,7,2026-02-16 02:11:25.000373,2026-02-16 09:11:25.000373,2737,46,Completed
192,2409,3,2025-11-05 04:13:29.175492,2025-11-05 08:13:29.175492,1006,38,Completed
193,963,4,2024-05-02 09:55:52.707046,2024-05-02 18:55:52.707046,1827,41,Completed
194,4536,7,2024-04-29 03:24:19.961718,2024-04-29 08:24:19.961718,2074,77,Completed
195,3364,2,2025-11-21 11:09:23.168193,2025-11-21 19:09:23.168193,1604,28,Completed
196,2289,3,2025-05-13 12:11:50.666933,2025-05-13 19:11:50.666933,1828,81,Completed
197,4474,7,2024-11-16 22:15:29.583824,2024-11-17 06:15:29.583824,3389,54,Completed
198,3372,6,2025-04-05 16:53:48.617188,2025-04-05 18:53:48.617188,419,18,Completed
199,1373,2,2024-07-17 07:34:28.311845,2024-07-17 14:34:28.311845,1495,70,Completed
200,3422,5,2024-11-16 00:18:23.045281,2024-11-16 08:18:23.045281,1657,7,Completed
201,5318,9,2025-04-10 07:51:30.271133,2025-04-10 09:51:30.271133,630,26,Completed
202,5229,2,2025-03-29 10:05:04.921010,2025-03-29 14:05:04.921010,800,26,Completed
203,5990,2,2024-03-21 06:04:34.503541,2024-03-21 12:04:34.503541,1111,55,Completed
204,1275,2,2025-12-18 03:27:07.842282,2025-12-18 10:27:07.842282,1424,7,Completed
205,5657,10,2024-03-25 06:09:25.589013,2024-03-25 11:09:25.589013,2187,60,Completed
206,602,4,2025-02-13 19:51:42.387128,2025-02-14 05:51:42.387128,2239,48,Completed
207,304,3,2025-06-28 01:44:23.688116,2025-06-28 09:44:23.688116,2194,17,Completed
208,28,5,2025-04-12 02:17:18.668911,2025-04-12 11:17:18.668911,2033,50,Completed
209,3351,1,2024-06-30 21:45:26.006167,2024-07-01 08:45:26.006167,1401,44,Completed
210,2127,6,2025-06-01 11:10:23.624687,2025-06-01 22:10:23.624687,2262,108,Completed
211,810,5,2024-08-06 08:28:59.704811,2024-08-06 11:28:59.704811,746,34,Completed
212,4686,9,2024-12-17 01:22:43.881396,2024-12-17 08:22:43.881396,2002,52,Completed
213,4387,9,2025-03-17 06:20:03.790811,2025-03-17 11:20:03.790811,1438,70,Completed
214,19,1,2024-08-19 02:35:06.016534,2024-08-19 04:35:06.016534,236,11,Completed
215,4917,8,2024-10-26 01:53:56.751963,2024-10-26 12:53:56.751963,4706,46,Completed
216,5502,6,2025-11-01 05:15:53.289511,2025-11-01 14:15:53.289511,1862,57,Completed
217,2583,10,2025-01-02 19:23:35.609587,2025-01-03 06:23:35.609587,4292,114,Completed
218,367,9,2025-03-16 09:28:06.834399,2025-03-16 18:28:06.834399,2633,23,Completed
219,1025,4,2024-12-18 06:12:16.712514,2024-12-18 11:12:16.712514,1087,45,Completed
220,5077,3,2025-07-02 12:32:54.830729,2025-07-02 19:32:54.830729,1600,50,Completed
221,5151,3,2024-05-28 20:59:03.940460,2024-05-29 01:59:03.940460,1276,49,Completed
222,5629,2,2025-09-08 02:59:24.339497,2025-09-08 13:59:24.339497,2178,93,Completed
223,5435,10,2025-01-03 08:23:48.320592,2025-01-03 11:23:48.320592,1325,38,Completed
224,4453,10,2025-12-07 00:36:38.374490,2025-12-07 09:36:38.374490,3827,29,Completed
225,4020,10,2024-08-29 20:59:56.418159,2024-08-30 03:59:56.418159,2850,9,Completed
226,285,1,2025-07-19 13:10:11.113650,2025-07-19 18:10:11.113650,665,13,Completed
227,2110,9,2025-02-04 05:21:36.447718,2025-02-04 10:21:36.447718,1506,32,Completed
228,5399,8,2025-10-11 23:11:01.647574,2025-10-12 09:11:01.647574,3963,172,Completed
229,2897,3,2024-11-19 18:59:14.707347,2024-11-20 01:59:14.707347,1605,54,Completed
230,1020,4,2024-07-08 08:48:55.989826,2024-07-08 16:48:55.989826,1861,41,Completed
231,4366,7,2024-03-17 13:59:51.042124,2024-03-17 15:59:51.042124,789,29,Completed
232,1138,7,2025-06-14 15:53:55.340064,2025-06-14 22:53:55.340064,2726,10,Completed
233,3198,5,2024-09-29 03:17:27.042732,2024-09-29 14:17:27.042732,2825,134,Completed
234,1071,8,2024-10-05 06:31:00.462034,2024-10-05 07:31:00.462034,353,7,Completed
235,10,7,2025-09-11 11:44:49.336788,2025-09-11 21:44:49.336788,4713,214,Completed
236,2516,4,2024-12-19 06:27:29.735767,2024-12-19 16:27:29.735767,2151,40,Completed
237,1333,1,2025-09-14 22:56:55.143104,2025-09-15 00:56:55.143104,254,9,Completed
238,3283,1,2025-10-24 19:17:50.795201,2025-10-25 00:17:50.795201,709,15,Completed
239,4110,5,2024-09-20 07:38:34.672478,2024-09-20 12:38:34.672478,1036,44,Completed
240,3165,9,2025-10-22 18:38:41.566685,2025-10-22 23:38:41.566685,1697,37,Completed
241,3867,8,2025-01-25 21:11:19.271982,2025-01-26 04:11:19.271982,2882,125,Completed
242,547,2,2025-01-12 21:19:06.072627,2025-01-13 03:19:06.072627,1245,2,Completed
243,5288,3,2025-01-13 22:12:34.697625,2025-01-14 09:12:34.697625,2802,119,Completed
244,4926,1,2024-11-22 04:02:19.070362,2024-11-22 05:02:19.070362,115,0,Completed
245,4700,3,2024-04-24 13:41:40.332344,2024-04-24 22:41:40.332344,2389,55,Completed
246,985,2,2024-04-30 02:32:22.134706,2024-04-30 10:32:22.134706,1496,33,Completed
247,5474,7,2024-10-27 00:49:06.991925,2024-10-27 04:49:06.991925,1712,46,Completed
248,4092,6,2026-02-12 13:47:40.738485,2026-02-12 15:47:40.738485,397,17,Completed
249,2834,9,2025-01-08 04:21:07.052741,2025-01-08 10:21:07.052741,1725,37,Completed
250,5646,4,2024-04-14 00:02:06.336488,2024-04-14 08:02:06.336488,1784,88,Completed
251,4327,10,2024-06-12 14:49:47.318325,2024-06-12 23:49:47.318325,3853,162,Completed
252,5592,10,2026-01-11 17:18:19.841579,2026-01-11 22:18:19.841579,2063,32,Completed
253,870,8,2024-08-19 13:06:33.319650,2024-08-19 20:06:33.319650,2649,13,Completed
254,3187,5,2025-03-29 05:15:46.315541,2025-03-29 10:15:46.315541,1157,7,Completed
255,5214,7,2026-02-10 17:23:32.415504,2026-02-10 18:23:32.415504,404,2,Completed
256,4515,10,2025-07-15 07:30:56.663794,2025-07-15 13:30:56.663794,2366,66,Completed
257,4794,2,2025-03-28 11:40:37.999709,2025-03-28 14:40:37.999709,597,6,Completed
258,5821,6,2025-05-16 17:14:12.030418,2025-05-16 19:14:12.030418,402,2,Completed
259,5853,7,2025-02-08 23:08:50.520858,2025-02-09 03:08:50.520858,1539,74,Completed
260,279,2,2025-05-22 18:42:16.285738,2025-05-23 03:42:16.285738,1947,32,Completed
261,823,7,2025-08-18 23:16:31.474953,2025-08-19 05:16:31.474953,2589,33,Completed
262,2362,3,2024-04-06 06:05:24.201780,2024-04-06 14:05:24.201780,1792,85,Completed
263,4267,9,2024-06-01 22:56:48.414036,2024-06-02 07:56:48.414036,2923,117,Completed
264,5927,8,2025-07-12 23:57:26.708807,2025-07-13 00:57:26.708807,417,12,Completed
265,98,7,2025-12-17 14:14:10.193093,2025-12-17 23:14:10.193093,4072,149,Completed
266,2379,9,2024-10-10 11:17:29.974114,2024-10-10 19:17:29.974114,2739,6,Completed
267,5044,9,2024-05-20 02:52:26.868452,2024-05-20 04:52:26.868452,649,12,Completed
268,5274,2,2026-02-08 13:21:31.573201,2026-02-08 18:21:31.573201,1083,44,Completed
269,3266,3,2024-12-18 21:51:58.447514,2024-12-19 08:51:58.447514,2918,142,Completed
270,1439,9,2024-06-06 17:10:03.703384,2024-06-06 19:10:03.703384,691,31,Completed
271,375,3,2024-09-07 22:36:37.805638,2024-09-08 03:36:37.805638,1125,28,Completed
272,426,8,2024-03-25 20:25:01.476841,2024-03-26 02:25:01.476841,2310,107,Completed
273,1774,8,2025-01-10 05:54:48.399552,2025-01-10 14:54:48.399552,3500,136,Completed
274,2129,9,2024-09-22 06:50:11.560407,2024-09-22 16:50:11.560407,3060,14,Completed
275,1185,7,2024-11-24 01:05:22.478644,2024-11-24 05:05:22.478644,1572,74,Completed
276,2351,9,2026-01-02 07:26:00.033747,2026-01-02 13:26:00.033747,2012,80,Completed
277,4199,8,2025-03-27 15:18:17.185343,2025-03-27 19:18:17.185343,1492,8,Completed
278,855,4,2025-01-17 08:14:42.073888,2025-01-17 15:14:42.073888,1395,69,Completed
279,1984,3,2025-03-31 19:13:20.377423,2025-03-31 23:13:20.377423,1036,10,Completed
280,5315,8,2025-12-29 13:21:45.830234,2025-12-29 21:21:45.830234,3344,101,Completed
281,1681,4,2025-02-10 05:17:14.873017,2025-02-10 07:17:14.873017,492,16,Completed
282,405,8,2025-09-21 00:57:59.909307,2025-09-21 08:57:59.909307,3463,22,Completed
283,439,3,2024-06-20 15:36:45.290373,2024-06-20 19:36:45.290373,1058,7,Completed
284,2711,2,2025-04-06 14:04:15.730157,2025-04-06 21:04:15.730157,1468,27,Completed
285,2106,1,2025-08-03 18:35:33.517376,2025-08-03 21:35:33.517376,370,7,Completed
286,5557,10,2024-08-17 19:43:35.064088,2024-08-18 02:43:35.064088,2594,7,Completed
287,4536,10,2024-03-09 21:16:47.868438,2024-03-10 03:16:47.868438,2431,29,Completed
288,279,1,2024-12-31 01:43:38.751279,2024-12-31 11:43:38.751279,1223,53,Completed
289,4516,5,2025-09-13 18:47:59.210833,2025-09-13 20:47:59.210833,419,9,Completed
290,1086,4,2026-02-18 13:09:07.255300,2026-02-18 14:09:07.255300,228,0,Completed
291,4757,3,2024-07-16 04:35:59.982501,2024-07-16 08:35:59.982501,933,6,Completed
292,2360,1,2024-10-24 16:25:49.634413,2024-10-25 03:25:49.634413,1334,58,Completed
