review_id,cust_id,prod_id,rating,review_date,review_text
48,5058,21531,5,2024-04-20,Value for money
49,21983,79093,2,2024-11-13,Excellent
50,8632,44581,2,2025-07-16,Excellent
51,13109,89847,3,2024-09-09,Poor
52,15974,81393,2,2025-06-18,Excellent
53,2324,28207,2,2025-03-24,Poor
54,70,931,5,2025-01-07,Good
55,7030,91520,1,2025-08-09,Poor
56,32662,26176,2,2025-05-11,Value for money
57,46389,97939,1,2024-07-09,Poor
58,44808,53460,4,2024-01-31,Good
59,23740,70182,3,2024-08-24,Average
60,19307,16766,5,2024-05-12,Excellent
61,30713,96329,4,2024-11-10,Excellent
62,25656,21566,5,2024-07-17,Value for money
63,7563,42238,3,2025-02-25,Value for money
64,28844,75047,2,2025-01-15,Value for money
65,17546,49233,3,2024-01-05,Value for money
66,34038,70184,5,2024-07-09,Poor
67,34170,9021,2,2024-09-16,Value for money
68,2271,78447,1,2025-05-18,Excellent
69,37280,2664,2,2024-06-13,Good
70,31130,17158,2,2024-08-13,Excellent
71,6904,35914,1,2024-12-13,Excellent
72,45048,32322,1,2025-03-18,Good
73,11248,43367,5,2024-05-21,Poor
74,12254,51639,2,2024-12-26,Good
75,19793,36770,3,2024-12-17,Poor
76,39474,77133,5,2024-06-16,Good
77,9098,70543,3,2025-05-05,Excellent
78,40969,29495,4,2024-03-19,Average
79,10637,54601,5,2024-07-30,Good
80,46590,60854,4,2024-11-20,Good
81,21113,81753,1,2024-01-31,Average
82,27803,46654,2,2025-08-28,Value for money
83,1203,81401,4,2025-09-26,Value for money
84,32327,81534,1,2025-08-05,Average
85,41506,55449,5,2024-06-09,Poor
86,24529,1940,1,2025-03-29,Good
87,22939,75842,1,2025-06-19,Good
88,40235,15552,2,2025-04-30,Average
89,29886,70586,3,2025-03-19,Average
90,42077,46048,1,2024-01-08,Average
91,47233,63743,1,2025-03-22,Value for money
92,19460,70764,1,2024-02-07,Average
93,41352,13812,2,2024-03-29,Poor
94,25680,3112,1,2024-04-09,Good
95,8318,73034,3,2025-08-01,Value for money
96,20679,32409,1,2024-03-17,Average
97,3685,85052,2,2024-07-15,Excellent
98,11977,94899,5,2025-03-05,Excellent
99,38842,72494,3,2024-02-17,Value for money
100,12124,12405,2,2025-04-15,Value for money
101,46379,34594,3,2025-05-30,Value for money
102,8611,49163,4,2024-08-16,Good
103,27804,99566,4,2024-07-23,Excellent
104,11865,16821,2,2024-12-15,Average
105,22433,59245,3,2025-02-15,Value for money
106,36526,92445,2,2024-04-07,Poor
107,9505,19538,5,2024-01-28,Average
108,35856,88099,3,2024-07-02,Excellent
109,16988,16800,4,2024-01-02,Excellent
110,40277,9994,1,2024-04-23,Excellent
111,16023,71711,3,2024-11-09,Poor
112,9848,88417,2,2025-03-09,Excellent
113,29278,41042,5,2025-02-12,Value for money
114,9092,18006,4,2024-06-06,Good
115,16397,68326,3,2024-06-08,Average
116,40042,99591,2,2024-09-06,Value for money
117,4172,23998,5,2025-06-27,Good
118,34345,47041,2,2025-04-21,Excellent
119,48878,65366,3,2025-06-23,Good
120,39939,55478,4,2024-05-17,Average
121,40789,15410,1,2024-11-28,Poor
122,926,80547,3,2024-06-19,Excellent
123,48141,72314,5,2025-01-13,Average
124,13546,45381,4,2024-05-13,Good
125,9067,92543,1,2025-09-25,Excellent
126,36793,8731,4,2025-07-31,Value for money
127,42228,56101,5,2024-08-01,Value for money
128,21202,39303,3,2025-03-15,Value for money
129,48441,14629,4,2024-10-09,Good
130,3946,10123,5,2025-04-02,Good
131,39429,54418,4,2024-06-24,Value for money
132,23885,49227,3,2024-12-26,Excellent
133,41395,6269,3,2024-09-09,Excellent
134,542,47719,4,2024-04-23,Good
135,4958,56919,5,2024-02-14,Poor
136,38875,57951,4,2024-02-19,Poor
137,48736,13870,3,2025-01-14,Poor
138,29570,48134,5,2025-07-19,Average
139,29905,26467,2,2024-11-03,Average
140,46715,99223,4,2024-09-05,Value for money
141,8479,53019,2,2025-09-13,Average
142,41797,78964,2,2024-10-19,Poor
143,47030,50154,1,2025-08-29,Good
144,26916,91132,4,2024-04-26,Good
145,13791,38779,5,2024-03-17,Average
146,38995,56585,3,2025-09-24,Good
147,41485,78565,5,2025-07-31,Poor
148,42300,34738,1,2025-01-28,Poor
149,48972,92439,4,2024-07-13,Value for money
150,16674,15989,3,2025-09-30,Average
151,34714,67826,5,2024-09-02,Average
152,15958,1619,5,2024-07-21,Average
153,19309,84992,3,2025-03-16,Good
154,48333,76965,4,2024-06-20,Good
155,45741,89153,1,2024-05-25,Poor
156,11945,3444,4,2025-03-03,Average
157,15789,65977,1,2025-01-09,Good
158,8901,15723,5,2024-11-05,Poor
159,22892,40447,3,2024-06-15,Good
160,1701,85672,2,2025-09-25,Good
161,21659,31366,2,2024-07-28,Excellent
162,14274,46953,1,2024-08-19,Average
163,13348,32240,1,2024-08-10,Average
164,18062,10319,3,2025-01-29,Poor
165,18094,43223,1,2024-04-13,Excellent
166,38216,95903,4,2025-05-25,Value for money
167,14493,35490,2,2025-01-29,Poor
168,36191,72586,2,2024-02-19,Value for money
169,40921,27668,3,2024-12-25,Value for money
170,6088,15488,5,2024-04-29,Excellent
171,547,7134,3,2025-04-29,Good
172,44403,71731,3,2024-01-12,Value for money
173,33819,91256,4,2025-03-23,Average
174,32564,69540,4,2024-09-04,Value for money
175,49499,24477,1,2024-04-24,Excellent
176,27079,44604,4,2025-03-05,Value for money
177,27475,68044,1,2025-09-04,Poor
178,18924,14049,2,2025-06-15,Good
179,15974,6805,3,2024-11-04,Good
180,7845,99374,1,2024-04-25,Good
181,40581,99954,3,2025-08-28,Poor
182,3868,80295,3,2025-05-16,Good
183,18664,37181,5,2025-06-06,Excellent
184,24505,66065,1,2025-01-15,Excellent
185,21738,18753,4,2024-06-10,Value for money
186,27226,59681,3,2025-05-04,Good
187,38630,82104,4,2025-02-23,Value for money
188,44051,62633,1,2025-09-18,Good
189,13947,48226,4,2024-10-22,Poor
190,7172,46934,4,2024-10-28,Average
191,37092,4139,3,2024-01-09,Average
192,4686,92008,5,2024-10-01,Value for money
193,8724,70337,1,2025-07-09,Average
194,46289,94533,1,2024-04-13,Poor
195,9305,37258,2,2024-12-30,Excellent
196,43393,27242,3,2025-05-30,Excellent
197,45675,22763,1,2024-10-15,Value for money
198,35420,23356,5,2025-09-16,Average
199,49200,82951,5,2024-12-19,Good
200,32729,7971,5,2024-12-26,Value for money
201,39980,89233,1,2025-05-23,Excellent
202,1093,56202,5,2024-11-01,Poor
203,35538,34198,1,2024-01-12,Average
204,24719,54300,5,2024-11-08,Value for money
205,1236,78370,5,2024-10-08,Good
206,2894,93975,4,2025-08-18,Good
207,5131,61060,5,2025-09-30,Good
208,35900,6705,2,2024-06-20,Good
209,16121,90132,1,2025-04-24,Poor
210,40357,96748,2,2025-01-25,Good
211,46410,72167,3,2025-06-03,Excellent
212,42544,99157,1,2025-09-18,Value for money
213,26663,58479,5,2024-10-15,Excellent
214,28873,39208,3,2025-04-23,Excellent
215,46371,41407,2,2024-05-11,Good
216,35884,77734,2,2025-06-02,Excellent
217,41437,98306,4,2024-08-20,Average
218,5045,89891,1,2024-11-26,Value for money
219,20786,1878,3,2024-11-13,Average
220,45628,37114,5,2025-09-30,Average
221,37875,67255,3,2025-06-17,Average
222,22049,42179,4,2024-07-13,Excellent
223,4880,17354,3,2024-01-10,Value for money
224,43270,53369,2,2024-04-20,Value for money
225,20922,328,3,2024-06-30,Average
226,4975,23207,2,2024-08-07,Good
227,28949,5044,1,2025-03-14,Excellent
228,39486,1391,4,2025-07-29,Poor
229,12998,35967,1,2024-06-23,Value for money
230,28508,6023,3,2025-03-27,Value for money
231,40106,99976,3,2024-09-06,Excellent
232,7962,8083,2,2025-06-29,Value for money
233,40092,47269,2,2024-04-30,Excellent
234,23167,74598,1,2024-05-09,Good
235,48125,6785,2,2024-05-19,Excellent
236,43629,24055,1,2024-12-28,Poor
237,46017,47990,4,2024-07-03,Value for money
238,45661,76961,4,2024-06-26,Value for money
239,49052,25673,3,2024-05-08,Average
240,46627,19755,3,2025-08-29,Value for money
241,32591,1562,2,2024-12-18,Poor
242,21150,95221,4,2025-08-02,Value for money
243,41303,10856,1,2024-05-06,Average
244,38309,87036,4,2025-03-18,Value for money
245,27703,56335,2,2025-01-05,Average
246,26328,60758,5,2025-04-25,Value for money
247,1350,96577,5,2025-08-18,Good
248,15929,65876,3,2024-09-25,Average
249,17386,71963,3,2024-07-10,Good
250,47910,355,1,2024-06-13,Excellent
251,28764,40495,5,2024-02-05,Poor
252,495,69382,2,2025-06-23,Good
253,27391,96865,1,2025-02-17,Poor
254,39491,82142,1,2024-08-13,Poor
255,22778,92723,1,2025-01-17,Poor
256,12492,28766,3,2025-03-25,Value for money
257,10670,31155,1,2025-06-08,Average
258,17580,94118,2,2024-08-23,Value for money
259,13556,23262,1,2025-09-28,Average
260,13713,40495,3,2025-06-21,Value for money
261,9575,96430,1,2025-03-09,Good
262,9909,22064,2,2024-10-15,Value for money
263,41547,13998,3,2024-03-09,Excellent
264,167,73442,4,2025-09-14,Excellent
265,14623,41576,1,2025-03-20,Good
266,5382,55839,1,2025-04-27,Good
267,29513,71785,3,2025-09-26,Value for money
268,40319,78705,4,2024-06-15,Excellent
269,37229,98385,5,2025-06-02,Excellent
270,25204,28216,2,2025-04-29,Excellent
271,18490,73697,2,2024-05-25,Good
272,41267,7520,2,2024-05-15,Good
273,19961,40516,4,2025-10-01,Value for money
274,19651,39624,4,2024-06-11,Average
275,2980,44337,2,2024-08-29,Poor
276,27452,46283,4,2024-05-16,Poor
277,45147,90163,4,2024-10-19,Average
278,26361,72703,5,2024-09-10,Value for money
279,45175,47912,2,2025-03-16,Poor
280,7882,40376,5,2024-12-13,Poor
281,49540,57116,3,2024-06-19,Excellent
282,36047,95274,2,2025-08-31,Poor
283,1573,71851,3,2024-07-20,Good
284,29511,92680,5,2024-01-15,Good
285,4284,50467,5,2025-02-24,Poor
286,24489,59942,1,2025-05-14,Poor
287,6104,44052,5,2024-05-13,Good
288,23328,46622,4,2024-05-24,Excellent
289,33783,19215,5,2024-07-04,Average
290,1848,92762,4,2024-08-19,Value for money
291,37165,97914,5,2025-05-24,Average
292,5907,63391,1,2024-09-14,Excellent
293,15140,94301,5,2024-06-05,Good
294,38406,12869,2,2025-03-19,Good
295,27488,95631,2,2024-04-05,Value for money
296,5364,57682,3,2025-01-18,Average
297,626,83418,2,2025-05-09,Good
298,38289,24878,2,2025-08-24,Average
299,48627,40848,4,2024-10-05,Excellent
300,37653,75470,4,2024-02-08,Excellent
301,46842,94561,4,2025-05-21,Excellent
302,33619,78888,3,2025-04-22,Average
303,23723,21314,1,2024-10-11,Good
304,26376,15726,4,2024-03-23,Poor
305,47184,3607,4,2024-03-10,Poor
306,37566,65864,5,2024-04-28,Excellent
307,10276,73156,4,2024-10-13,Good
308,43120,27037,1,2024-12-03,Poor
309,49472,44322,1,2025-08-04,Average
310,41908,26197,4,2025-05-09,Good
311,46299,48136,3,2025-07-17,Excellent
312,21604,47055,5,2025-03-29,Good
313,13887,80356,1,2025-05-21,Good
314,13846,26067,2,2025-02-23,Average
315,29195,80203,1,2024-06-09,Excellent
316,41078,79800,2,2024-03-12,Average
317,36614,99209,4,2024-04-19,Excellent
318,33858,16364,4,2024-12-22,Average
319,37754,88709,3,2025-03-10,Average
320,39173,81119,4,2024-03-03,Poor
321,18285,13809,4,2024-06-09,Excellent
322,42872,3482,1,2025-01-14,Average
323,17546,50164,2,2024-09-27,Value for money
324,40846,85759,2,2025-02-14,Good
325,41904,5091,2,2024-03-21,Poor
326,17984,76246,4,2025-03-22,Value for money
327,5111,34800,1,2025-08-10,Excellent
328,43199,52013,2,2024-07-04,Good
329,29734,81673,2,2024-09-11,Average
330,40093,61493,2,2024-06-07,Value for money
331,26280,55476,2,2025-06-16,Excellent
332,21570,12281,2,2025-08-31,Value for money
333,8837,27433,1,2025-08-29,Excellent
334,36723,73859,3,2024-05-17,Average
335,42372,65112,5,2024-04-13,Excellent
336,47924,86827,4,2025-01-06,Average
337,11358,66488,3,2024-12-02,Value for money
338,7897,97568,2,2024-02-28,Good
339,22050,34713,5,2024-09-04,Poor
340,2603,96809,1,2024-07-26,Excellent
341,14057,64132,4,2024-11-04,Value for money
342,9403,81142,3,2024-10-11,Average
343,44957,38562,1,2024-07-25,Good
344,30954,14652,4,2024-09-04,Poor
345,47844,82692,3,2025-05-18,Excellent
346,42724,34050,1,2024-05-01,Good
347,9820,99680,1,2024-10-04,Good
348,3492,94714,3,2024-06-30,Poor
349,14958,10902,5,2025-02-28,Excellent
350,48383,84781,4,2024-12-11,Good
351,23506,43845,2,2025-06-24,Value for money
352,14863,60474,5,2024-12-28,Good
353,47185,39673,1,2024-02-04,Average
354,39774,70253,5,2024-10-05,Average
355,584,89425,1,2025-09-15,Value for money
356,671,18267,4,2025-08-12,Value for money
357,35700,44604,4,2024-11-28,Average
358,17964,35314,4,2025-09-30,Value for money
359,38217,83572,3,2024-01-05,Good
360,10247,878,2,2024-05-02,Poor
361,2081,17833,4,2024-08-02,Poor
362,49912,17704,1,2025-03-05,Good
363,30190,66180,4,2024-07-06,Value for money
364,30315,77441,1,2025-03-22,Average
365,46174,21418,4,2025-03-07,Good
366,32098,45829,4,2024-10-19,Poor
367,524,76628,3,2025-05-06,Poor
368,36588,15042,1,2024-01-27,Value for money
369,37960,92273,3,2025-04-02,Poor
370,45306,33267,3,2024-05-29,Value for money
371,35490,55882,3,2025-07-22,Excellent
372,28298,92257,3,2024-07-13,Excellent
373,15219,4276,3,2025-06-07,Average
374,16691,17045,1,2025-09-20,Good
375,5468,87515,3,2025-06-06,Good
376,18383,44071,1,2024-12-03,Value for money
377,34953,15089,4,2025-04-20,Excellent
378,9348,37127,4,2025-07-15,Average
379,5321,30671,3,2025-03-31,Value for money
380,40315,22757,2,2025-05-07,Poor
381,12949,82994,5,2024-02-08,Excellent
382,4819,99602,4,2024-08-27,Poor
383,37092,21985,4,2025-02-02,Excellent
384,31501,73193,1,2024-11-10,Value for money
385,824,9528,1,2024-01-17,Excellent
386,3516,7389,2,2024-09-07,Average
387,28612,6892,2,2025-06-19,Value for money
388,41202,47230,1,2024-04-22,Good
389,48996,10100,2,2024-07-15,Average
390,4909,30141,3,2024-11-15,Excellent
391,40845,38450,4,2025-07-29,Average
392,798,85935,3,2024-01-12,Good
393,22212,83015,3,2024-07-21,Value for money
394,46078,85885,1,2024-04-20,Excellent
395,1911,61624,5,2025-03-30,Excellent
396,31314,12128,3,2025-06-23,Value for money
397,32643,80490,4,2024-01-10,Excellent
398,17194,59112,4,2024-04-04,Value for money
399,33735,15755,3,2024-05-17,Excellent
400,49507,79730,4,2025-04-28,Poor
401,45247,20954,1,2025-09-11,Average
402,47468,91341,5,2025-02-19,Good
403,7004,94510,4,2024-02-13,Poor
404,49541,30882,5,2024-04-24,Average
405,46014,74952,4,2024-10-23,Good
406,43618,33897,3,2024-05-20,Good
407,78,55746,3,2025-02-13,Poor
408,17927,33253,4,2024-07-07,Poor
409,42514,58753,3,2025-02-26,Excellent
410,36346,5504,4,2024-07-25,Good
411,20842,72148,4,2025-01-30,Excellent
412,13410,24233,2,2025-06-11,Average
413,39719,64348,2,2024-10-29,Poor
414,41127,14011,3,2025-04-19,Excellent
415,6994,53237,3,2024-07-26,Good
416,14570,55724,5,2024-12-02,Poor
417,31659,24967,2,2024-01-08,Value for money
418,14124,89121,5,2024-06-23,Value for money
419,49087,10232,4,2024-08-21,Value for money
420,1758,28473,2,2025-02-12,Poor
421,22929,90685,4,2025-01-05,Good
422,24257,29284,3,2025-09-06,Average
423,22195,44244,4,2024-05-31,Value for money
424,1949,3423,2,2025-09-27,Excellent
425,15465,46466,1,2025-06-05,Average
426,21802,1613,4,2025-06-15,Good
427,25695,82900,5,2025-09-07,Average
428,4956,42556,3,2024-07-14,Good
429,4827,50606,3,2024-03-07,Poor
430,37615,2243,4,2024-10-27,Average
431,45431,86226,2,2025-04-12,Excellent
432,35203,26252,4,2025-06-27,Excellent
433,2405,99562,2,2024-08-06,Excellent
434,5956,88725,4,2024-03-30,Poor
435,22015,516,1,2024-07-04,Excellent
436,1074,33511,5,2024-05-23,Poor
437,19364,76857,4,2025-08-07,Good
438,30191,10732,1,2024-10-03,Poor
439,47592,7474,2,2025-08-14,Good
440,4657,18363,4,2024-06-14,Value for money
441,35098,39079,3,2024-08-02,Value for money
442,286,48999,1,2025-09-21,Value for money
443,47998,85359,1,2025-01-29,Value for money
444,46633,40233,5,2024-05-27,Excellent
445,49235,81285,4,2025-08-10,Average
446,33836,75284,3,2024-06-12,Good
447,12845,67932,5,2025-08-31,Good
448,26488,81930,3,2024-08-18,Value for money
449,3947,69090,5,2025-03-24,Value for money
450,44164,57119,4,2024-05-29,Good
451,22794,25905,1,2024-12-01,Good
452,31672,6657,1,2025-05-03,Average
453,23182,77068,3,2024-12-11,Excellent
454,17347,99368,2,2025-08-11,Excellent
455,39454,28442,2,2025-06-06,Value for money
456,23609,55471,2,2024-07-21,Poor
457,17492,22505,3,2024-07-20,Poor
458,45559,89874,3,2024-08-30,Poor
459,1912,97769,3,2024-05-20,Poor
460,40812,11251,5,2025-07-27,Good
461,10741,64010,3,2025-01-29,Excellent
462,27480,89167,4,2024-06-22,Good
463,22441,61209,3,2025-03-18,Good
464,41436,41964,4,2024-09-09,Average
465,20070,48109,4,2024-12-13,Value for money
466,14905,69441,2,2024-09-04,Average
467,38886,12994,1,2025-08-20,Average
468,23454,59328,3,2024-11-15,Value for money
469,46926,23738,4,2024-10-12,Average
470,38453,95719,3,2024-01-11,Average
471,24504,4373,3,2024-08-31,Average
472,13107,88475,3,2024-04-23,Average
473,18933,92094,2,2024-07-27,Average
474,45735,19008,5,2024-01-05,Poor
475,5461,69493,1,2024-05-04,Average
476,31791,58726,1,2025-03-16,Value for money
477,27927,46927,5,2024-01-09,Excellent
478,41898,64183,1,2024-08-08,Value for money
479,22550,18843,2,2024-08-30,Average
480,14264,39662,2,2024-10-07,Good
481,29654,34632,3,2024-02-26,Good
482,10274,55120,5,2025-03-13,Average
483,11278,71758,5,2024-09-17,Excellent
484,42727,31555,4,2025-07-26,Good
485,8221,93005,1,2025-05-17,Value for money
486,46686,52392,3,2024-06-08,Value for money
487,35552,11602,1,2024-11-29,Excellent
488,9936,60912,3,2024-05-08,Excellent
489,2427,77375,5,2024-10-15,Poor
490,26256,94277,4,2025-08-20,Good
491,3460,15305,4,2024-12-24,Poor
492,23890,64946,2,2024-02-10,Excellent
493,24315,10674,4,2024-04-26,Excellent
494,23143,79499,4,2024-05-24,Good
495,40978,36956,2,2024-07-23,Good
496,28213,15239,3,2024-01-06,Poor
497,3877,74466,5,2024-10-24,Value for money
498,40105,44377,4,2025-09-22,Excellent
499,18053,27395,5,2024-09-10,Average
500,20652,76840,5,2024-01-27,Value for money
501,40914,51235,3,2024-06-04,Excellent
502,8774,183,2,2025-09-22,Value for money
503,35003,55536,5,2025-02-22,Poor
504,11819,85374,2,2024-10-30,Good
505,18814,99787,5,2025-06-21,Good
506,5016,92042,5,2025-05-07,Excellent
507,34927,28806,2,2025-06-12,Value for money
508,17618,69022,4,2024-01-13,Poor
509,23733,89301,3,2024-05-16,Excellent
510,4025,47814,4,2024-06-14,Value for money
511,4968,79722,1,2024-04-24,Excellent
512,21659,6913,5,2024-06-14,Average
513,24248,9667,1,2025-09-15,Average
514,38712,67462,1,2024-09-30,Average
515,19247,35041,4,2024-09-08,Good
516,24110,20629,1,2024-12-22,Poor
517,11127,79864,4,2024-05-10,Value for money
518,23099,90203,5,2025-02-16,Value for money
519,8615,19170,1,2025-01-12,Poor
520,21791,2697,2,2025-08-14,Excellent
521,3449,36727,2,2024-04-10,Good
522,23117,90146,2,2024-04-12,Excellent
523,41468,1401,4,2025-01-31,Excellent
524,29966,93938,5,2024-10-05,Average
525,4688,49648,2,2025-03-07,Excellent
526,9384,43330,3,2024-08-05,Value for money
527,7416,92127,5,2024-09-28,Excellent
528,46413,27360,4,2024-06-01,Value for money
529,2030,53133,1,2024-06-15,Value for money
530,27482,22820,2,2024-10-19,Excellent
531,3196,92695,2,2025-04-04,Average
532,1681,61887,3,2025-02-24,Excellent
533,17541,67114,3,2024-01-29,Poor
534,285,77881,2,2024-12-26,Value for money
535,34429,61541,3,2025-04-14,Good
536,49769,56711,2,2025-07-24,Excellent
537,38284,25856,2,2025-01-25,Good
538,14433,81698,1,2024-06-27,Poor
539,45341,51894,3,2024-03-27,Good
540,27178,37336,3,2024-11-11,Good
541,2925,93433,2,2024-12-26,Poor
542,29503,1518,1,2024-01-01,Poor
543,42453,38404,2,2024-04-11,Good
544,578,17946,5,2024-12-29,Poor
545,18601,48151,4,2024-03-19,Excellent
546,7190,51261,5,2024-07-21,Average
547,14166,40042,5,2024-06-28,Average
548,12795,98721,3,2024-01-05,Good
549,19546,15870,5,2025-01-05,Excellent
550,14383,33326,4,2025-01-21,Value for money
551,16049,45416,1,2024-01-14,Average
552,23213,29893,1,2025-09-01,Good
553,30568,42993,3,2024-09-24,Excellent
554,37961,69722,4,2024-09-28,Excellent
555,14830,22283,5,2024-06-05,Poor
556,32108,31503,4,2024-04-29,Value for money
557,25437,57687,5,2025-05-20,Good
558,36204,19136,4,2024-03-17,Value for money
559,10685,80866,3,2025-04-15,Excellent
560,49016,71041,2,2024-11-02,Poor
561,46893,86800,5,2025-07-02,Value for money
562,26070,81158,1,2024-10-06,Excellent
563,25166,50406,3,2025-09-30,Average
564,16943,72365,4,2024-05-04,Average
565,43545,92014,4,2024-06-12,Average
566,43203,76711,1,2024-09-04,Excellent
567,32356,12345,3,2024-08-17,Good
568,48596,11100,1,2025-01-21,Value for money
569,4782,74634,3,2024-01-15,Value for money
570,29644,65883,5,2024-09-05,Excellent
571,16095,44454,4,2025-03-18,Average
572,38200,75043,3,2024-02-16,Value for money
573,34134,7689,1,2025-02-13,Good
574,5869,80358,3,2024-02-26,Excellent
575,15818,71389,3,2025-06-03,Good
576,18202,67053,5,2024-03-29,Excellent
577,5764,65994,4,2024-06-13,Poor
578,23656,96667,1,2025-05-16,Value for money
579,987,32965,2,2025-09-25,Poor
580,4039,79013,2,2024-07-29,Value for money
581,38925,91126,3,2024-07-29,Excellent
582,43991,72119,3,2024-06-22,Value for money
583,39909,26207,4,2024-10-22,Poor
584,42130,23044,4,2025-09-30,Good
585,7533,49102,3,2024-02-19,Good
586,23018,72293,3,2024-01-29,Average
587,3215,24516,5,2025-05-27,Excellent
588,27444,66002,4,2024-11-07,Value for money
589,41449,98544,4,2024-02-03,Good
590,35520,79053,4,2024-11-21,Good
591,10696,77139,2,2024-02-21,Excellent
592,48738,86263,2,2025-02-14,Average
593,3727,28883,5,2025-01-28,Poor
594,39572,85012,2,2024-08-30,Good
595,40369,48563,3,2025-06-18,Value for money
596,5568,24953,5,2025-01-09,Average
597,55,9912,1,2025-07-15,Good
598,17634,34064,1,2025-06-29,Average
599,18283,21567,3,2024-07-14,Good
600,28763,32214,5,2024-06-10,Good
601,716,41776,3,2024-03-03,Good
602,44907,53655,4,2025-01-31,Excellent
603,2213,97905,1,2024-03-25,Poor
604,18980,32063,5,2025-02-02,Average
605,23127,81,2,2025-01-21,Value for money
606,31828,88637,4,2025-04-05,Poor
607,39330,89732,5,2024-07-07,Excellent
608,30006,54310,4,2025-04-12,Average
609,7983,95862,3,2025-09-25,Average
610,31997,64925,1,2024-11-27,Average
611,31463,55532,4,2024-04-24,Good
612,46754,11051,2,2024-08-12,Value for money
613,24086,10664,2,2025-08-01,Average
614,34152,27338,5,2024-06-09,Poor
615,7297,92940,1,2025-09-09,Good
616,33987,22889,2,2024-03-15,Excellent
617,34945,73067,3,2024-04-19,Good
618,25906,20185,4,2024-05-28,Average
619,45726,71234,4,2024-07-11,Value for money
620,44683,54108,3,2025-01-05,Poor
621,34110,61941,4,2025-03-26,Excellent
622,17382,23156,5,2025-05-09,Excellent
623,45579,48569,5,2024-12-10,Good
624,10220,79887,2,2024-08-31,Poor
625,30027,3953,4,2024-04-05,Excellent
626,26354,53524,4,2024-03-01,Excellent
627,1638,22681,4,2025-04-12,Good
628,28193,40775,1,2025-05-13,Good
629,37384,5937,5,2024-07-17,Poor
630,35471,16635,4,2024-05-18,Average
631,48429,17193,2,2024-10-09,Good
632,2575,6062,1,2025-04-10,Poor
633,34103,56652,4,2025-01-30,Average
634,16926,74611,5,2024-12-16,Good
635,10044,46439,3,2024-02-15,Poor
636,15808,53337,4,2025-01-09,Good
637,4964,81088,2,2025-06-02,Average
638,39723,59632,3,2024-07-09,Excellent
639,1920,45570,4,2025-09-03,Poor
640,5841,97832,2,2024-02-26,Poor
641,10660,71827,3,2025-02-08,Poor
642,45858,43075,4,2024-06-02,Good
643,48416,1013,1,2024-10-17,Value for money
644,30945,74633,1,2024-07-28,Good
645,30571,8555,1,2025-09-10,Good
646,18733,39450,2,2024-03-01,Value for money
647,8331,36842,3,2025-04-25,Average
648,41591,73191,2,2024-11-30,Excellent
649,13854,31192,4,2025-01-06,Value for money
650,9936,40086,1,2024-11-10,Average
651,35334,7430,5,2024-02-09,Value for money
652,1817,83684,2,2025-03-07,Average
653,31524,51100,3,2024-03-21,Good
654,37961,20360,3,2025-09-17,Average
655,11689,10318,5,2024-02-29,Average
656,488,41288,4,2024-11-24,Value for money
657,42509,7548,4,2025-03-03,Average
658,21396,76260,4,2024-12-02,Good
659,48185,98321,5,2025-01-12,Average
660,6179,34649,3,2024-01-27,Excellent
661,18489,86485,3,2024-09-05,Value for money
662,12410,60631,1,2025-05-02,Poor
663,904,8806,3,2025-05-11,Value for money
664,15731,59629,2,2024-02-26,Good
665,14095,77783,4,2025-04-03,Average
