redemption_id,customer_id,reward_name,points_redeemed,redemption_date
334,31500,Gift Card $50,5000,2024-04-28
335,6285,Gift Card $50,5000,2025-09-16
336,40423,Gift Card $50,5000,2026-02-12
337,14415,Product Discount,500,2026-02-09
338,2548,Gift Card $10,1000,2024-10-11
339,40662,Free Shipping Voucher,200,2024-06-30
340,38279,Free Shipping Voucher,200,2025-01-13
341,49615,Product Discount,500,2025-11-29
342,40574,Product Discount,500,2025-03-01
343,19172,Free Shipping Voucher,200,2025-05-18
344,13861,Free Shipping Voucher,200,2024-09-06
345,18152,Gift Card $10,1000,2025-03-28
346,29658,Product Discount,500,2024-09-21
347,32474,Product Discount,500,2025-11-07
348,46896,Product Discount,500,2024-12-13
349,16250,Product Discount,500,2025-12-13
350,48929,Gift Card $10,1000,2025-10-22
351,31007,Gift Card $10,1000,2026-01-20
352,2996,Product Discount,500,2025-07-06
353,42826,Gift Card $50,5000,2025-09-24
354,25508,Product Discount,500,2025-03-15
355,47735,Free Shipping Voucher,200,2025-03-23
356,46425,Free Shipping Voucher,200,2024-06-20
357,6105,Gift Card $10,1000,2024-06-14
358,16118,Gift Card $10,1000,2025-11-19
359,31308,Free Shipping Voucher,200,2024-06-24
360,3848,Gift Card $10,1000,2025-07-02
361,10844,Gift Card $50,5000,2025-09-20
362,4485,Gift Card $10,1000,2025-02-09
363,21601,Product Discount,500,2025-02-15
364,3241,Gift Card $50,5000,2024-10-13
365,20251,Gift Card $50,5000,2025-06-09
366,22183,Free Shipping Voucher,200,2025-04-14
367,36851,Gift Card $50,5000,2025-07-08
368,20646,Gift Card $10,1000,2026-01-11
369,673,Product Discount,500,2025-08-16
370,2535,Product Discount,500,2025-12-10
371,38011,Free Shipping Voucher,200,2024-09-20
372,9051,Gift Card $50,5000,2024-06-29
373,29766,Product Discount,500,2024-06-30
374,36254,Free Shipping Voucher,200,2024-09-11
375,35851,Gift Card $50,5000,2025-12-04
376,11007,Gift Card $50,5000,2025-12-09
377,30494,Product Discount,500,2025-04-03
378,39636,Product Discount,500,2024-12-02
379,48166,Product Discount,500,2024-09-03
380,4123,Gift Card $50,5000,2024-05-21
381,45172,Gift Card $50,5000,2025-10-13
382,32482,Free Shipping Voucher,200,2024-07-06
383,7799,Gift Card $10,1000,2025-09-12
384,44297,Gift Card $50,5000,2025-05-02
385,15244,Gift Card $50,5000,2025-11-16
386,17265,Gift Card $10,1000,2025-06-25
387,6775,Free Shipping Voucher,200,2026-02-13
388,31342,Gift Card $10,1000,2024-12-20
389,42979,Free Shipping Voucher,200,2026-01-04
390,26840,Free Shipping Voucher,200,2024-05-15
391,48528,Product Discount,500,2025-05-22
392,6409,Free Shipping Voucher,200,2025-03-27
393,28296,Gift Card $10,1000,2025-12-21
394,39161,Free Shipping Voucher,200,2025-10-30
395,16376,Product Discount,500,2024-08-21
396,33750,Free Shipping Voucher,200,2025-10-17
397,25707,Gift Card $50,5000,2024-10-20
398,29709,Gift Card $50,5000,2024-07-14
399,1619,Gift Card $50,5000,2024-06-15
400,10911,Gift Card $50,5000,2024-05-22
401,48490,Product Discount,500,2025-02-15
402,38677,Product Discount,500,2024-12-01
403,30576,Free Shipping Voucher,200,2025-02-18
404,45158,Gift Card $10,1000,2025-07-16
405,16683,Free Shipping Voucher,200,2024-10-30
406,398,Gift Card $10,1000,2025-01-17
407,18516,Gift Card $50,5000,2024-08-15
408,23102,Gift Card $10,1000,2025-08-21
409,16683,Gift Card $50,5000,2025-01-20
410,11990,Gift Card $50,5000,2025-09-10
411,8318,Product Discount,500,2025-06-06
412,39573,Gift Card $10,1000,2025-11-20
413,9837,Gift Card $10,1000,2025-03-12
414,24813,Product Discount,500,2025-07-20
415,39159,Gift Card $10,1000,2026-02-24
416,17912,Product Discount,500,2024-12-03
417,36401,Free Shipping Voucher,200,2025-06-06
418,21212,Gift Card $50,5000,2025-09-17
419,43779,Free Shipping Voucher,200,2025-07-07
420,11868,Free Shipping Voucher,200,2025-02-05
421,32841,Gift Card $10,1000,2024-04-24
422,35629,Gift Card $50,5000,2024-05-11
423,38555,Product Discount,500,2025-06-30
424,2896,Gift Card $50,5000,2024-08-05
425,45694,Product Discount,500,2024-08-16
426,39625,Product Discount,500,2026-02-06
427,41961,Gift Card $50,5000,2025-03-28
428,45936,Gift Card $10,1000,2025-07-24
429,1415,Product Discount,500,2024-04-23
430,1735,Gift Card $10,1000,2025-04-13
431,39587,Product Discount,500,2025-12-09
432,46240,Free Shipping Voucher,200,2024-09-17
433,8349,Product Discount,500,2025-12-10
434,47204,Gift Card $10,1000,2024-04-12
435,27266,Product Discount,500,2026-01-12
436,19374,Product Discount,500,2025-11-04
437,10592,Product Discount,500,2026-01-21
438,32454,Product Discount,500,2024-07-16
439,36190,Free Shipping Voucher,200,2025-07-08
440,29049,Gift Card $10,1000,2025-03-09
441,49815,Free Shipping Voucher,200,2024-11-06
442,44257,Free Shipping Voucher,200,2025-01-31
443,5509,Free Shipping Voucher,200,2024-08-03
444,48382,Product Discount,500,2024-06-23
445,2350,Gift Card $10,1000,2025-10-17
446,20048,Product Discount,500,2025-09-26
447,16498,Gift Card $50,5000,2025-09-29
448,27400,Product Discount,500,2024-10-23
449,43492,Gift Card $50,5000,2025-11-07
450,42397,Gift Card $50,5000,2025-07-07
451,3453,Gift Card $10,1000,2025-04-19
452,23741,Gift Card $10,1000,2025-10-11
453,20531,Product Discount,500,2025-12-01
454,39638,Gift Card $50,5000,2025-08-06
455,12527,Product Discount,500,2025-08-08
456,36621,Product Discount,500,2025-01-20
457,39652,Gift Card $50,5000,2024-08-19
458,28188,Gift Card $10,1000,2024-03-18
459,577,Gift Card $10,1000,2024-11-28
460,4705,Gift Card $50,5000,2024-02-28
461,46591,Gift Card $10,1000,2024-03-31
462,39135,Gift Card $10,1000,2024-03-23
463,24374,Free Shipping Voucher,200,2024-11-04
464,19651,Product Discount,500,2024-04-23
465,29230,Product Discount,500,2024-10-24
466,14562,Gift Card $50,5000,2024-03-21
467,18991,Gift Card $50,5000,2024-11-28
468,24365,Free Shipping Voucher,200,2025-03-03
469,1516,Free Shipping Voucher,200,2024-08-10
470,14857,Product Discount,500,2026-01-05
471,30207,Gift Card $50,5000,2025-07-10
472,25667,Product Discount,500,2024-10-23
473,37532,Gift Card $50,5000,2024-08-22
474,36150,Gift Card $50,5000,2024-10-09
475,3184,Free Shipping Voucher,200,2026-01-27
476,6888,Gift Card $10,1000,2025-10-31
477,10522,Free Shipping Voucher,200,2024-11-22
478,29339,Product Discount,500,2024-04-13
479,38163,Free Shipping Voucher,200,2024-07-20
480,27842,Free Shipping Voucher,200,2025-04-29
481,49906,Gift Card $50,5000,2025-12-10
482,16609,Free Shipping Voucher,200,2024-07-29
483,33877,Gift Card $10,1000,2025-04-13
484,35493,Gift Card $50,5000,2025-11-02
485,49947,Gift Card $50,5000,2024-10-11
486,27366,Free Shipping Voucher,200,2025-06-08
487,41633,Product Discount,500,2024-08-05
488,47760,Product Discount,500,2025-09-27
489,7614,Free Shipping Voucher,200,2024-09-02
490,9860,Product Discount,500,2025-03-14
491,40890,Gift Card $50,5000,2024-09-14
492,38069,Free Shipping Voucher,200,2024-03-06
493,34773,Free Shipping Voucher,200,2025-07-19
494,23728,Product Discount,500,2025-08-20
495,41491,Gift Card $10,1000,2024-05-31
496,41140,Free Shipping Voucher,200,2024-02-28
497,16132,Gift Card $50,5000,2025-10-05
498,11162,Product Discount,500,2024-12-17
499,13192,Gift Card $10,1000,2024-07-27
500,14547,Free Shipping Voucher,200,2024-05-29
501,16270,Free Shipping Voucher,200,2025-07-18
502,35907,Product Discount,500,2024-07-27
503,9266,Gift Card $50,5000,2024-06-20
504,4908,Product Discount,500,2024-10-09
505,26319,Gift Card $10,1000,2024-05-06
506,21556,Product Discount,500,2024-10-14
507,39624,Product Discount,500,2025-08-07
508,25119,Gift Card $10,1000,2025-05-01
509,11985,Gift Card $50,5000,2024-10-02
510,23714,Gift Card $50,5000,2024-12-24
511,42106,Free Shipping Voucher,200,2024-11-12
512,3849,Gift Card $50,5000,2025-04-16
513,37960,Free Shipping Voucher,200,2024-08-27
514,47573,Gift Card $50,5000,2025-11-13
515,28073,Product Discount,500,2025-02-27
516,7379,Free Shipping Voucher,200,2024-07-21
517,2926,Gift Card $50,5000,2025-08-23
518,17366,Gift Card $10,1000,2024-12-02
519,1386,Gift Card $50,5000,2024-12-31
520,36908,Gift Card $10,1000,2024-07-20
521,36457,Gift Card $50,5000,2024-07-22
522,37057,Gift Card $50,5000,2025-06-13
523,19935,Free Shipping Voucher,200,2025-12-02
524,19294,Gift Card $50,5000,2024-12-31
525,41287,Gift Card $10,1000,2026-01-30
526,20279,Gift Card $10,1000,2025-05-09
527,46398,Product Discount,500,2025-10-18
528,24936,Product Discount,500,2024-06-06
529,22442,Gift Card $50,5000,2024-10-19
530,10173,Product Discount,500,2025-06-28
531,17884,Gift Card $50,5000,2025-12-04
532,12754,Gift Card $10,1000,2025-08-20
533,17240,Product Discount,500,2024-08-23
534,6138,Gift Card $50,5000,2025-10-26
535,15814,Free Shipping Voucher,200,2024-11-03
536,25449,Free Shipping Voucher,200,2024-04-16
537,7346,Free Shipping Voucher,200,2024-04-20
538,23922,Gift Card $50,5000,2025-12-04
539,32284,Product Discount,500,2026-02-16
540,31,Gift Card $50,5000,2024-04-23
541,44775,Free Shipping Voucher,200,2025-03-04
542,49886,Product Discount,500,2025-10-13
543,32647,Free Shipping Voucher,200,2025-12-11
544,43981,Product Discount,500,2025-12-20
545,36901,Gift Card $10,1000,2024-04-04
546,28943,Gift Card $50,5000,2026-02-24
547,19957,Product Discount,500,2024-07-24
548,15480,Gift Card $10,1000,2025-04-03
549,19972,Free Shipping Voucher,200,2024-11-23
550,6889,Gift Card $50,5000,2025-04-16
551,19948,Free Shipping Voucher,200,2025-10-23
552,27222,Free Shipping Voucher,200,2025-09-15
553,19972,Product Discount,500,2025-09-30
554,31378,Gift Card $10,1000,2024-10-24
555,26091,Gift Card $10,1000,2024-07-11
556,34553,Gift Card $10,1000,2025-07-02
557,22317,Free Shipping Voucher,200,2025-07-02
558,40097,Free Shipping Voucher,200,2025-02-02
559,37057,Free Shipping Voucher,200,2025-05-16
560,43689,Product Discount,500,2024-09-15
561,32955,Gift Card $10,1000,2025-06-05
562,33853,Gift Card $50,5000,2024-04-25
563,17781,Gift Card $10,1000,2025-12-07
564,15875,Gift Card $50,5000,2025-09-14
565,45013,Gift Card $50,5000,2024-03-28
566,31584,Product Discount,500,2025-09-15
567,30438,Product Discount,500,2025-03-16
568,11931,Free Shipping Voucher,200,2024-07-28
569,44409,Product Discount,500,2026-01-17
570,5185,Gift Card $10,1000,2024-12-06
571,48549,Gift Card $50,5000,2025-05-18
572,35049,Product Discount,500,2024-09-29
573,33476,Gift Card $10,1000,2024-06-14
574,30519,Gift Card $50,5000,2024-12-06
575,4745,Gift Card $10,1000,2025-05-21
576,47984,Gift Card $10,1000,2024-07-24
577,1588,Gift Card $10,1000,2025-02-12
578,48773,Product Discount,500,2025-01-19
579,1069,Free Shipping Voucher,200,2026-01-27
580,27443,Product Discount,500,2025-09-16
581,18547,Free Shipping Voucher,200,2025-07-16
582,8718,Gift Card $10,1000,2025-06-04
583,44119,Gift Card $50,5000,2024-10-01
584,49271,Product Discount,500,2025-02-06
585,25240,Gift Card $50,5000,2025-07-07
586,16752,Gift Card $50,5000,2025-04-26
587,14239,Gift Card $10,1000,2024-07-22
588,46346,Gift Card $10,1000,2024-08-07
589,49512,Free Shipping Voucher,200,2025-12-10
590,31944,Product Discount,500,2024-12-12
591,30926,Free Shipping Voucher,200,2024-08-14
592,25265,Gift Card $10,1000,2025-10-28
593,47362,Product Discount,500,2026-02-21
594,46016,Product Discount,500,2025-05-28
595,36553,Product Discount,500,2025-10-10
596,5205,Product Discount,500,2025-05-27
597,15603,Gift Card $10,1000,2025-06-02
598,35895,Gift Card $50,5000,2025-10-01
599,25138,Free Shipping Voucher,200,2025-12-29
600,1870,Product Discount,500,2025-11-23
601,22242,Gift Card $10,1000,2025-08-24
602,43209,Product Discount,500,2024-06-26
603,6750,Gift Card $50,5000,2024-12-21
604,19233,Gift Card $10,1000,2025-02-24
605,11034,Gift Card $10,1000,2025-03-19
606,12112,Free Shipping Voucher,200,2024-03-02
607,35496,Gift Card $50,5000,2024-11-03
608,37791,Gift Card $10,1000,2025-04-12
609,16736,Free Shipping Voucher,200,2024-03-24
610,25438,Product Discount,500,2025-01-12
611,46568,Gift Card $50,5000,2025-10-15
612,30891,Free Shipping Voucher,200,2025-02-06
613,16151,Gift Card $50,5000,2024-06-25
614,4967,Gift Card $50,5000,2026-02-05
