product_id,product_name,brand_id,supplier_id,price,cost_price
47,Samsung Enim Lite,1,24,68728.33,48109.83
48,Samsung Repellat Plus,1,52,48473.43,33931.4
49,Samsung Voluptas Pro,1,3,94113.17,65879.22
50,Samsung Veniam Pro,1,,86062.06,60243.44
51,Samsung Occaecati,1,27,89119.89,62383.92
52,Samsung Aut Pro,1,87,50249.13,35174.39
53,Samsung Commodi Lite,1,29,128873.48,90211.44
54,Samsung Excepturi,1,34,89125.05,62387.54
55,Apple Quas Plus,2,21,120103.87,84072.71
56,Apple Velit Lite,2,53,111070.12,77749.08
57,Apple Iusto X,2,51,136597.01,95617.91
58,Apple Aspernatur Pro,2,10,82627.54,57839.28
59,Apple Ea Max,2,16,129807.95,90865.56
60,Apple Nemo Pro,2,12,106160.63,74312.44
61,Apple Assumenda Max,2,13,52354.91,36648.44
62,Apple Exercitationem,2,67,28549.47,19984.63
63,Apple Saepe Lite,2,50,29126.99,20388.89
64,Apple Odit Lite,2,90,39629.17,27740.42
65,Apple Quasi X,2,11,47711.72,33398.2
66,Apple Eligendi Plus,2,22,79579.4,55705.58
67,Apple Consequuntur Max,2,45,64540.9,45178.63
68,Apple Incidunt,2,64,6259.08,4381.36
69,Apple Quod Lite,2,7,52465.38,36725.77
70,Apple Corrupti Max,2,45,91913.04,64339.13
71,Apple Accusamus Plus,2,4,23673.45,16571.42
72,Apple Nostrum Plus,2,64,47627.86,33339.5
73,Apple Voluptatum Lite,2,34,141555.24,99088.67
74,Apple Quasi,2,12,139112.28,97378.6
75,Apple Quos Lite,2,73,95117.12,66581.98
76,Apple Optio,2,18,102328.77,71630.14
77,Apple Neque,2,45,126053.82,88237.67
78,Apple Atque Pro,2,2,47891.15,33523.8
79,Apple Quam X,2,71,12835.43,8984.8
80,Apple Cupiditate Plus,2,25,124275.35,86992.74
81,Apple Esse Plus,2,,60598.15,42418.7
82,Apple Recusandae Lite,2,34,55224.52,38657.16
83,Apple Eum,2,83,90332.83,63232.98
84,Apple Tempora,2,59,61938.71,43357.1
85,Apple Culpa X,2,29,130241.9,91169.33
86,Apple Dolorem Plus,2,19,38951.51,27266.06
87,Sony At Lite,3,34,96895.22,67826.65
88,Sony Iusto Lite,3,21,3755.97,2629.18
89,Sony Molestiae Lite,3,77,60422.08,42295.46
90,Sony Quas X,3,14,32173.79,22521.65
91,Sony Eius X,3,59,25445.41,17811.79
92,Sony Delectus Plus,3,2,22667.7,15867.39
93,Sony Totam Pro,3,58,79575.69,55702.98
94,Sony Maxime Lite,3,2,86453.08,60517.16
95,Sony Labore Max,3,80,39719.03,27803.32
96,Sony Deleniti Lite,3,66,99925.81,69948.07
97,Sony Pariatur Plus,3,61,46730.86,32711.6
98,Sony Incidunt Pro,3,41,80417.8,56292.46
99,Sony Dolor X,3,47,49628.88,34740.22
100,Sony Quae,3,69,133214.81,93250.37
101,Sony Vitae Max,3,46,110668.62,77468.03
102,Sony Inventore,3,9,23229.86,16260.9
103,Sony Ducimus Pro,3,83,101806.56,71264.59
104,Sony Asperiores Lite,3,59,32587.34,22811.14
105,Sony Odio Plus,3,33,73628.4,51539.88
106,Sony Magnam X,3,47,27641.23,19348.86
107,Sony Suscipit Lite,3,48,4373.16,3061.21
108,Sony Quidem Plus,3,43,120499.7,84349.79
109,Sony Ad X,3,,8456.82,5919.77
110,Sony Ut Max,3,7,139572.06,97700.44
111,Sony Veritatis,3,51,88055.96,61639.17
112,Sony Nemo Max,3,10,9447.08,6612.96
113,Sony Corrupti Lite,3,4,51308.75,35916.12
114,Sony Repellendus Plus,3,44,11305.44,7913.81
115,Sony Autem Lite,3,59,64824.1,45376.87
116,Sony Unde Lite,3,60,48946.31,34262.42
117,Sony Temporibus Max,3,9,18289.83,12802.88
118,Sony Aliquid X,3,67,26108.51,18275.96
119,Sony Amet Plus,3,33,8787.41,6151.19
120,Sony Ea Max,3,20,53717.66,37602.36
121,Sony Natus Plus,3,90,95890.04,67123.03
122,Sony Iure Pro,3,58,139197.29,97438.1
123,Sony Repudiandae Max,3,87,117088.41,81961.89
124,Sony Occaecati Plus,3,50,76050.47,53235.33
125,Sony Porro,3,20,93928.6,65750.02
126,Sony Tenetur Max,3,29,81379.76,56965.83
127,Sony Laboriosam Pro,3,,77381.09,54166.76
128,Sony Rerum X,3,36,38081.71,26657.2
129,Sony Nostrum Plus,3,8,8580.62,6006.43
130,Sony Laudantium,3,35,2339.97,1637.98
131,Sony Eaque,3,,97157.92,68010.54
132,Sony Minus X,3,26,133613.84,93529.69
133,Sony Reiciendis X,3,9,134600.91,94220.64
134,Sony Odit Pro,3,80,32892.02,23024.41
135,Sony Atque Plus,3,42,13418.56,9392.99
136,Sony Qui,3,16,118340.78,82838.55
137,Sony Nulla Pro,3,89,143316.49,100321.54
138,Sony Autem,3,55,78634.43,55044.1
139,Sony Perferendis Plus,3,4,113411.12,79387.78
140,Sony Fuga,3,59,26150.88,18305.62
141,Sony In Lite,3,13,20871.35,14609.94
142,Sony Tempore Max,3,58,108710.61,76097.43
143,Sony Quis,3,54,37558.51,26290.96
144,Sony Possimus Pro,3,91,55920.76,39144.53
145,Sony In,3,77,51932.42,36352.69
146,Sony Deserunt X,3,24,146498.94,102549.26
147,Sony Dolor Pro,3,55,117328.71,82130.1
148,Sony Odit Lite,3,57,107401.85,75181.3
149,Sony Dolore,3,79,34786.72,24350.7
150,Sony In Plus,3,7,64481.93,45137.35
151,Sony Unde Max,3,48,34818.24,24372.77
152,Sony Placeat Lite,3,,1564.85,1095.39
153,Sony Doloremque Plus,3,10,66935.4,46854.78
154,Sony Quae Max,3,71,59382.04,41567.43
155,Sony Cumque Pro,3,23,98396.72,68877.7
156,Sony Itaque Lite,3,,48231.63,33762.14
157,Sony Blanditiis X,3,17,36033.15,25223.2
158,Sony Id Max,3,,26250.91,18375.64
159,Dell Esse Max,4,54,28206.17,19744.32
160,Dell Aspernatur Pro,4,62,106794.64,74756.25
161,Dell Magni X,4,46,75494.6,52846.22
162,Dell Quibusdam Plus,4,60,76491.14,53543.8
163,Dell Magnam Max,4,71,137007.05,95904.93
164,Dell Laboriosam Max,4,6,87121.77,60985.24
165,Dell Sint Max,4,67,89798.31,62858.82
166,Dell Iure Pro,4,38,91602.6,64121.82
167,Dell Amet,4,,33115.73,23181.01
168,Dell Rerum Max,4,8,80705.85,56494.1
169,Dell Illo Max,4,2,113813.14,79669.2
170,Dell Nemo X,4,46,36613.11,25629.18
171,Dell Sequi Plus,4,40,124026.4,86818.48
172,Dell Praesentium X,4,42,127702.12,89391.48
173,Dell Ab Max,4,75,78730.97,55111.68
174,Dell Suscipit Pro,4,74,48174.15,33721.9
175,Dell Numquam Plus,4,81,130742.35,91519.64
176,Dell Unde X,4,44,92799.57,64959.7
177,Dell Omnis Plus,4,84,117508.08,82255.66
178,Dell Reiciendis Pro,4,,66166.04,46316.23
179,Dell Officia Plus,4,,32615.29,22830.7
180,Dell Voluptatibus Plus,4,63,90758.12,63530.68
181,Dell Cupiditate Pro,4,28,117170.26,82019.18
182,Dell Dicta Plus,4,38,95022.21,66515.55
183,Dell Tempora,4,45,90464.48,63325.14
184,Dell Impedit Plus,4,50,39129.63,27390.74
185,Dell Laudantium Plus,4,55,79046.87,55332.81
186,Dell Dolorem Plus,4,14,102960.63,72072.44
187,Dell Eaque Lite,4,62,136023.97,95216.78
188,Dell Expedita Lite,4,30,112997.58,79098.31
189,Dell Numquam Max,4,49,56695.58,39686.91
190,Dell Ipsam Plus,4,54,117246.26,82072.38
191,Dell Ducimus,4,54,62034.82,43424.37
192,Dell Dolorem Plus,4,63,26309.88,18416.92
193,Dell Repudiandae Max,4,5,141591.63,99114.14
194,Dell Et Lite,4,25,96391.27,67473.89
195,Dell Sint X,4,46,46373.82,32461.67
196,Dell Doloribus Lite,4,83,1727.53,1209.27
197,Dell Incidunt Plus,4,21,140380.35,98266.24
198,Dell Ex Max,4,8,36659.12,25661.38
199,Dell Quaerat X,4,84,141627.02,99138.91
200,Dell Impedit Max,4,25,77485.94,54240.16
201,Dell Iure Pro,4,,106832.79,74782.95
202,Dell Totam Pro,4,28,5344.33,3741.03
203,Dell Distinctio Pro,4,69,137881.66,96517.16
204,Dell Repellat Max,4,83,143162.76,100213.93
205,Dell Aspernatur,4,10,130488.26,91341.78
206,Dell Delectus Pro,4,56,1635.7,1144.99
207,Dell Ipsa,4,,62365.58,43655.91
208,Dell Consequuntur Plus,4,44,145990.9,102193.63
209,Dell Modi,4,85,139603.4,97722.38
210,Dell Eum X,4,64,42739.85,29917.89
211,Dell Delectus,4,33,86913.17,60839.22
212,Dell Deleniti X,4,2,69414.25,48589.98
213,HP Nostrum Pro,5,85,31261.71,21883.2
214,HP Labore Lite,5,89,73930.36,51751.25
215,HP Sapiente Pro,5,10,19302.6,13511.82
216,HP Quam Max,5,25,48129.72,33690.8
217,HP Magnam Plus,5,78,40915.6,28640.92
218,HP Odio Plus,5,31,126813.2,88769.24
219,HP Cum Plus,5,24,3392.09,2374.46
220,HP Quod Max,5,91,79919.79,55943.85
221,HP Iusto Lite,5,30,73493.32,51445.32
222,HP Dicta Pro,5,91,97582.78,68307.95
223,HP Placeat Lite,5,60,132530.85,92771.6
224,HP Incidunt Lite,5,33,65686.8,45980.76
225,HP Maxime Lite,5,36,60128.68,42090.08
226,HP Repellendus Pro,5,48,132486.44,92740.51
227,HP Sequi X,5,30,66568.9,46598.23
228,HP Mollitia Lite,5,56,142508.97,99756.28
229,HP Suscipit X,5,49,73249.92,51274.94
230,HP Aperiam,5,59,102727.81,71909.47
231,HP Sed X,5,26,23008.41,16105.89
232,HP Labore Lite,5,23,51206.5,35844.55
233,HP Amet Pro,5,84,138003.77,96602.64
234,HP Aliquid,5,83,69856.44,48899.51
235,HP Asperiores,5,10,28668.96,20068.27
236,HP Assumenda,5,,45133.24,31593.27
237,HP Natus Max,5,24,16712.53,11698.77
238,HP Itaque Max,5,50,32888.04,23021.63
239,HP Provident X,5,59,97718.61,68403.03
240,HP Maxime X,5,2,63883.99,44718.79
241,HP Ipsum Lite,5,78,131725.79,92208.05
242,HP Eius Plus,5,38,25325.22,17727.65
243,HP Distinctio Lite,5,5,121337.61,84936.33
244,HP Nulla,5,40,112091.1,78463.77
245,HP Ea,5,57,9766.02,6836.21
246,HP Dicta Lite,5,65,30877.16,21614.01
247,HP Deleniti,5,1,9169.66,6418.76
248,HP Placeat Lite,5,66,24419.99,17093.99
249,HP Dolores Max,5,29,17342.43,12139.7
250,HP Error Lite,5,26,115188.44,80631.91
251,HP Excepturi Pro,5,,35820.55,25074.38
252,HP Ut Lite,5,80,81240.42,56868.29
253,HP Qui Lite,5,28,70352.08,49246.46
254,HP Debitis Max,5,89,60765.08,42535.56
255,HP Sunt Pro,5,88,69218.37,48452.86
256,HP Delectus X,5,30,40394.51,28276.16
257,HP Accusantium X,5,19,59540.06,41678.04
258,HP Repellendus X,5,53,61110.05,42777.04
259,HP Eius Pro,5,62,145291.11,101703.78
260,HP Laborum Lite,5,26,11866.19,8306.33
261,HP Aut Lite,5,60,35610.64,24927.45
262,HP Inventore Pro,5,13,7036.24,4925.37
263,HP Iure Pro,5,63,100512.16,70358.51
264,HP Soluta Plus,5,60,148292.44,103804.71
265,HP Voluptate,5,21,57614.71,40330.3
266,HP Aperiam Plus,5,86,130997.63,91698.34
267,HP Facilis,5,84,64643.44,45250.41
268,HP Reiciendis Max,5,61,112545.29,78781.7
269,HP Optio X,5,39,8240.24,5768.17
270,HP Iste Plus,5,78,139221.32,97454.92
271,HP Dolorem X,5,10,77169.46,54018.62
272,HP Voluptate,5,31,99444.85,69611.4
273,HP Quidem Lite,5,91,64796.92,45357.84
274,HP Dignissimos Max,5,71,8679.51,6075.66
275,HP Veritatis X,5,21,72403.34,50682.34
276,HP Inventore Pro,5,44,4636.97,3245.88
277,HP Cupiditate Max,5,59,125431.02,87801.71
278,HP Est Max,5,58,139193.91,97435.74
279,HP Laudantium Plus,5,44,77321.88,54125.32
280,HP Dolore Max,5,84,102903.38,72032.37
281,HP Animi X,5,56,92327.76,64629.43
282,HP Dolor Pro,5,44,94433.38,66103.37
283,HP Ipsum,5,62,95992.39,67194.67
284,HP Beatae X,5,69,98437.97,68906.58
285,HP Dolores Pro,5,70,11506.91,8054.84
286,HP Deserunt X,5,41,149578.93,104705.25
287,HP Iure Plus,5,15,91485.64,64039.95
288,HP Suscipit Plus,5,45,138515.9,96961.13
289,Lenovo Impedit Plus,6,30,121630.53,85141.37
290,Lenovo A Lite,6,9,20460.1,14322.07
291,Lenovo Totam Lite,6,48,54329.23,38030.46
292,Lenovo Minus Plus,6,60,87473.91,61231.74
293,Lenovo Enim Lite,6,66,63472.99,44431.09
294,Lenovo Corporis X,6,39,22922.73,16045.91
295,Lenovo Quasi Plus,6,68,65279.38,45695.57
296,Lenovo Dignissimos,6,67,22714.11,15899.88
297,Lenovo Corrupti,6,31,96210.55,67347.38
298,Lenovo Doloribus X,6,73,122697.99,85888.59
299,Lenovo Illo Max,6,62,39197.28,27438.1
300,Lenovo Magni Max,6,11,116304.03,81412.82
301,Lenovo Aspernatur Max,6,47,58177.03,40723.92
302,Lenovo Ab Plus,6,16,106067.63,74247.34
303,Lenovo Eius X,6,76,138994.29,97296.0
304,Lenovo Laudantium Plus,6,74,51656.8,36159.76
305,Lenovo Officiis,6,52,31413.01,21989.11
306,Lenovo Ut,6,65,10487.99,7341.59
307,Lenovo Repudiandae Lite,6,54,134618.95,94233.26
308,Lenovo Laudantium,6,12,32088.7,22462.09
309,Lenovo Voluptas Max,6,77,52982.38,37087.67
310,Lenovo Est Lite,6,66,58483.34,40938.34
311,Lenovo Omnis Max,6,85,121155.62,84808.93
312,Lenovo Suscipit Plus,6,25,45229.39,31660.57
313,Lenovo Praesentium,6,44,131513.58,92059.51
314,Lenovo Reprehenderit Pro,6,87,74557.26,52190.08
315,Lenovo Tempora,6,54,140961.31,98672.92
316,Lenovo Nam Lite,6,38,149249.71,104474.8
317,Lenovo Aperiam,6,85,15448.95,10814.26
318,Lenovo Illum Max,6,24,50063.14,35044.2
319,Lenovo Quae X,6,59,109320.57,76524.4
320,Lenovo Molestiae Plus,6,57,94978.71,66485.1
321,Lenovo Voluptatibus Plus,6,10,125289.07,87702.35
322,Lenovo Aut X,6,84,102527.92,71769.54
323,Lenovo Suscipit Lite,6,13,9110.84,6377.59
324,Lenovo Perferendis,6,55,79269.71,55488.8
325,Lenovo Possimus Pro,6,7,103905.21,72733.65
326,Lenovo Rerum Plus,6,34,77257.44,54080.21
327,Lenovo Quis X,6,33,50041.15,35028.8
328,Lenovo Repellat,6,74,65990.45,46193.31
329,Lenovo Illo Pro,6,89,118998.35,83298.84
330,Lenovo Quo X,6,40,80041.04,56028.73
331,Lenovo Dolores X,6,89,80379.72,56265.8
332,Lenovo Dolorem X,6,91,91587.93,64111.55
333,Lenovo Ullam X,6,86,98913.89,69239.72
334,Lenovo Distinctio Pro,6,14,109956.6,76969.62
335,Lenovo Ducimus,6,32,128271.86,89790.3
336,Lenovo Minima Max,6,88,621.35,434.94
337,Lenovo Laudantium X,6,3,85310.48,59717.34
338,Lenovo Odit Lite,6,29,78052.13,54636.49
339,Lenovo Quam,6,19,128533.23,89973.26
340,Lenovo Enim Max,6,58,21659.28,15161.5
341,Lenovo Quasi Max,6,31,94914.7,66440.29
342,Lenovo Corrupti Lite,6,36,62801.89,43961.32
343,Lenovo Vitae Max,6,41,38621.46,27035.02
344,Lenovo Doloribus X,6,20,108840.65,76188.45
345,Lenovo Expedita,6,29,22422.16,15695.51
346,Lenovo Eligendi Lite,6,43,37276.42,26093.49
347,Lenovo Vero Plus,6,53,46424.1,32496.87
348,Lenovo Sed Max,6,3,91034.83,63724.38
349,Lenovo Consequuntur Lite,6,24,55860.26,39102.18
350,Lenovo Neque Plus,6,34,93620.13,65534.09
351,Lenovo Quia,6,7,131373.4,91961.38
352,Lenovo Numquam Lite,6,10,15074.92,10552.44
353,Lenovo Alias Plus,6,33,43328.06,30329.64
354,Lenovo Natus Pro,6,3,148794.91,104156.44
355,Lenovo Officia Plus,6,27,113176.4,79223.48
356,Lenovo Aliquam,6,,41503.75,29052.62
357,Lenovo Sunt Pro,6,86,85216.31,59651.42
358,Lenovo Mollitia Lite,6,56,45932.06,32152.44
359,Lenovo Nihil,6,64,120465.26,84325.68
360,Lenovo Quod X,6,31,691.29,483.9
361,Lenovo Asperiores X,6,83,128044.84,89631.39
362,Lenovo Sequi Lite,6,79,38905.21,27233.65
363,Lenovo Error Pro,6,52,95812.79,67068.95
364,Lenovo Atque Plus,6,29,70585.29,49409.7
365,Lenovo Consequatur Plus,6,30,28594.8,20016.36
366,Lenovo Illo Pro,6,47,133686.42,93580.49
367,Lenovo Laboriosam Lite,6,,71281.65,49897.15
368,Asus Voluptatum Plus,7,79,74670.94,52269.66
369,Asus Eum X,7,27,138550.67,96985.47
370,Asus Assumenda Plus,7,89,56858.42,39800.89
371,Asus Similique,7,39,69297.46,48508.22
372,Asus Magni,7,51,25404.39,17783.07
373,Asus Cumque,7,9,79253.29,55477.3
374,Asus Odit Pro,7,67,94491.32,66143.92
375,Asus At,7,91,31386.38,21970.47
376,Asus A Pro,7,14,7752.26,5426.58
377,Asus Perspiciatis Pro,7,39,5623.58,3936.51
378,Asus Cumque Lite,7,29,83868.02,58707.61
379,Asus Ea,7,3,63262.37,44283.66
380,Asus Id Plus,7,2,115684.08,80978.86
381,Asus Reprehenderit Pro,7,76,85403.88,59782.72
382,Asus Labore Max,7,20,39416.65,27591.66
383,Asus Impedit,7,17,106225.43,74357.8
384,Asus Omnis Plus,7,31,145387.72,101771.4
385,Asus Totam X,7,21,22388.71,15672.1
386,Asus Assumenda Max,7,,65478.05,45834.64
387,Asus Eligendi Plus,7,26,133383.59,93368.51
388,Asus Dolor Max,7,20,93931.14,65751.8
389,Asus Repellat Plus,7,39,49241.45,34469.01
390,Asus Quas,7,39,104944.57,73461.2
391,Asus Rerum X,7,8,139591.12,97713.78
392,Asus In X,7,39,2861.48,2003.04
393,Asus Fuga,7,64,146584.98,102609.49
394,Asus Excepturi Pro,7,60,48070.77,33649.54
395,Asus Eius Plus,7,21,80114.97,56080.48
396,Asus Eos,7,16,40093.0,28065.1
397,Asus Non Max,7,44,50744.81,35521.37
398,Asus Ipsam,7,70,40867.04,28606.93
399,Asus Sapiente,7,31,61963.25,43374.27
400,Asus Accusamus Lite,7,8,30064.87,21045.41
401,Asus Totam,7,17,138608.72,97026.1
402,Asus Corporis Plus,7,55,59262.57,41483.8
403,Asus Illo Max,7,87,93127.8,65189.46
404,Asus Perferendis,7,91,78836.35,55185.44
405,Asus In Max,7,60,82314.59,57620.21
406,Asus Eligendi Lite,7,33,117741.32,82418.92
407,Asus Nesciunt X,7,29,108628.55,76039.98
408,Asus Totam X,7,70,15774.96,11042.47
409,Asus Corrupti Max,7,10,144769.65,101338.75
410,Asus Quasi Pro,7,46,886.65,620.66
411,Asus Officia Plus,7,84,47949.98,33564.99
412,Asus Itaque X,7,55,54356.33,38049.43
413,Asus Ipsum X,7,10,128512.33,89958.63
414,Asus Sint Plus,7,26,71601.9,50121.33
415,Asus Qui Plus,7,29,134039.37,93827.56
416,Asus Ipsam Pro,7,10,119766.64,83836.65
417,Asus Quod Pro,7,36,104892.68,73424.88
418,Asus Quisquam,7,,12081.62,8457.13
419,Asus Porro X,7,37,127432.03,89202.42
420,Asus Accusamus X,7,72,94641.05,66248.74
421,Asus Rerum Lite,7,51,141518.38,99062.87
422,Asus Voluptate Max,7,55,80948.78,56664.15
423,Acer Eaque Max,8,31,51033.28,35723.3
424,Acer Cum Plus,8,4,1442.9,1010.03
425,Acer Ipsam Lite,8,,57077.75,39954.42
426,Acer Eaque Lite,8,68,97769.8,68438.86
427,Acer Alias Plus,8,36,36060.79,25242.55
428,Acer Voluptate Plus,8,58,38074.66,26652.26
429,Acer Inventore Lite,8,5,148954.75,104268.32
430,Acer Sunt Lite,8,36,137992.94,96595.06
431,Acer Architecto X,8,66,100964.41,70675.09
432,Acer Iusto Lite,8,82,139063.73,97344.61
433,Acer Iste Lite,8,47,31522.53,22065.77
434,Acer Modi X,8,38,88351.62,61846.13
435,Acer Eligendi X,8,39,58837.95,41186.56
436,Acer Eos X,8,,99573.27,69701.29
437,Acer Quo Lite,8,30,28135.29,19694.7
438,Acer Magnam Pro,8,71,127267.88,89087.52
439,Acer Est X,8,11,110777.58,77544.31
440,Acer Ex Plus,8,33,2267.22,1587.05
441,Acer Ipsum X,8,42,45648.99,31954.29
442,Acer Voluptatum Max,8,49,74620.59,52234.41
443,Acer Molestiae Plus,8,3,127899.28,89529.5
444,Acer Delectus,8,18,89723.54,62806.48
445,Acer A Pro,8,77,82028.55,57419.98
446,Acer Quidem,8,46,63861.78,44703.25
447,Acer Quasi Pro,8,16,90281.41,63196.99
448,Acer Saepe Max,8,57,53657.0,37559.9
449,Acer Voluptatem Plus,8,89,10449.9,7314.93
450,Acer In Lite,8,10,112270.0,78589.0
451,Acer Libero,8,17,91975.17,64382.62
452,Acer Aliquam Plus,8,50,80913.78,56639.65
453,Acer Ipsam X,8,6,93057.4,65140.18
454,Acer Et Lite,8,52,85302.36,59711.65
455,Acer Ducimus Lite,8,82,129607.16,90725.01
456,Acer Molestiae Pro,8,28,56139.35,39297.54
457,Acer Recusandae X,8,25,39893.44,27925.41
458,Acer Laboriosam Plus,8,17,57947.07,40562.95
459,Acer Saepe Pro,8,47,103393.6,72375.52
460,Acer Provident,8,67,141942.53,99359.77
461,Acer Deleniti Pro,8,38,60552.3,42386.61
462,Acer Temporibus Max,8,21,50058.41,35040.89
463,Acer Nesciunt X,8,82,95368.78,66758.15
464,Acer Vel Pro,8,83,57522.12,40265.48
465,Acer Explicabo Max,8,35,79957.58,55970.31
466,Acer Saepe,8,17,145809.79,102066.85
467,Acer Amet Pro,8,,146247.02,102372.91
468,Acer Dicta Max,8,79,148111.74,103678.22
469,Acer Vel Max,8,26,70580.13,49406.09
470,Acer Quibusdam Plus,8,44,78055.83,54639.08
471,Acer Placeat Lite,8,58,5152.43,3606.7
472,Acer Minus,8,70,146752.99,102727.09
473,Acer Error Plus,8,62,147186.11,103030.28
474,Acer Veritatis Pro,8,13,52386.43,36670.5
475,Acer Cumque,8,77,2396.75,1677.72
476,Acer Perferendis Max,8,44,125786.24,88050.37
477,Acer Eveniet X,8,,31108.88,21776.22
478,Acer Minus Lite,8,42,107887.79,75521.45
479,Acer Nulla,8,56,6576.03,4603.22
480,Acer Rem,8,32,145672.68,101970.88
481,Acer Facilis,8,34,29230.87,20461.61
482,Acer Dolor,8,16,33710.35,23597.24
483,Acer Doloremque Pro,8,21,62820.14,43974.1
484,Acer Inventore Max,8,41,57659.56,40361.69
485,Acer Soluta,8,,106915.86,74841.1
486,Acer Voluptas X,8,60,5455.06,3818.54
487,Acer Labore,8,19,76534.52,53574.16
488,Acer Laboriosam X,8,4,69878.59,48915.01
489,Acer Ducimus Lite,8,89,18557.82,12990.47
490,Acer Modi,8,89,18272.63,12790.84
491,Acer Deleniti X,8,91,43421.38,30394.97
492,Acer At X,8,18,113333.04,79333.13
493,Acer Eveniet X,8,42,26976.86,18883.8
494,Acer Commodi Plus,8,7,69028.22,48319.75
495,Acer Facere Plus,8,23,98199.21,68739.45
496,Acer Voluptatum,8,46,41015.18,28710.63
497,Acer Suscipit Max,8,72,38860.64,27202.45
498,LG Nobis,9,39,1066.56,746.59
499,LG A Plus,9,47,63867.72,44707.4
500,LG Commodi X,9,19,135891.21,95123.85
501,LG Assumenda X,9,62,12075.71,8453.0
502,LG Dolorem Max,9,14,100254.91,70178.44
503,LG Blanditiis Plus,9,44,88790.32,62153.22
504,LG Atque Max,9,59,52592.02,36814.41
505,LG Harum Lite,9,55,139533.3,97673.31
506,LG Voluptatibus Lite,9,58,57869.52,40508.66
507,LG Quod Pro,9,15,97382.75,68167.92
508,LG Aperiam Pro,9,15,18482.76,12937.93
509,LG Quidem Lite,9,79,42006.09,29404.26
510,LG Dignissimos Plus,9,5,34229.33,23960.53
511,LG Voluptatem Max,9,24,105703.23,73992.26
512,LG Quasi Lite,9,41,65310.4,45717.28
513,LG Dolor Plus,9,51,127006.54,88904.58
514,LG Nostrum X,9,40,66218.53,46352.97
515,LG Aspernatur Plus,9,66,37348.57,26144.0
516,LG Totam,9,50,112129.97,78490.98
517,LG Incidunt Pro,9,38,138028.14,96619.7
518,LG Ad,9,5,64764.85,45335.4
519,LG Voluptatibus Lite,9,19,1484.77,1039.34
520,LG Eligendi X,9,77,57800.86,40460.6
521,LG Veritatis Max,9,14,8365.8,5856.06
522,Canon Distinctio X,10,73,93898.73,65729.11
523,Canon Cumque,10,88,119623.74,83736.62
524,Canon Occaecati,10,20,124664.46,87265.12
525,Canon Harum Lite,10,3,89695.01,62786.51
526,Canon Autem Lite,10,15,54770.43,38339.3
527,Canon Quia Plus,10,59,78828.57,55180.0
528,Canon Pariatur,10,58,140027.6,98019.32
529,Canon Ipsa Lite,10,1,4603.83,3222.68
530,Canon Asperiores Pro,10,32,28371.81,19860.27
531,Canon Consequatur Max,10,4,59496.56,41647.59
532,Canon Reprehenderit Max,10,51,132454.63,92718.24
