return_id,order_id,prod_id,return_date,reason,refund_amount
3011,3011,1060,2024-07-25,Wrong Item,113762.43
3017,3017,109,2025-09-11,Late Delivery,158369.01
3032,3032,597,2025-01-12,Damaged,349410.07
3037,3037,1049,2025-07-05,Quality Issue,44446.15
3059,3059,217,2025-06-05,Late Delivery,196246.56
3061,3061,273,2024-08-25,Late Delivery,641513.93
3109,3109,890,2024-11-16,Quality Issue,90728.12
3148,3148,113,2024-09-29,Quality Issue,134093.26
3150,3150,774,2025-02-06,Wrong Item,390913.95
3166,3166,141,2024-01-28,Quality Issue,353387.02
3173,3173,387,2025-04-12,Late Delivery,186258.27
3178,3178,526,2025-03-14,Quality Issue,367730.45
3179,3179,611,2025-07-03,Wrong Item,63039.86
3206,3206,218,2025-04-28,Damaged,124331.55
3243,3243,706,2025-09-05,Wrong Item,282453.76
3245,3245,1171,2024-10-11,Late Delivery,123502.72
3275,3275,1163,2025-04-24,Late Delivery,843423.43
3286,3286,526,2025-05-11,Damaged,463878.26
3292,3292,739,2024-12-11,Wrong Item,247523.55
3296,3296,1156,2025-05-01,Late Delivery,76044.25
3298,3298,555,2024-12-16,Damaged,1044769.97
3307,3307,5,2024-07-12,Late Delivery,58791.56
3350,3350,459,2024-06-26,Wrong Item,54848.29
3353,3353,29,2025-01-16,Wrong Item,299839.89
3357,3357,72,2025-02-18,Damaged,64952.61
3364,3364,1104,2024-03-11,Damaged,52714.09
3366,3366,1065,2025-08-26,Wrong Item,76182.35
3380,3380,418,2025-06-05,Quality Issue,340969.33
3412,3412,1082,2024-06-13,Quality Issue,134127.64
3443,3443,574,2025-05-07,Late Delivery,74114.12
3451,3451,193,2025-05-18,Damaged,476541.4
3477,3477,737,2025-03-12,Damaged,294808.41
3527,3527,889,2025-09-08,Damaged,44961.51
3567,3567,133,2024-10-11,Wrong Item,95758.85
3607,3607,876,2025-08-10,Quality Issue,153725.93
3609,3609,341,2025-02-04,Damaged,201261.94
3613,3613,687,2024-09-19,Late Delivery,218311.51
3633,3633,31,2025-01-16,Late Delivery,151392.04
3653,3653,1109,2025-09-24,Damaged,221353.97
3691,3691,362,2025-03-28,Damaged,234110.93
3732,3732,1070,2025-06-15,Wrong Item,189153.38
3751,3751,451,2025-10-11,Damaged,136784.66
3760,3760,494,2025-10-03,Damaged,4419.64
3763,3763,597,2025-05-19,Damaged,323640.29
3827,3827,659,2024-07-06,Wrong Item,348222.6
3831,3831,226,2025-06-15,Late Delivery,22005.53
3839,3839,444,2025-07-23,Damaged,595028.34
3848,3848,722,2024-07-05,Damaged,641057.25
3864,3864,1069,2024-10-14,Damaged,248117.93
3940,3940,236,2024-02-28,Late Delivery,18200.82
3947,3947,260,2025-05-01,Wrong Item,294873.74
3953,3953,985,2024-02-23,Damaged,32008.74
3971,3971,508,2024-07-28,Late Delivery,328365.46
4024,4024,175,2025-02-19,Damaged,55452.61
4117,4117,1013,2025-01-11,Wrong Item,84066.6
4163,4163,825,2025-07-30,Quality Issue,326728.87
4189,4189,668,2024-10-20,Damaged,66141.16
4218,4218,1179,2024-02-03,Wrong Item,63772.64
4236,4236,229,2024-10-09,Quality Issue,176601.09
4237,4237,518,2024-04-17,Wrong Item,126777.94
4238,4238,1199,2025-10-14,Damaged,929367.07
4276,4276,1139,2024-10-25,Damaged,169373.42
4320,4320,400,2024-11-12,Wrong Item,130379.62
4323,4323,138,2024-09-09,Quality Issue,394224.03
4326,4326,922,2025-10-05,Wrong Item,46126.33
4337,4337,98,2025-01-27,Damaged,335387.18
4340,4340,311,2025-05-14,Damaged,745460.08
4348,4348,389,2024-07-17,Damaged,19313.47
4361,4361,363,2024-01-31,Late Delivery,266781.8
4367,4367,1140,2024-04-08,Late Delivery,219763.95
4395,4395,595,2025-05-02,Quality Issue,421483.44
4397,4397,336,2025-02-15,Wrong Item,4258.63
4406,4406,1048,2024-05-13,Wrong Item,212719.86
4455,4455,1072,2025-09-18,Quality Issue,124798.34
4471,4471,762,2024-04-29,Damaged,283438.04
4518,4518,1074,2025-02-07,Wrong Item,51701.14
4559,4559,741,2024-02-07,Late Delivery,114154.32
4571,4571,1007,2024-11-11,Wrong Item,133223.94
4610,4610,197,2024-12-05,Wrong Item,99207.65
4703,4703,550,2024-09-11,Wrong Item,111756.22
4723,4723,24,2024-08-03,Wrong Item,13598.01
4752,4752,1117,2025-04-19,Damaged,3663.23
4772,4772,935,2024-03-17,Damaged,169317.32
4819,4819,812,2025-03-02,Late Delivery,59520.12
4862,4862,778,2024-08-14,Quality Issue,32436.32
4867,4867,486,2024-09-27,Wrong Item,264377.07
4910,4910,735,2024-11-02,Late Delivery,90231.44
4912,4912,739,2025-03-23,Late Delivery,57367.36
5010,5010,963,2024-06-09,Damaged,87771.86
5080,5080,385,2024-07-19,Damaged,63029.23
5090,5090,1210,2025-05-13,Quality Issue,358526.99
5130,5130,775,2024-11-06,Late Delivery,119026.96
5152,5152,1029,2024-12-18,Damaged,122250.56
5283,5283,967,2025-02-06,Quality Issue,84423.71
5313,5313,563,2025-08-15,Damaged,195898.27
5332,5332,300,2024-08-12,Late Delivery,578938.98
5356,5356,51,2024-10-29,Damaged,265224.97
5367,5367,1161,2025-08-19,Quality Issue,312461.39
5431,5431,108,2025-03-25,Damaged,126132.65
5559,5559,32,2025-03-05,Damaged,104700.46
5561,5561,1003,2024-02-07,Wrong Item,448534.82
5627,5627,1185,2025-07-20,Quality Issue,356469.41
5637,5637,773,2025-01-20,Quality Issue,104553.95
5677,5677,732,2024-05-11,Damaged,426974.67
5702,5702,1206,2025-05-16,Quality Issue,55206.8
5747,5747,491,2025-04-09,Quality Issue,82232.81
5748,5748,487,2024-04-24,Late Delivery,170078.8
5761,5761,881,2025-09-12,Wrong Item,440520.35
5786,5786,502,2025-04-16,Damaged,385456.49
5845,5845,862,2025-02-21,Late Delivery,116386.93
5861,5861,1066,2024-01-27,Wrong Item,279140.59
5881,5881,241,2025-10-14,Wrong Item,110467.13
5888,5888,522,2024-08-29,Late Delivery,21238.05
5893,5893,850,2025-01-06,Late Delivery,505661.95
5952,5952,353,2025-04-07,Wrong Item,118428.27
5964,5964,329,2024-07-14,Quality Issue,157927.99
5982,5982,1130,2025-08-23,Quality Issue,124862.56
5985,5985,852,2025-08-18,Wrong Item,89560.74
6019,6019,691,2025-03-07,Late Delivery,173844.98
6061,6061,782,2024-07-14,Quality Issue,278866.38
6081,6081,1153,2024-02-14,Late Delivery,232730.44
6090,6090,470,2025-05-30,Late Delivery,273508.84
6104,6104,678,2025-05-19,Quality Issue,3447.39
6151,6151,881,2024-03-09,Wrong Item,200215.06
6156,6156,1193,2025-07-01,Damaged,142164.28
6195,6195,989,2024-07-29,Late Delivery,20595.36
6238,6238,1041,2025-04-27,Damaged,157791.51
6290,6290,368,2024-02-03,Damaged,75915.33
6383,6383,1076,2025-10-02,Quality Issue,135057.47
6430,6430,926,2024-10-09,Quality Issue,448094.35
6441,6441,475,2024-01-17,Quality Issue,200810.93
6477,6477,460,2024-11-19,Damaged,32678.65
6491,6491,486,2024-08-23,Late Delivery,180873.93
6525,6525,427,2024-05-09,Damaged,286175.27
6528,6528,15,2024-10-19,Quality Issue,56577.93
6530,6530,841,2024-08-30,Late Delivery,121840.17
6599,6599,718,2025-01-10,Damaged,50275.94
6637,6637,737,2025-09-11,Late Delivery,133829.81
6647,6647,789,2024-04-12,Late Delivery,170219.53
6663,6663,547,2024-08-02,Wrong Item,91172.48
6710,6710,291,2024-03-27,Late Delivery,17213.91
6736,6736,333,2025-10-10,Damaged,253226.02
6773,6773,292,2025-07-24,Wrong Item,282717.22
6819,6819,961,2024-01-15,Damaged,280501.88
6869,6869,15,2024-02-01,Late Delivery,360027.81
6889,6889,755,2025-02-16,Late Delivery,315583.17
6890,6890,498,2024-03-10,Late Delivery,345270.72
6891,6891,137,2024-05-29,Damaged,298727.39
6908,6908,1119,2024-05-30,Late Delivery,237281.37
6917,6917,741,2024-03-26,Quality Issue,257601.08
6938,6938,538,2024-05-23,Late Delivery,67249.16
6969,6969,1048,2024-11-03,Wrong Item,117571.44
6987,6987,855,2025-01-15,Late Delivery,78832.36
6995,6995,474,2025-06-02,Quality Issue,209589.69
7046,7046,566,2024-06-01,Quality Issue,212085.81
7063,7063,341,2024-07-20,Late Delivery,339259.27
7079,7079,706,2025-06-29,Wrong Item,7828.34
7109,7109,701,2024-04-28,Damaged,30445.04
7113,7113,1157,2025-05-13,Quality Issue,142685.49
7125,7125,1141,2025-10-15,Damaged,24064.97
7144,7144,365,2024-08-02,Quality Issue,558152.0
7156,7156,576,2025-08-19,Quality Issue,21222.5
7232,7232,870,2025-08-16,Damaged,44498.4
7236,7236,763,2025-08-21,Damaged,117759.73
7306,7306,658,2025-07-01,Wrong Item,352389.77
7307,7307,1212,2025-07-31,Damaged,149021.28
7382,7382,793,2025-08-31,Wrong Item,63706.46
7404,7404,339,2024-01-20,Wrong Item,225082.81
7434,7434,349,2024-02-06,Quality Issue,86926.55
7442,7442,478,2024-09-26,Late Delivery,125182.29
7449,7449,785,2024-01-14,Wrong Item,303089.96
7493,7493,487,2024-01-27,Damaged,48200.13
7500,7500,477,2025-08-28,Late Delivery,47321.68
7506,7506,747,2024-03-31,Damaged,133690.04
7510,7510,515,2024-06-15,Damaged,42361.57
7514,7514,293,2025-05-15,Wrong Item,12985.84
7518,7518,660,2024-12-05,Wrong Item,305.19
7526,7526,667,2025-01-25,Wrong Item,171138.3
7555,7555,476,2025-04-05,Wrong Item,99942.67
7578,7578,27,2025-08-05,Wrong Item,523104.15
7618,7618,1052,2024-05-02,Wrong Item,447551.75
7635,7635,1118,2025-01-31,Damaged,177045.14
7653,7653,423,2024-07-06,Late Delivery,182772.76
7654,7654,42,2024-03-23,Damaged,311156.23
7661,7661,1055,2025-04-23,Wrong Item,196751.39
7722,7722,485,2025-05-20,Quality Issue,147777.44
7732,7732,667,2025-06-30,Damaged,469474.1
7742,7742,874,2024-03-31,Damaged,232460.07
7751,7751,465,2024-02-13,Damaged,233986.87
7754,7754,179,2025-04-29,Wrong Item,33687.4
7924,7924,276,2024-05-28,Late Delivery,587938.58
7966,7966,324,2024-08-07,Quality Issue,197477.87
8003,8003,675,2024-12-08,Damaged,98835.52
8008,8008,358,2025-07-29,Wrong Item,183025.04
8069,8069,425,2024-02-02,Quality Issue,381144.89
8114,8114,410,2024-11-30,Wrong Item,349733.14
8125,8125,237,2024-06-23,Late Delivery,12645.35
8158,8158,115,2025-01-29,Late Delivery,169486.86
8207,8207,1145,2025-05-22,Late Delivery,330425.91
8253,8253,458,2025-01-04,Quality Issue,91260.52
8261,8261,651,2025-01-01,Quality Issue,31031.84
8284,8284,175,2024-03-18,Quality Issue,306067.58
8304,8304,810,2025-09-22,Quality Issue,65873.69
8318,8318,232,2024-05-03,Wrong Item,8228.3
8363,8363,678,2024-10-09,Late Delivery,190764.34
8399,8399,100,2024-08-25,Quality Issue,193360.57
8434,8434,429,2025-01-26,Wrong Item,62398.75
8487,8487,1168,2025-05-10,Quality Issue,99221.28
8615,8615,454,2025-05-02,Wrong Item,191073.79
8638,8638,429,2024-08-31,Late Delivery,179185.01
8654,8654,418,2025-03-10,Late Delivery,68135.11
8680,8680,920,2025-05-19,Quality Issue,172188.68
8737,8737,535,2024-10-21,Wrong Item,242589.17
8753,8753,880,2025-05-13,Wrong Item,55609.32
8816,8816,996,2025-04-25,Wrong Item,594558.55
8840,8840,1136,2025-06-24,Damaged,47678.49
8848,8848,1129,2024-02-23,Late Delivery,121479.13
8895,8895,392,2024-06-04,Damaged,146735.09
8907,8907,456,2025-07-12,Damaged,464316.5
8912,8912,1109,2025-01-14,Quality Issue,86512.85
8917,8917,664,2024-08-14,Late Delivery,140311.35
8940,8940,429,2024-06-26,Damaged,156343.02
8941,8941,70,2025-01-02,Wrong Item,160386.72
8944,8944,1043,2025-09-08,Wrong Item,438371.47
8970,8970,1104,2024-07-16,Late Delivery,7632.81
8973,8973,679,2024-05-01,Damaged,208107.02
8988,8988,513,2024-08-25,Late Delivery,75889.01
9045,9045,1043,2025-07-08,Quality Issue,334795.25
9048,9048,394,2024-12-17,Quality Issue,400050.78
9078,9078,670,2024-02-22,Wrong Item,404066.79
9083,9083,257,2024-09-07,Late Delivery,183335.85
9092,9092,560,2025-04-26,Damaged,19976.73
9149,9149,1041,2025-03-14,Late Delivery,654337.84
9180,9180,699,2025-05-31,Late Delivery,146264.13
9190,9190,191,2025-09-14,Late Delivery,201785.95
9194,9194,1107,2025-02-12,Wrong Item,240963.01
9198,9198,694,2024-09-03,Wrong Item,105059.08
9214,9214,1093,2024-04-18,Wrong Item,32569.14
9221,9221,564,2025-09-18,Late Delivery,78423.61
9248,9248,1169,2024-02-17,Wrong Item,222943.42
9255,9255,1014,2025-04-20,Quality Issue,133115.92
9263,9263,172,2025-01-17,Wrong Item,186437.07
9284,9284,34,2024-01-23,Damaged,175204.71
9298,9298,418,2024-05-27,Quality Issue,80864.18
9318,9318,1035,2025-03-05,Damaged,85234.06
9330,9330,326,2025-06-19,Late Delivery,373433.33
9354,9354,901,2024-08-04,Wrong Item,25594.85
9360,9360,558,2025-10-05,Quality Issue,431065.2
9363,9363,958,2024-03-08,Wrong Item,308835.72
9374,9374,26,2024-10-19,Late Delivery,85303.32
9393,9393,235,2024-05-22,Late Delivery,238994.0
9410,9410,999,2025-06-24,Quality Issue,432931.77
9444,9444,557,2024-03-28,Late Delivery,121795.64
9529,9529,1041,2025-01-03,Wrong Item,378983.19
9536,9536,23,2024-04-16,Wrong Item,185592.34
9540,9540,552,2025-09-26,Wrong Item,146921.64
9570,9570,1194,2024-01-06,Wrong Item,53196.58
9588,9588,50,2024-07-22,Damaged,114297.68
9644,9644,1015,2025-09-07,Wrong Item,156245.74
9677,9677,99,2024-06-29,Late Delivery,202928.97
9685,9685,481,2024-05-23,Quality Issue,103817.75
9721,9721,895,2025-02-12,Damaged,36700.01
9763,9763,1178,2024-08-09,Quality Issue,274264.12
9773,9773,1069,2025-09-12,Quality Issue,507901.83
9779,9779,185,2025-02-19,Quality Issue,198914.84
9807,9807,481,2024-10-18,Late Delivery,336085.13
9816,9816,678,2024-06-01,Quality Issue,100030.88
9823,9823,582,2024-01-28,Quality Issue,216177.96
9858,9858,176,2025-03-01,Wrong Item,24130.75
9936,9936,1026,2024-07-20,Quality Issue,524342.77
10025,10025,66,2024-12-03,Wrong Item,380568.06
10027,10027,1024,2024-03-01,Quality Issue,254337.27
10079,10079,174,2024-10-24,Quality Issue,198392.76
10110,10110,491,2025-06-21,Wrong Item,63251.58
10172,10172,888,2025-05-29,Wrong Item,742454.58
10177,10177,1200,2025-06-15,Late Delivery,43473.37
10183,10183,50,2025-02-20,Late Delivery,496937.04
10250,10250,945,2024-07-25,Wrong Item,101398.27
10251,10251,789,2025-01-09,Damaged,462534.34
10253,10253,1175,2024-08-29,Late Delivery,724174.92
10266,10266,577,2024-05-20,Quality Issue,40471.73
10278,10278,1000,2025-02-11,Damaged,403070.98
10280,10280,576,2025-03-06,Wrong Item,202760.12
10289,10289,315,2025-10-14,Late Delivery,197734.75
10305,10305,810,2024-08-06,Damaged,402713.68
10321,10321,357,2025-01-19,Late Delivery,80573.44
10376,10376,283,2024-09-30,Damaged,153549.31
10377,10377,421,2024-04-11,Wrong Item,163978.55
10404,10404,171,2024-08-30,Quality Issue,90475.89
10422,10422,39,2024-11-04,Quality Issue,208827.43
10580,10580,955,2025-10-18,Late Delivery,171287.57
10607,10607,66,2024-03-07,Wrong Item,337658.1
10636,10636,614,2025-08-16,Late Delivery,111517.98
10642,10642,306,2024-07-15,Late Delivery,134325.29
10660,10660,1121,2024-09-09,Late Delivery,111449.43
10675,10675,154,2025-06-13,Wrong Item,242896.67
10679,10679,813,2025-09-06,Wrong Item,172050.73
10681,10681,260,2025-06-05,Quality Issue,115786.11
10733,10733,707,2025-07-31,Damaged,282779.66
10741,10741,1097,2025-04-08,Wrong Item,429141.33
10754,10754,396,2025-06-22,Wrong Item,152372.78
10774,10774,947,2024-08-09,Damaged,137056.63
10796,10796,1018,2025-07-28,Wrong Item,123745.67
10799,10799,721,2024-07-18,Late Delivery,42469.04
10824,10824,485,2025-06-12,Damaged,229679.91
10853,10853,860,2025-03-06,Late Delivery,227623.71
10856,10856,351,2024-08-22,Wrong Item,125394.36
10865,10865,677,2025-01-24,Late Delivery,260601.41
10899,10899,1091,2025-02-09,Quality Issue,169589.97
10923,10923,936,2025-08-09,Quality Issue,273515.92
10960,10960,624,2025-06-21,Quality Issue,260045.16
11012,11012,640,2025-08-15,Quality Issue,257622.68
11015,11015,353,2025-05-15,Damaged,81927.41
11028,11028,940,2025-04-24,Wrong Item,231913.02
11053,11053,424,2024-06-24,Quality Issue,424964.74
11075,11075,200,2025-09-13,Late Delivery,11738.97
11087,11087,1029,2024-02-21,Quality Issue,88468.16
11089,11089,189,2025-02-23,Wrong Item,637915.46
11094,11094,960,2025-05-09,Quality Issue,128908.27
11096,11096,646,2024-11-03,Late Delivery,261759.13
11119,11119,500,2024-12-06,Wrong Item,151158.92
11123,11123,35,2025-06-11,Quality Issue,200014.54
11150,11150,381,2025-06-04,Quality Issue,169452.95
11161,11161,1027,2024-06-09,Damaged,558979.45
11173,11173,47,2024-07-28,Damaged,18010.57
11181,11181,459,2024-10-14,Quality Issue,167329.63
11190,11190,1051,2024-09-08,Quality Issue,64027.85
11215,11215,134,2024-06-15,Quality Issue,71480.91
11265,11265,230,2024-05-30,Wrong Item,88980.03
11335,11335,70,2024-03-08,Wrong Item,370382.44
11341,11341,652,2025-09-17,Wrong Item,75796.78
11345,11345,187,2024-07-16,Late Delivery,124599.66
11375,11375,736,2025-09-17,Damaged,348694.97
11433,11433,197,2025-08-08,Quality Issue,9394.04
11447,11447,484,2025-06-23,Wrong Item,130806.01
11541,11541,42,2024-12-09,Damaged,532027.52
11627,11627,707,2024-07-18,Wrong Item,236411.36
11650,11650,833,2024-04-12,Wrong Item,32766.35
11658,11658,740,2024-01-12,Late Delivery,94253.14
11669,11669,543,2025-04-10,Damaged,83420.13
11727,11727,1069,2025-06-05,Quality Issue,349269.42
11787,11787,710,2024-05-10,Wrong Item,235274.79
11834,11834,1053,2024-02-05,Damaged,84002.9
11838,11838,1214,2024-05-07,Damaged,343626.55
11892,11892,538,2025-07-27,Quality Issue,287406.82
11933,11933,128,2024-09-09,Wrong Item,242571.56
11939,11939,211,2024-08-03,Damaged,297241.9
11963,11963,751,2024-12-28,Damaged,126641.18
11979,11979,440,2024-03-11,Wrong Item,111344.8
12017,12017,441,2024-09-02,Quality Issue,738026.85
12032,12032,389,2025-06-06,Quality Issue,295573.82
12063,12063,562,2024-09-29,Late Delivery,217016.78
12082,12082,1006,2025-09-17,Late Delivery,185567.51
12083,12083,1012,2024-08-03,Quality Issue,112676.33
12093,12093,787,2025-07-19,Wrong Item,760976.57
12118,12118,578,2024-09-21,Late Delivery,321286.79
12120,12120,246,2025-07-22,Late Delivery,2638.56
12134,12134,812,2025-04-17,Damaged,280306.7
12156,12156,243,2025-02-08,Wrong Item,58278.95
12207,12207,271,2024-03-15,Late Delivery,393854.42
12232,12232,643,2025-10-07,Wrong Item,89187.98
12233,12233,506,2024-10-25,Quality Issue,156037.67
12255,12255,816,2025-07-06,Damaged,184130.86
12265,12265,693,2024-03-29,Late Delivery,569901.52
12320,12320,484,2025-01-03,Quality Issue,208671.19
12336,12336,265,2024-11-19,Wrong Item,1908.98
12337,12337,517,2024-08-20,Late Delivery,181948.03
12344,12344,449,2024-08-16,Quality Issue,297840.25
12423,12423,1154,2024-09-16,Quality Issue,54347.53
12430,12430,1040,2024-09-19,Wrong Item,218854.0
12434,12434,846,2025-01-25,Quality Issue,283154.43
12453,12453,685,2024-06-09,Quality Issue,182691.55
12462,12462,225,2024-11-25,Quality Issue,41376.31
12475,12475,477,2024-04-19,Late Delivery,131949.92
12483,12483,483,2024-05-31,Late Delivery,9059.94
12521,12521,983,2025-06-23,Quality Issue,318812.59
12527,12527,67,2025-06-11,Wrong Item,314863.5
12573,12573,1021,2025-06-21,Damaged,61801.06
12606,12606,736,2025-08-19,Quality Issue,160027.44
12610,12610,618,2024-08-04,Damaged,399805.01
12646,12646,1072,2024-11-22,Quality Issue,12009.55
12648,12648,694,2024-12-10,Wrong Item,289291.63
12659,12659,627,2024-09-29,Late Delivery,135587.79
12663,12663,395,2025-07-02,Damaged,377652.09
12682,12682,1085,2025-04-14,Late Delivery,349816.36
12685,12685,915,2025-03-30,Damaged,97120.87
12721,12721,274,2025-04-05,Quality Issue,53275.83
12742,12742,340,2024-10-23,Late Delivery,364848.94
12747,12747,930,2024-10-28,Late Delivery,208438.12
12769,12769,407,2024-04-15,Wrong Item,100217.58
12801,12801,398,2025-03-26,Wrong Item,284945.31
12804,12804,205,2025-05-28,Wrong Item,90136.88
12806,12806,322,2024-10-10,Wrong Item,483236.1
12849,12849,743,2024-11-10,Wrong Item,206021.18
12855,12855,802,2024-06-18,Late Delivery,248837.13
12893,12893,395,2025-01-29,Wrong Item,290594.49
12909,12909,142,2024-06-26,Late Delivery,390523.73
12919,12919,468,2025-09-23,Quality Issue,45453.27
12924,12924,723,2024-10-30,Wrong Item,245236.45
12944,12944,684,2024-12-03,Quality Issue,532877.8
12955,12955,738,2024-04-07,Quality Issue,238659.76
12963,12963,674,2024-02-11,Late Delivery,129117.15
12973,12973,185,2024-02-05,Damaged,150919.62
13032,13032,1106,2024-04-13,Quality Issue,203557.67
13034,13034,217,2025-07-06,Late Delivery,67933.03
13052,13052,417,2025-04-22,Wrong Item,129553.23
13071,13071,1019,2024-05-03,Wrong Item,149321.54
13092,13092,1114,2024-03-21,Wrong Item,28405.4
13152,13152,688,2025-08-10,Damaged,256552.88
13161,13161,525,2024-01-21,Damaged,208061.95
13176,13176,1027,2025-01-20,Damaged,189910.47
13209,13209,955,2024-07-15,Wrong Item,510598.19
13218,13218,977,2025-07-03,Late Delivery,345581.16
13223,13223,540,2024-02-03,Quality Issue,450252.26
13251,13251,453,2025-10-09,Late Delivery,101439.21
13276,13276,686,2024-03-12,Damaged,12878.37
13319,13319,73,2025-10-09,Damaged,45439.44
13346,13346,112,2025-09-26,Damaged,215490.85
13366,13366,198,2024-10-07,Late Delivery,242215.8
13379,13379,630,2025-03-16,Wrong Item,22960.25
13381,13381,823,2024-12-21,Quality Issue,660755.74
13468,13468,335,2024-09-07,Quality Issue,232047.8
13494,13494,1073,2025-03-11,Damaged,75326.29
