email_id,cust_id,campaign_id,sent_date,opened,clicked
209,45396,52,2024-02-03,False,True
210,14995,235,2024-07-16,False,True
211,23399,109,2024-10-06,True,False
212,13146,61,2025-09-21,True,False
213,36312,166,2025-02-07,True,False
214,24938,213,2025-04-21,True,True
215,43269,85,2024-02-18,True,False
216,47539,113,2025-07-15,False,True
217,40498,233,2025-01-24,True,True
218,16426,210,2024-06-14,False,True
219,44461,238,2024-09-21,False,False
220,2586,116,2024-02-10,True,False
221,38534,34,2025-04-18,False,False
222,20269,227,2024-06-20,True,True
223,27148,4,2024-01-16,False,True
224,13488,133,2024-02-16,False,True
225,36030,93,2025-02-13,True,True
226,4888,138,2024-11-18,True,False
227,28642,153,2025-08-21,False,True
228,49594,57,2024-12-14,True,False
229,23632,245,2025-06-13,True,True
230,11292,12,2024-03-03,False,True
231,4675,141,2024-05-31,True,False
232,47030,80,2025-04-03,True,False
233,29888,105,2024-06-24,False,True
234,40436,151,2025-06-13,False,False
235,25815,241,2024-10-25,True,True
236,11020,213,2024-07-07,False,False
237,6779,63,2024-05-21,False,True
238,21954,135,2025-07-02,False,True
239,45049,168,2024-01-23,False,True
240,6601,243,2024-12-28,False,False
241,3047,18,2025-06-29,False,False
242,44732,70,2024-01-08,True,True
243,19053,231,2025-04-26,True,False
244,31708,137,2024-11-18,False,True
245,4881,144,2025-06-21,False,False
246,4705,247,2025-07-27,False,False
247,47464,33,2025-09-08,True,False
248,26434,66,2024-09-15,True,False
249,15803,123,2024-04-26,False,True
250,22040,148,2025-07-30,False,True
251,43035,204,2025-09-26,True,True
252,31534,182,2025-05-18,False,False
253,48908,227,2025-06-20,True,True
254,21118,112,2025-08-30,False,True
255,21140,145,2024-10-02,True,True
256,6969,15,2024-01-16,False,False
257,17933,147,2025-08-12,False,True
258,2891,173,2024-01-19,False,False
259,9753,148,2024-01-08,True,True
260,27821,8,2024-11-23,False,True
261,47231,1,2024-04-11,True,True
262,25154,44,2025-06-21,True,True
263,40678,126,2024-11-13,False,True
264,31885,57,2024-11-17,False,True
265,6423,85,2025-08-23,False,True
266,12204,101,2025-07-19,False,False
267,11236,67,2025-08-13,True,True
268,4277,7,2025-09-03,False,True
269,9794,143,2025-03-30,False,True
270,2195,63,2024-12-30,True,False
271,42316,26,2024-07-11,False,True
272,21950,107,2025-02-27,False,True
273,1053,209,2025-08-20,True,True
274,12278,244,2025-03-22,True,True
275,32549,23,2025-08-15,False,True
276,42576,27,2024-02-28,True,False
277,45285,88,2025-04-12,False,True
278,32128,7,2025-09-03,False,False
279,2219,30,2024-11-12,False,True
280,40035,33,2025-02-11,False,True
281,35438,18,2024-01-21,False,True
282,9710,223,2024-06-29,False,True
283,34427,226,2024-10-02,True,True
284,23150,64,2025-06-07,True,False
285,4608,136,2025-09-18,True,False
286,2540,108,2024-11-10,False,False
287,18514,27,2025-08-21,False,True
288,24148,182,2025-03-13,True,False
289,21332,125,2024-08-14,True,False
290,26976,224,2025-06-12,False,True
291,20735,197,2024-03-04,False,False
292,4750,124,2024-11-24,False,True
293,38645,21,2025-04-15,True,True
294,29237,188,2024-07-29,True,False
295,8708,92,2024-07-20,True,False
296,6765,112,2024-10-10,False,False
297,12056,190,2025-08-16,False,False
298,17324,28,2025-08-10,True,True
299,28573,50,2025-09-29,False,True
300,22180,47,2024-09-30,True,False
301,26502,34,2024-04-19,False,False
302,39487,180,2024-05-31,False,False
303,34068,206,2024-03-31,True,False
304,45002,137,2025-09-20,True,False
305,28287,143,2024-07-22,True,False
306,20169,96,2025-01-14,False,True
307,9528,143,2025-06-28,True,False
308,1868,86,2025-02-15,True,False
309,39700,123,2024-02-22,False,True
310,40842,162,2024-02-01,True,True
311,46447,4,2024-06-09,False,True
312,41638,209,2025-02-07,True,False
313,10748,222,2024-06-18,False,False
314,44917,126,2025-03-26,False,True
315,26298,195,2024-08-20,True,False
316,30005,155,2024-03-28,True,False
317,10126,43,2024-09-24,True,False
318,3779,60,2024-03-22,True,True
319,16542,219,2025-07-25,True,True
320,26536,63,2024-10-14,False,True
321,4858,51,2024-07-06,False,True
322,18006,26,2025-02-20,True,False
323,24807,164,2024-01-01,False,False
324,396,65,2025-09-06,True,True
325,35919,182,2025-05-17,False,False
326,23657,98,2024-11-18,True,False
327,3718,44,2024-02-21,False,True
328,49193,158,2025-05-23,True,False
329,18887,80,2024-12-24,True,True
330,25946,130,2024-06-15,False,False
331,252,126,2025-02-11,True,True
332,21713,3,2024-06-14,False,False
333,5806,135,2025-09-19,True,True
334,9069,41,2024-11-22,False,True
335,13803,81,2025-07-06,True,False
336,33679,7,2025-05-21,True,False
337,13280,85,2025-02-25,False,True
338,8387,196,2024-01-31,False,False
339,29891,197,2024-02-12,True,False
340,9794,64,2025-06-10,False,False
341,9907,128,2025-08-21,True,False
342,23265,243,2025-08-01,False,False
343,23980,44,2025-03-29,False,True
344,10766,40,2024-04-09,True,False
345,12886,135,2025-05-04,False,True
346,18483,30,2025-06-27,False,True
347,35227,205,2024-03-15,False,False
348,36041,146,2024-02-28,True,True
349,27820,46,2024-02-10,False,False
350,1735,239,2024-10-31,True,False
351,21182,34,2024-10-21,True,True
352,4164,2,2024-01-24,False,False
353,2028,159,2025-09-29,True,True
354,48082,181,2024-03-22,True,True
355,28504,38,2025-04-04,False,False
356,3477,181,2024-07-14,True,True
357,11766,11,2025-09-03,True,False
358,25675,237,2025-02-19,True,True
359,15939,207,2025-04-30,True,True
360,4222,218,2025-04-15,False,True
361,40530,76,2024-02-06,True,False
362,40960,238,2024-02-21,True,False
363,48354,223,2024-08-19,False,True
364,14998,135,2024-04-18,True,True
365,26131,138,2024-09-08,True,True
366,26991,235,2024-06-10,False,False
367,49018,80,2025-08-20,False,False
368,26457,94,2024-09-14,False,False
369,1496,35,2024-06-12,False,False
370,45142,89,2024-10-17,True,True
371,7423,220,2025-07-24,True,False
372,31246,140,2024-08-17,False,True
373,7612,141,2024-08-14,False,False
374,2302,222,2024-02-18,False,False
375,36288,50,2024-09-04,True,False
376,48647,234,2025-01-02,True,True
377,41816,83,2025-02-15,True,False
378,43470,129,2025-08-01,True,True
379,22117,243,2024-04-01,True,False
380,41297,3,2024-01-02,False,False
381,26204,46,2025-05-04,False,False
382,38873,165,2024-05-02,False,True
383,42059,81,2025-07-07,True,True
384,696,79,2025-06-17,True,True
385,44147,87,2025-03-18,True,False
386,47112,236,2024-06-25,True,False
387,43455,151,2025-01-31,True,False
388,1354,136,2024-12-25,False,False
389,32156,42,2024-01-14,False,True
390,25587,83,2024-05-28,True,False
391,10996,195,2025-09-17,True,False
392,19280,21,2025-03-11,False,True
393,38044,190,2024-01-13,True,False
394,1858,62,2025-09-02,True,True
395,29247,29,2024-11-06,False,False
396,4944,240,2025-08-24,True,False
397,32777,10,2024-03-08,False,True
398,19655,82,2024-02-12,True,False
399,21104,11,2025-04-11,False,True
400,27692,72,2024-05-12,True,True
401,7247,39,2025-05-10,True,False
402,12289,238,2025-09-29,False,True
403,27252,102,2025-01-25,True,True
404,48135,75,2024-02-23,False,True
405,19578,90,2025-07-10,False,True
406,38782,219,2025-04-02,False,False
407,44364,2,2025-07-20,False,True
408,28007,40,2025-03-30,True,False
409,30799,35,2025-05-16,True,True
410,16850,96,2024-09-05,False,True
411,15429,195,2025-06-08,False,False
412,40414,161,2024-11-04,True,True
413,4380,125,2024-05-02,False,True
414,26375,1,2024-11-05,False,False
415,43253,75,2025-06-29,True,False
416,34572,250,2024-11-12,True,False
417,33223,46,2024-09-24,True,False
418,8758,134,2024-06-26,False,False
419,29117,186,2024-02-14,True,False
420,41676,214,2025-06-15,True,True
421,44108,60,2025-04-09,True,False
422,35513,177,2025-01-20,False,True
423,23917,156,2024-03-31,True,False
424,10132,110,2025-01-20,False,True
425,41146,154,2024-01-11,True,True
426,21307,128,2024-08-09,False,True
427,16135,171,2025-05-07,True,False
428,34818,70,2024-02-27,False,False
429,39748,167,2024-05-14,True,True
430,43356,32,2025-01-10,False,True
431,26969,129,2024-09-27,True,True
432,8509,39,2024-10-27,True,True
433,41499,129,2024-11-29,False,True
434,23506,203,2025-04-07,False,True
435,22877,63,2025-06-20,False,True
436,48235,98,2024-08-27,True,True
437,32587,155,2025-06-07,True,False
438,8566,177,2025-05-03,False,False
439,25609,65,2025-07-28,True,True
440,38550,92,2025-06-27,False,True
441,38915,8,2025-02-12,True,True
442,6980,152,2024-02-06,True,True
443,32749,76,2024-11-29,False,True
444,27560,168,2024-07-13,True,True
445,48343,20,2024-05-24,True,False
446,40543,197,2024-04-09,False,False
447,42095,134,2024-05-30,False,True
448,11861,159,2024-08-18,True,False
449,26196,147,2024-04-05,False,True
450,46647,92,2025-04-14,False,False
451,13861,176,2025-04-28,False,True
452,240,159,2024-10-05,True,True
453,17070,156,2025-02-04,True,False
454,2741,82,2024-10-06,True,True
455,42260,166,2024-05-17,True,False
456,1548,147,2024-07-28,True,True
457,1149,27,2024-07-19,False,True
458,12929,167,2025-05-07,False,False
459,47838,16,2024-06-14,True,True
460,2051,104,2025-03-25,False,False
461,49704,26,2024-08-16,True,False
462,45037,54,2025-08-31,True,False
463,6143,78,2024-04-14,True,False
464,26493,246,2024-02-26,False,True
465,1998,2,2025-08-11,False,False
466,39113,36,2024-09-10,False,True
467,45555,40,2024-11-30,False,False
468,4610,199,2024-10-02,True,False
469,3556,190,2024-07-06,True,False
470,30292,125,2024-01-13,False,False
471,43222,87,2025-05-26,True,False
472,10820,201,2024-08-13,False,True
473,13024,168,2024-02-23,False,False
474,6805,160,2024-09-21,True,True
475,11218,100,2025-05-02,True,False
476,39308,119,2025-04-17,False,False
477,17794,36,2024-01-07,False,False
478,49277,92,2025-05-04,True,True
479,6001,51,2024-11-28,True,True
480,13226,7,2025-01-13,True,True
481,4065,104,2024-06-14,True,True
482,35816,10,2024-06-04,False,False
483,29129,162,2024-02-09,True,True
484,7405,133,2024-10-29,False,False
485,24821,88,2025-09-28,False,True
486,22033,102,2025-09-20,False,True
487,40049,234,2024-08-03,False,True
488,37616,118,2024-08-19,True,True
489,23935,246,2024-03-15,True,False
490,20228,31,2024-05-12,False,True
491,31191,216,2025-07-15,False,True
492,42508,60,2024-12-04,False,False
493,242,229,2025-08-17,True,False
494,43426,246,2024-08-27,False,True
495,49848,137,2024-08-16,True,False
496,20181,93,2024-05-08,True,True
497,7371,35,2024-05-10,True,True
498,36028,17,2024-03-24,True,True
499,41385,29,2024-08-20,False,False
500,42162,186,2024-09-04,True,False
501,8423,188,2025-02-21,True,True
502,17675,156,2024-11-05,True,False
503,33184,146,2025-09-15,False,True
504,5225,141,2024-10-23,True,True
505,20122,184,2024-02-23,False,False
506,1480,249,2025-08-19,True,True
507,1034,247,2024-08-06,False,True
508,28459,217,2025-07-10,False,True
509,49429,155,2024-12-18,False,False
510,15781,227,2025-04-14,True,True
511,45744,151,2025-01-08,False,True
512,49057,73,2025-06-19,True,False
513,26870,149,2024-02-19,False,False
514,45812,30,2024-05-31,False,True
515,1219,60,2025-05-01,True,False
516,310,118,2025-01-06,False,False
517,19186,91,2024-07-31,True,True
518,46621,26,2025-07-14,False,False
519,9328,123,2024-06-17,True,False
520,27665,62,2025-05-09,False,False
521,7853,118,2024-03-03,False,True
522,41256,43,2025-02-13,False,False
523,40826,101,2024-11-26,False,False
524,36773,166,2025-05-16,True,True
525,3482,86,2024-06-30,False,True
526,41668,185,2024-07-11,True,False
527,7699,3,2024-04-23,True,True
528,23550,245,2025-02-03,False,True
529,4280,29,2025-08-01,True,True
530,17386,71,2025-05-28,False,False
531,42478,134,2024-04-25,True,True
532,35562,237,2025-04-14,True,True
533,38260,149,2024-11-06,False,False
534,15331,52,2024-08-10,False,True
535,16109,188,2024-06-30,False,False
536,43552,150,2025-02-17,False,False
537,12033,217,2025-07-15,False,True
538,25199,205,2024-08-22,False,True
539,32619,116,2025-07-30,True,True
540,43591,141,2024-08-28,True,False
541,20330,54,2025-01-06,False,True
542,21282,67,2024-11-02,True,False
543,14787,131,2024-11-12,True,True
544,26724,112,2024-08-21,True,False
545,42816,199,2024-02-12,True,True
546,17442,218,2025-01-06,True,False
547,444,3,2024-07-21,False,True
548,17576,214,2025-03-23,True,True
549,40226,3,2025-06-01,True,True
550,3914,30,2024-11-15,True,True
551,24233,203,2024-12-26,False,True
552,44115,46,2024-04-07,False,True
553,33620,213,2024-04-13,True,True
554,7182,210,2024-07-07,True,True
555,41135,218,2024-12-02,False,True
556,34069,184,2024-07-02,False,False
557,4767,140,2024-04-03,True,True
558,611,119,2024-12-07,True,True
559,21733,197,2024-10-16,False,False
560,40010,168,2024-08-28,True,False
561,20989,110,2024-07-03,True,True
562,25032,213,2024-03-24,True,True
563,5189,43,2024-02-11,True,False
564,34733,29,2024-04-04,False,True
565,3200,133,2025-03-19,False,True
566,33040,121,2024-04-05,False,True
567,32660,187,2025-03-06,True,False
568,49392,192,2025-09-01,True,False
569,48148,27,2025-06-11,False,False
570,28167,140,2024-05-30,True,True
571,30134,6,2025-01-31,True,False
572,17530,155,2024-03-30,False,False
573,28112,144,2024-10-27,False,True
574,28073,170,2024-06-26,True,True
575,4134,129,2025-08-16,True,True
576,42197,125,2024-08-02,True,True
577,31109,134,2025-09-23,False,False
578,34554,229,2025-08-07,True,False
579,42883,197,2024-11-26,True,False
580,3167,27,2024-06-27,False,False
581,6477,53,2024-10-25,False,True
582,38828,147,2024-02-27,False,True
583,23459,113,2025-03-26,False,False
584,7644,10,2024-07-12,False,False
585,48683,89,2025-07-29,True,True
586,13196,157,2024-12-07,True,False
587,38437,201,2025-09-21,True,False
588,40595,6,2024-04-21,True,False
589,15859,28,2024-02-09,True,True
590,22132,192,2024-07-01,False,True
591,13,22,2024-01-05,True,False
592,1664,106,2025-01-03,False,True
593,32078,106,2025-02-19,True,False
594,3961,131,2024-04-03,True,False
595,8745,151,2024-05-04,True,False
596,15386,122,2024-04-18,True,True
597,45858,86,2025-04-25,False,False
598,32593,161,2024-02-18,False,False
599,9850,220,2025-03-11,True,True
600,39370,118,2025-06-01,True,False
601,20083,130,2025-04-17,False,False
602,5640,158,2024-10-31,True,False
603,18162,139,2025-02-09,False,False
604,2409,132,2024-03-29,True,True
605,8653,169,2025-09-01,False,False
606,10121,109,2025-05-24,False,False
607,19527,44,2024-12-13,False,False
608,38985,18,2024-03-19,True,True
609,28982,226,2024-03-22,True,False
610,47643,243,2024-08-01,True,True
611,14460,147,2024-05-16,False,False
612,15054,128,2025-07-05,False,True
613,4227,81,2025-01-08,True,True
614,2264,233,2024-07-05,False,True
615,31162,236,2024-11-18,True,False
616,32808,223,2025-01-10,False,False
617,25131,248,2024-08-24,False,True
618,44260,108,2024-02-21,False,False
619,8678,196,2025-05-07,False,True
620,43649,108,2024-04-29,True,False
621,37619,90,2024-12-10,True,False
622,45643,38,2024-08-19,True,True
623,14893,241,2025-07-31,True,True
624,16186,102,2024-12-24,True,False
625,15095,146,2024-02-14,True,False
626,6528,3,2025-08-23,True,False
627,19411,45,2025-02-25,False,True
628,18621,140,2024-04-06,True,False
629,4147,233,2024-04-06,True,False
630,20404,41,2025-06-08,True,True
631,26568,14,2024-10-17,False,True
632,48172,38,2024-01-04,False,False
633,18533,220,2025-09-14,True,False
634,38972,62,2025-02-16,False,True
635,29678,11,2024-03-01,False,False
636,33448,65,2024-08-02,True,True
637,19234,201,2024-05-03,True,False
638,35019,57,2025-02-05,True,False
639,23512,10,2024-08-29,True,True
640,21461,107,2024-11-01,False,True
641,47800,86,2024-02-10,True,True
642,42573,87,2024-07-07,False,True
643,37769,20,2025-06-19,False,False
644,10887,46,2024-02-03,False,False
645,45335,31,2024-04-11,True,False
646,9354,151,2025-09-21,True,True
647,33622,6,2025-06-26,False,True
648,35815,73,2024-09-12,True,True
649,45017,210,2024-04-03,True,False
650,39704,156,2025-01-31,False,False
651,37598,151,2024-03-18,True,False
652,31448,106,2025-02-18,False,False
653,4605,241,2025-02-05,True,True
654,2282,206,2025-06-02,True,True
655,46684,113,2024-07-30,False,True
656,8901,63,2024-02-05,False,False
657,23171,209,2025-08-13,False,True
658,42954,224,2024-05-03,False,True
659,44505,204,2025-06-01,False,False
660,7256,96,2024-07-19,True,False
661,8050,220,2024-08-20,False,False
662,46750,113,2025-04-03,True,False
663,33489,71,2025-08-01,True,False
664,38747,30,2025-04-16,True,False
665,16565,116,2025-02-05,True,False
666,10833,70,2024-09-01,True,True
667,38443,180,2024-03-08,False,False
668,40402,170,2025-01-07,True,True
669,30483,97,2025-08-27,False,False
670,35865,119,2025-09-28,True,True
671,43612,158,2025-09-19,False,True
672,16359,201,2024-02-07,True,False
673,22706,98,2025-09-27,False,False
674,49760,139,2024-05-31,False,False
675,18977,205,2024-03-11,False,False
676,14980,63,2024-04-19,False,False
677,45326,103,2025-05-23,True,True
678,22717,112,2024-08-30,True,False
679,2346,221,2024-10-06,False,False
680,19155,213,2025-05-13,True,False
681,25111,87,2024-12-09,False,False
682,25906,126,2025-07-11,False,False
683,8685,64,2024-09-25,False,True
684,30914,73,2025-08-03,False,True
685,12987,75,2025-06-23,False,False
686,30317,105,2025-01-04,True,True
687,44033,200,2025-02-19,False,False
688,16999,14,2024-03-01,True,False
689,22458,20,2024-03-05,False,False
690,3167,195,2025-04-09,False,True
691,46389,87,2024-07-03,False,True
692,11571,134,2024-10-23,False,True
693,38022,62,2024-01-18,True,False
694,43552,108,2024-06-26,False,True
695,14213,32,2025-01-26,False,False
696,29828,52,2024-07-22,False,True
697,26296,72,2025-01-10,False,True
698,10664,23,2024-09-03,True,False
699,31885,21,2024-09-11,True,True
700,10072,196,2024-11-07,False,True
701,37250,115,2024-09-28,False,False
702,22338,196,2025-07-23,False,False
703,4882,235,2025-01-15,False,True
704,795,13,2024-01-09,True,False
705,46888,134,2024-09-10,False,True
706,48384,69,2025-01-23,True,False
707,27853,10,2024-10-06,True,False
708,4919,226,2024-10-17,True,False
709,48949,181,2024-12-15,True,False
710,16203,180,2024-07-12,True,False
711,15359,194,2024-04-11,True,False
712,5157,205,2024-07-29,True,True
713,18203,149,2025-04-18,True,False
714,29558,116,2025-07-20,True,True
715,4578,55,2025-08-16,True,False
716,11037,240,2025-06-26,True,False
717,2344,102,2024-10-02,True,False
718,13941,222,2025-04-13,False,False
719,13858,129,2025-09-13,False,True
720,34449,107,2024-06-09,False,False
721,35559,80,2025-03-11,True,True
722,19889,193,2024-06-04,True,False
723,16249,45,2025-01-08,True,True
724,23578,166,2025-09-21,False,True
725,28427,163,2024-04-24,True,False
726,43001,58,2024-05-25,True,True
727,9779,210,2024-06-18,False,True
728,19803,95,2025-08-31,False,False
729,21402,178,2024-03-04,True,True
730,6565,169,2025-08-26,True,False
731,299,24,2025-05-31,True,True
732,44810,29,2024-03-19,False,True
733,12221,40,2025-09-13,False,True
734,13145,232,2024-02-18,False,False
735,28895,201,2025-08-09,False,True
736,47716,111,2025-05-11,False,False
737,39410,29,2024-11-14,True,False
738,39628,165,2025-04-02,False,True
739,13996,24,2025-07-24,True,False
740,35558,17,2024-06-14,False,True
741,46988,210,2025-01-14,False,True
742,26304,136,2024-11-16,False,True
743,15988,76,2024-08-09,True,False
744,17154,54,2024-08-08,True,True
745,18633,115,2024-07-11,False,True
746,44550,110,2024-01-16,True,True
747,7953,103,2025-08-17,True,True
748,20405,193,2024-05-30,False,False
749,5292,41,2025-01-03,False,True
750,9856,8,2024-07-29,False,True
751,22689,174,2025-02-11,False,False
752,31298,17,2025-03-09,False,True
753,26451,197,2025-03-30,True,False
754,10556,99,2025-01-03,False,True
755,30673,121,2024-01-17,True,False
756,43801,150,2024-04-17,True,False
757,39827,212,2024-07-25,True,False
758,25610,71,2025-02-06,False,True
759,14653,180,2024-04-12,False,True
760,14183,182,2025-05-15,True,False
761,5173,11,2024-12-09,False,False
762,19657,170,2025-05-11,True,False
763,46747,83,2025-05-26,True,True
764,25255,133,2025-04-14,True,True
765,5896,231,2025-06-17,True,False
766,40280,29,2025-09-28,True,True
767,22408,112,2024-07-11,False,False
768,11586,201,2024-06-13,True,True
769,49296,237,2024-08-29,True,True
770,20448,149,2024-05-19,True,False
771,36712,215,2025-07-31,True,False
772,10640,247,2024-07-25,True,False
773,8902,13,2024-01-23,False,False
774,12246,91,2025-03-07,False,False
775,33766,59,2025-01-03,True,False
