expense_id,store_id,expense_date,category,amount
55,24,2025-08-15,Misc,107312.17
56,19,2025-06-17,Misc,122645.95
57,57,2024-08-06,Misc,38647.8
58,181,2025-03-29,Rent,75761.41
59,79,2024-09-15,Rent,24293.77
60,74,2024-05-23,Misc,273290.89
61,101,2024-07-01,Security,256702.77
62,118,2025-02-06,Utilities,88753.53
63,105,2024-06-15,Misc,160026.96
64,3,2025-08-20,Utilities,41896.07
65,22,2025-01-04,Maintenance,237548.79
66,113,2025-08-30,Rent,45775.84
67,92,2024-02-17,Rent,96088.25
68,88,2025-07-17,Misc,266552.38
69,109,2025-01-23,Rent,268067.37
70,154,2024-12-04,Rent,234652.46
71,200,2025-05-02,Rent,113039.34
72,22,2024-01-20,Misc,225510.02
73,76,2024-10-21,Rent,2810.26
74,108,2024-12-11,Misc,15186.03
75,127,2024-01-12,Maintenance,65971.92
76,43,2025-07-07,Misc,121355.77
77,20,2024-08-15,Rent,111946.64
78,166,2025-06-17,Maintenance,55124.71
79,22,2024-02-10,Maintenance,126350.72
80,9,2024-12-28,Rent,172496.99
81,55,2024-04-22,Rent,104711.65
82,188,2025-04-19,Utilities,265501.85
83,106,2024-03-28,Marketing,114657.28
84,132,2024-01-11,Rent,82009.43
85,57,2024-02-09,Security,97501.08
86,180,2025-01-13,Misc,260021.78
87,57,2024-11-26,Misc,2707.88
88,61,2024-07-12,Utilities,216565.25
89,144,2024-12-09,Marketing,54850.14
90,133,2024-04-10,Maintenance,227049.9
91,154,2025-03-11,Security,47518.73
92,103,2024-02-28,Utilities,233861.78
93,122,2024-02-17,Rent,284585.84
94,63,2025-02-06,Misc,253410.97
95,147,2025-08-18,Utilities,201057.55
96,188,2025-07-31,Maintenance,144434.8
97,185,2025-06-09,Marketing,139588.42
98,94,2024-05-29,Maintenance,216241.84
99,195,2024-02-18,Rent,153869.98
100,62,2024-11-28,Rent,37995.89
101,128,2024-05-28,Utilities,221080.41
102,104,2025-03-11,Maintenance,87725.38
103,29,2025-08-13,Security,112241.13
104,17,2025-09-04,Marketing,147766.39
105,75,2024-02-17,Maintenance,138732.46
106,98,2025-08-17,Security,17863.61
107,187,2025-05-14,Rent,238648.68
108,200,2025-07-05,Rent,193354.47
109,47,2024-12-20,Marketing,177743.44
110,118,2024-04-04,Marketing,107621.6
111,56,2024-08-12,Security,18138.35
112,116,2025-01-28,Utilities,193837.73
113,170,2024-08-23,Utilities,136004.75
114,142,2024-07-03,Utilities,271729.52
115,86,2024-12-22,Rent,17187.68
116,14,2024-05-02,Security,185330.7
117,55,2025-02-19,Rent,39456.66
118,200,2024-04-24,Maintenance,16406.07
119,160,2025-08-10,Rent,297040.75
120,58,2024-03-27,Misc,179565.62
121,163,2024-02-15,Security,68280.56
122,3,2024-01-01,Utilities,72158.41
123,38,2025-03-17,Marketing,259489.49
124,106,2024-10-05,Marketing,187206.37
125,44,2024-03-08,Rent,296064.07
126,107,2024-02-21,Maintenance,293626.27
127,79,2024-07-26,Rent,192260.38
128,71,2025-07-28,Misc,282192.74
129,71,2024-02-24,Maintenance,116979.0
130,73,2024-03-20,Utilities,265893.83
131,23,2024-07-14,Security,53550.18
132,116,2025-02-20,Misc,176425.79
133,73,2024-09-02,Security,122347.03
134,70,2025-09-04,Rent,238600.06
135,145,2024-11-09,Security,226661.32
136,141,2024-07-19,Utilities,274863.53
137,128,2024-12-05,Maintenance,117094.38
138,193,2024-07-14,Maintenance,64608.7
139,62,2024-05-01,Maintenance,100258.76
140,71,2024-05-21,Marketing,59939.83
141,151,2024-07-10,Misc,220655.45
142,191,2025-01-25,Maintenance,141764.26
143,194,2025-04-15,Rent,257565.93
144,37,2024-08-14,Security,148754.6
145,196,2024-03-07,Maintenance,278137.74
146,151,2024-01-04,Misc,207646.44
147,123,2024-03-15,Rent,44842.09
148,84,2024-01-04,Misc,128145.62
149,151,2024-07-26,Security,202831.35
150,22,2024-08-26,Rent,109406.01
151,52,2025-08-08,Security,142886.48
152,52,2024-11-23,Marketing,295945.15
153,72,2024-05-22,Utilities,125514.1
154,200,2025-09-17,Misc,273211.92
155,40,2024-05-22,Marketing,60909.89
156,82,2024-09-19,Utilities,256965.79
157,17,2025-03-26,Security,291616.87
158,165,2025-04-18,Marketing,198054.88
159,147,2024-03-15,Rent,206229.81
160,124,2024-10-02,Utilities,129236.26
161,190,2024-03-08,Utilities,36548.19
162,194,2025-02-22,Marketing,41754.22
163,110,2025-03-30,Utilities,225886.9
164,138,2024-01-21,Marketing,221829.84
165,193,2024-11-28,Misc,17255.83
166,158,2024-03-29,Utilities,137290.36
167,117,2024-06-16,Rent,84349.65
168,73,2024-10-24,Maintenance,130594.66
169,50,2024-09-08,Misc,7255.43
170,32,2024-05-27,Rent,102947.54
171,75,2025-03-07,Rent,34586.19
172,64,2024-05-20,Misc,289406.33
173,151,2025-02-08,Utilities,209432.46
174,177,2025-07-06,Security,209097.91
175,112,2025-01-07,Maintenance,173198.89
176,40,2024-07-08,Marketing,215277.27
177,99,2025-08-21,Marketing,213245.92
178,17,2024-06-15,Marketing,158582.52
179,63,2024-01-19,Security,149780.06
180,109,2025-07-16,Rent,224654.02
181,53,2024-06-15,Rent,116403.71
182,145,2024-02-23,Maintenance,258196.95
183,89,2024-08-16,Rent,217851.22
184,189,2024-06-29,Security,218914.12
185,110,2024-01-19,Utilities,121681.1
186,42,2024-04-18,Misc,41151.4
187,198,2025-01-27,Maintenance,24774.81
188,66,2024-04-19,Rent,294169.82
189,94,2024-12-05,Misc,142125.02
190,102,2024-12-21,Security,287713.07
191,15,2025-08-14,Rent,149431.58
192,110,2024-01-24,Misc,193963.37
193,111,2024-09-17,Security,284255.41
194,115,2025-08-30,Misc,197987.59
195,7,2024-04-20,Rent,59066.25
196,62,2025-09-21,Rent,217086.41
197,67,2024-03-23,Utilities,223378.85
198,42,2024-08-01,Maintenance,187730.77
199,106,2024-06-21,Marketing,207764.49
200,77,2024-01-13,Rent,81789.63
201,85,2025-09-23,Misc,140369.48
202,11,2025-04-08,Maintenance,46526.51
203,137,2024-02-13,Utilities,273055.16
204,132,2024-02-26,Security,46685.05
205,103,2024-10-02,Marketing,55748.72
206,139,2024-04-13,Marketing,172851.23
207,93,2024-01-06,Utilities,243177.95
208,54,2024-12-03,Utilities,73869.3
209,9,2024-11-25,Security,265960.63
210,3,2025-09-27,Rent,283239.84
211,133,2025-03-22,Maintenance,66464.88
212,57,2024-09-08,Utilities,234662.42
213,32,2024-12-12,Maintenance,173680.65
214,133,2024-08-25,Maintenance,105306.72
215,138,2024-06-09,Rent,142377.24
216,12,2024-01-16,Rent,159585.53
217,104,2024-07-04,Marketing,111729.97
218,68,2024-07-29,Misc,256267.72
219,108,2024-12-29,Marketing,86336.12
220,143,2024-05-02,Misc,69786.63
221,107,2025-03-11,Rent,147265.22
222,63,2025-07-29,Utilities,199069.4
223,50,2025-09-04,Utilities,119329.13
224,53,2024-08-30,Misc,77854.0
225,75,2025-09-13,Utilities,169940.06
226,140,2024-03-05,Utilities,108439.65
227,191,2024-07-15,Marketing,40635.63
228,76,2024-02-14,Rent,50660.72
229,72,2024-04-22,Maintenance,291904.12
230,139,2024-08-20,Maintenance,188773.97
231,157,2024-11-08,Misc,88461.7
232,181,2025-03-03,Rent,19899.37
233,119,2024-09-02,Security,60459.92
234,160,2025-08-16,Utilities,179305.27
235,65,2025-06-03,Rent,27385.41
236,96,2024-03-25,Misc,265763.61
237,183,2024-10-21,Utilities,38969.91
238,4,2024-06-03,Misc,141220.17
239,98,2025-03-23,Rent,257130.97
240,177,2024-10-13,Utilities,294253.88
241,49,2025-04-09,Marketing,96742.21
242,175,2024-04-20,Rent,157152.07
243,7,2024-12-31,Rent,231408.56
244,159,2024-03-14,Misc,255428.44
245,136,2025-03-13,Security,149866.29
246,119,2024-12-15,Misc,160230.93
247,92,2025-09-23,Security,141211.22
248,175,2024-02-01,Marketing,80806.87
249,13,2024-03-13,Marketing,82783.1
250,131,2024-07-14,Marketing,49460.7
251,141,2024-08-26,Marketing,82639.14
252,138,2025-09-15,Security,19065.24
253,83,2024-09-04,Maintenance,269247.91
254,10,2025-01-20,Rent,258463.59
255,107,2025-07-13,Misc,107990.17
256,63,2024-12-25,Utilities,54538.01
257,71,2025-03-03,Rent,31891.08
258,85,2025-01-23,Maintenance,257553.67
259,118,2025-06-20,Marketing,73343.59
260,1,2025-03-03,Marketing,135501.78
261,94,2025-01-15,Maintenance,9430.11
262,145,2024-04-13,Misc,286279.59
263,54,2024-12-19,Rent,147115.05
264,123,2024-01-26,Misc,221475.65
265,170,2024-09-07,Marketing,264775.46
266,141,2024-04-29,Rent,222559.97
267,5,2024-10-19,Security,81380.09
268,69,2024-09-26,Security,123353.87
269,71,2025-09-09,Utilities,234107.37
270,20,2025-08-09,Utilities,125612.54
271,55,2024-02-05,Security,118532.61
272,115,2024-09-02,Misc,229678.53
273,38,2025-02-10,Misc,104311.09
274,125,2024-03-03,Security,9391.19
275,56,2024-06-18,Maintenance,45599.06
276,36,2025-04-04,Misc,160751.08
277,63,2024-09-16,Utilities,121631.17
278,57,2024-02-11,Utilities,290982.02
279,172,2024-07-09,Maintenance,93688.55
280,157,2025-02-22,Misc,83951.44
281,136,2024-12-13,Rent,64732.09
282,51,2025-06-29,Misc,111598.94
283,36,2024-05-03,Misc,219029.11
284,81,2025-01-22,Misc,99720.01
285,92,2024-01-18,Misc,204286.71
286,9,2024-04-06,Rent,63344.65
287,131,2025-06-03,Rent,41794.05
288,120,2025-09-16,Marketing,90730.57
289,11,2025-03-24,Utilities,177503.27
290,130,2024-03-12,Maintenance,176933.97
291,70,2025-09-05,Maintenance,226205.98
292,130,2025-08-31,Misc,119923.92
293,3,2025-04-09,Misc,110450.43
294,66,2024-12-19,Rent,151286.2
295,98,2024-08-06,Marketing,288713.4
296,39,2025-03-30,Security,188888.66
297,23,2025-09-08,Maintenance,204898.01
298,11,2024-12-13,Marketing,29730.32
299,145,2025-08-29,Misc,206955.63
300,10,2024-02-08,Security,254746.79
301,35,2024-08-16,Marketing,246431.53
302,95,2025-05-14,Marketing,45374.71
303,120,2025-02-06,Misc,17452.91
304,50,2025-09-14,Utilities,80484.18
305,57,2024-05-02,Security,145212.61
306,95,2025-04-19,Rent,68398.31
307,28,2024-06-22,Utilities,76843.28
308,40,2025-09-07,Security,85879.87
309,23,2024-12-01,Marketing,200007.71
310,124,2025-08-13,Marketing,173867.93
311,120,2024-07-03,Marketing,120658.19
312,86,2024-05-11,Security,68559.51
313,35,2025-06-25,Misc,296288.08
314,197,2024-03-07,Misc,137765.27
315,79,2024-05-27,Marketing,254729.66
316,138,2025-07-05,Maintenance,56621.89
317,128,2024-10-05,Rent,32712.99
318,50,2024-02-01,Misc,283924.83
319,114,2025-01-29,Misc,172755.54
320,68,2024-05-30,Maintenance,44755.1
321,7,2024-05-15,Utilities,279042.15
322,147,2024-08-12,Misc,91739.02
323,7,2024-10-12,Marketing,139886.08
324,6,2024-10-12,Rent,273013.06
325,39,2024-01-23,Rent,17787.52
326,48,2025-09-16,Maintenance,109456.18
327,1,2024-11-03,Rent,143801.27
328,39,2024-05-07,Misc,230998.7
329,131,2024-12-25,Maintenance,286818.55
330,125,2025-01-09,Maintenance,238686.05
331,62,2024-12-03,Utilities,273703.92
332,84,2024-06-21,Maintenance,266088.39
333,114,2024-07-11,Rent,262825.8
334,50,2024-01-16,Security,221310.34
335,110,2024-11-19,Misc,165923.11
336,168,2024-11-07,Marketing,232960.29
337,94,2025-07-04,Misc,281740.68
338,11,2025-06-23,Maintenance,259781.15
339,57,2024-11-30,Marketing,166205.39
340,159,2025-03-27,Rent,217692.12
341,97,2025-03-19,Maintenance,22892.32
342,129,2024-12-08,Misc,254583.59
343,122,2025-01-14,Rent,99381.8
344,75,2025-03-08,Rent,94801.02
345,66,2025-01-13,Security,65463.62
346,160,2024-07-27,Utilities,143355.83
347,104,2025-01-28,Misc,159978.28
348,75,2024-03-07,Maintenance,28844.39
349,36,2024-12-04,Maintenance,69160.7
350,92,2025-06-25,Security,182796.94
351,139,2024-10-26,Rent,265942.21
352,118,2025-04-18,Maintenance,114600.9
353,48,2024-12-23,Rent,257201.29
354,93,2025-05-23,Utilities,143239.32
355,168,2024-05-25,Marketing,267843.44
356,110,2024-10-07,Utilities,287058.56
357,156,2024-08-07,Rent,20935.09
358,51,2025-07-09,Misc,35879.52
359,8,2024-06-02,Marketing,284044.05
360,130,2024-06-05,Utilities,97748.72
361,189,2024-12-26,Utilities,79496.66
362,5,2024-08-03,Misc,36501.62
363,23,2025-06-24,Maintenance,102538.24
364,185,2024-06-28,Maintenance,58372.33
365,128,2025-09-03,Misc,112549.58
366,1,2024-01-26,Rent,8277.23
367,147,2025-03-15,Rent,81096.15
368,28,2024-05-10,Misc,197997.29
369,25,2024-03-22,Security,276814.56
370,99,2024-03-08,Misc,263603.48
371,32,2024-05-18,Security,65411.19
372,78,2024-09-03,Utilities,112881.97
373,85,2024-08-19,Rent,213878.03
374,165,2024-08-03,Rent,99646.17
375,171,2024-10-15,Maintenance,53007.84
376,135,2024-07-23,Rent,3326.77
377,98,2024-05-27,Misc,215201.59
378,53,2024-03-26,Security,33893.12
379,143,2025-03-18,Marketing,252039.63
380,21,2024-07-31,Utilities,33241.26
381,110,2025-05-11,Security,194129.93
382,61,2024-04-01,Security,41550.77
383,96,2024-09-14,Marketing,43042.26
384,195,2025-08-07,Marketing,159431.84
385,132,2024-01-13,Utilities,166198.91
386,135,2024-03-11,Misc,281154.6
387,13,2025-09-27,Maintenance,292535.94
388,83,2024-10-26,Maintenance,100940.08
389,2,2024-06-13,Utilities,128757.26
390,153,2025-09-18,Marketing,220055.4
391,43,2025-02-16,Maintenance,110089.13
392,2,2025-04-15,Marketing,102359.68
393,190,2025-04-16,Marketing,136017.08
394,61,2024-07-23,Misc,158554.23
395,146,2025-06-24,Misc,63924.4
396,117,2024-12-25,Misc,195402.01
397,160,2024-01-27,Misc,269335.39
398,38,2024-04-15,Utilities,184140.62
399,137,2024-04-14,Rent,223444.59
400,196,2024-06-25,Misc,210060.17
401,70,2024-07-22,Rent,271354.61
402,52,2024-11-11,Marketing,212315.07
403,175,2025-07-27,Misc,87522.51
404,94,2024-07-25,Rent,135769.11
405,160,2024-01-18,Utilities,111152.41
406,21,2024-10-05,Rent,203620.49
407,81,2024-10-23,Rent,172809.14
408,5,2024-09-13,Security,34493.71
409,37,2024-11-13,Security,34445.56
410,89,2024-12-23,Security,37530.02
411,131,2025-08-09,Marketing,186909.55
412,25,2025-04-12,Maintenance,282556.29
413,150,2024-06-11,Marketing,176005.66
414,92,2025-01-03,Security,232047.48
415,65,2024-11-10,Maintenance,43036.51
416,176,2024-03-16,Maintenance,181859.57
417,193,2025-08-05,Rent,29678.96
418,195,2024-06-23,Maintenance,31450.33
419,50,2025-04-17,Misc,262630.62
420,176,2025-02-03,Marketing,65406.36
421,78,2024-06-26,Rent,124197.69
422,185,2024-12-30,Maintenance,236999.0
423,91,2025-05-09,Utilities,273394.25
424,116,2024-11-18,Utilities,71677.51
425,67,2024-01-04,Utilities,167166.21
426,72,2025-03-13,Misc,299329.55
427,29,2024-12-14,Security,70130.74
428,22,2024-11-21,Rent,66234.96
429,182,2025-03-26,Security,29578.56
430,10,2024-04-14,Marketing,296517.94
431,75,2025-08-28,Utilities,66058.22
432,76,2025-09-17,Marketing,73663.15
433,165,2024-12-08,Misc,262040.11
434,128,2024-05-23,Security,69257.4
435,125,2025-09-29,Utilities,262694.31
436,63,2024-08-15,Misc,181926.26
437,185,2024-11-16,Misc,266714.07
438,157,2024-01-23,Rent,107130.23
439,191,2025-07-19,Rent,146991.65
440,189,2024-04-24,Rent,26754.94
441,22,2024-04-03,Misc,203105.04
442,178,2025-09-07,Rent,21187.35
443,63,2025-06-24,Utilities,203511.91
444,52,2025-03-05,Maintenance,135377.39
445,155,2025-01-05,Utilities,218813.42
446,73,2025-01-27,Marketing,203849.92
447,96,2025-07-10,Rent,236455.26
448,60,2024-12-05,Maintenance,251605.03
449,8,2024-09-10,Marketing,115545.7
450,50,2024-01-21,Security,291038.72
451,26,2024-05-25,Utilities,285624.41
452,117,2024-02-18,Misc,76590.41
453,84,2024-09-20,Marketing,35416.36
454,72,2024-02-08,Misc,151969.34
455,132,2024-11-08,Maintenance,132002.48
456,81,2025-01-27,Security,299047.13
457,69,2024-06-26,Utilities,294620.35
458,85,2025-08-20,Marketing,83555.42
459,164,2024-07-11,Marketing,294760.16
460,146,2024-06-15,Maintenance,103277.22
461,172,2024-02-03,Maintenance,73907.0
462,150,2024-10-07,Security,31183.37
463,117,2025-04-19,Marketing,62784.84
464,149,2024-12-07,Maintenance,235770.7
465,88,2024-08-25,Marketing,69741.46
466,29,2025-01-19,Rent,157577.62
467,11,2025-04-19,Maintenance,22364.68
468,97,2024-07-25,Maintenance,45867.25
469,168,2025-08-11,Maintenance,197401.59
470,194,2025-08-24,Utilities,59393.96
471,124,2024-08-29,Marketing,72184.75
472,108,2024-02-08,Maintenance,57941.32
473,192,2024-12-19,Security,122193.79
474,34,2024-12-17,Utilities,269912.97
475,85,2024-11-19,Rent,36531.15
476,21,2024-08-23,Marketing,225488.95
477,186,2025-09-06,Misc,163543.89
478,23,2025-02-20,Utilities,198159.22
479,26,2025-01-10,Maintenance,21741.1
480,114,2024-06-17,Maintenance,140789.83
481,155,2025-05-07,Rent,228960.47
482,58,2025-09-17,Rent,42784.77
483,195,2024-02-28,Maintenance,102383.83
484,7,2025-05-29,Marketing,230493.81
485,181,2024-04-14,Misc,206264.5
486,126,2024-04-21,Misc,106680.29
487,167,2024-08-27,Utilities,297791.93
488,62,2024-09-05,Misc,13292.86
489,84,2024-06-05,Security,104567.02
490,11,2025-05-06,Security,284362.13
491,90,2024-10-26,Security,47037.65
492,186,2024-01-26,Misc,269705.51
493,26,2024-10-12,Utilities,62170.03
494,95,2024-02-27,Security,136624.96
495,65,2025-06-01,Security,257018.93
496,159,2024-06-27,Marketing,10458.03
497,9,2025-07-21,Misc,164724.49
498,157,2024-02-04,Misc,154576.6
499,11,2024-04-05,Maintenance,185597.99
500,167,2024-10-19,Maintenance,260818.56
501,177,2025-06-05,Rent,178220.44
502,5,2025-03-12,Security,45347.96
503,78,2025-03-24,Rent,222775.31
504,27,2025-10-01,Security,6291.52
505,79,2024-03-29,Security,80905.66
506,44,2024-07-31,Utilities,19880.07
507,138,2025-08-09,Maintenance,60737.19
508,66,2024-03-04,Utilities,15702.87
509,32,2024-10-16,Utilities,147774.84
510,155,2024-08-29,Rent,125878.21
511,168,2025-03-04,Misc,93640.52
512,108,2024-01-17,Security,174465.61
513,87,2025-07-03,Misc,285091.1
514,61,2025-03-11,Maintenance,204040.88
515,185,2025-07-19,Utilities,133245.57
516,89,2025-08-31,Marketing,87481.67
517,8,2024-11-11,Utilities,202187.09
518,60,2025-04-25,Rent,110276.25
519,127,2024-06-26,Rent,96491.57
520,52,2025-05-12,Misc,64785.7
521,184,2024-02-12,Maintenance,68845.46
522,177,2025-05-15,Rent,259427.43
523,180,2024-10-16,Misc,7817.21
524,174,2024-12-25,Marketing,138479.92
525,33,2025-02-22,Maintenance,246585.82
526,162,2025-09-21,Utilities,70874.34
527,166,2024-06-20,Utilities,10788.45
528,162,2024-06-02,Marketing,231789.98
529,173,2024-12-07,Utilities,51053.7
530,107,2024-04-08,Misc,196926.61
531,152,2025-05-13,Marketing,43801.62
532,70,2024-07-04,Security,80180.11
533,188,2024-12-31,Security,268460.07
534,197,2024-11-23,Security,295093.18
535,107,2025-07-20,Utilities,182096.28
536,15,2024-03-29,Marketing,219908.13
537,198,2024-04-26,Rent,260317.62
538,197,2025-08-04,Utilities,248064.01
539,71,2025-01-12,Marketing,202986.37
540,141,2024-09-23,Utilities,93854.68
541,168,2025-09-07,Security,63621.63
542,189,2025-02-11,Maintenance,197876.01
543,110,2024-03-21,Rent,114584.37
544,70,2024-01-29,Utilities,281604.36
545,179,2024-10-06,Misc,275013.83
546,10,2024-08-10,Utilities,91076.89
547,83,2024-01-17,Marketing,272361.58
548,3,2025-07-03,Misc,279107.25
549,82,2024-11-18,Security,27103.86
550,174,2024-03-12,Marketing,88781.56
551,77,2025-09-26,Misc,17400.13
552,184,2024-08-07,Utilities,167346.17
553,179,2025-05-05,Misc,240527.25
554,17,2024-06-02,Marketing,289099.03
555,181,2025-01-03,Marketing,243783.17
556,120,2025-01-20,Misc,102426.01
557,83,2024-10-28,Rent,182822.79
558,116,2024-02-05,Utilities,273853.78
559,75,2024-08-17,Rent,57155.21
560,125,2024-01-01,Rent,182777.48
561,74,2024-08-22,Security,198768.41
562,90,2024-05-18,Utilities,114699.8
563,56,2024-12-02,Maintenance,178194.9
564,162,2025-01-06,Misc,218890.44
565,146,2024-08-28,Security,150061.4
566,96,2024-08-08,Maintenance,54167.04
567,37,2025-08-28,Misc,43452.7
568,14,2024-02-15,Marketing,226206.8
569,132,2025-05-23,Misc,93252.5
570,44,2025-08-11,Utilities,120343.06
571,45,2025-02-19,Rent,281504.94
572,120,2024-04-15,Rent,79851.77
573,107,2024-05-08,Utilities,151764.6
574,163,2024-12-24,Utilities,93309.69
575,73,2025-01-21,Rent,138433.32
576,156,2024-12-22,Maintenance,66230.34
577,29,2024-05-23,Misc,129756.55
578,110,2025-04-10,Utilities,94506.73
579,84,2025-03-31,Rent,268129.13
580,162,2024-05-16,Misc,43936.09
581,5,2025-09-20,Marketing,102661.86
582,22,2024-10-29,Misc,114104.2
583,13,2024-09-09,Utilities,89415.25
584,87,2025-09-17,Misc,118088.15
585,103,2024-10-11,Rent,16676.43
586,19,2024-03-04,Marketing,248776.89
587,94,2024-06-02,Marketing,65063.76
588,180,2025-07-17,Marketing,266162.97
589,61,2024-02-16,Utilities,47490.35
590,118,2024-08-15,Maintenance,127143.79
591,47,2025-01-27,Marketing,62835.72
592,45,2024-04-24,Security,130853.82
593,94,2024-06-28,Maintenance,272926.21
594,118,2025-07-13,Maintenance,76199.8
595,190,2025-08-27,Marketing,165493.07
596,165,2024-04-07,Marketing,93402.28
597,8,2025-01-15,Utilities,77287.17
598,85,2025-08-13,Maintenance,126044.67
599,59,2024-03-26,Utilities,270151.48
600,195,2025-07-01,Misc,209859.97
601,3,2024-02-02,Utilities,140981.84
602,188,2025-08-17,Rent,32206.13
603,108,2024-06-21,Security,237852.65
604,75,2025-01-29,Rent,283938.66
605,62,2024-12-30,Security,193418.63
606,192,2024-12-17,Utilities,8248.6
607,182,2025-08-12,Utilities,49353.16
608,31,2025-07-31,Rent,112929.38
609,176,2024-03-23,Utilities,6899.08
610,26,2024-07-21,Utilities,21860.24
611,120,2025-03-13,Maintenance,286405.01
612,124,2025-03-09,Misc,233052.48
613,54,2024-12-20,Security,267492.32
614,81,2024-10-12,Misc,291396.6
615,189,2024-09-28,Marketing,201828.68
616,189,2024-07-21,Misc,204798.55
617,157,2025-05-21,Maintenance,66706.48
618,92,2024-06-02,Utilities,152681.57
619,126,2025-08-30,Marketing,143934.18
620,166,2024-07-03,Security,236503.02
621,24,2025-04-24,Utilities,32726.42
622,115,2024-01-18,Security,182770.88
623,56,2025-07-29,Maintenance,188413.18
624,83,2024-04-18,Misc,186119.2
625,3,2025-05-25,Maintenance,187494.87
626,185,2024-12-30,Misc,182161.58
627,101,2024-10-21,Utilities,67664.82
628,177,2024-03-03,Marketing,125443.07
629,39,2025-08-15,Misc,183612.92
630,14,2025-09-23,Maintenance,53466.42
631,5,2024-02-22,Rent,166405.22
632,99,2024-08-21,Maintenance,3222.07
633,116,2024-04-22,Maintenance,189049.62
634,122,2025-04-13,Maintenance,163483.72
635,24,2024-03-05,Rent,216431.3
636,139,2024-05-02,Misc,42347.23
637,162,2024-04-06,Maintenance,20395.46
638,73,2024-11-04,Rent,196664.51
639,200,2024-04-11,Marketing,223549.73
640,119,2024-06-06,Marketing,56685.28
641,129,2024-07-21,Misc,14807.59
642,33,2024-02-18,Marketing,182132.42
643,24,2024-09-15,Maintenance,224132.96
644,128,2024-10-29,Utilities,181999.51
645,153,2024-04-13,Misc,234006.58
646,4,2025-01-26,Utilities,226168.65
647,155,2024-04-07,Marketing,92396.26
648,14,2025-04-19,Misc,82779.88
649,116,2024-04-01,Misc,196379.68
650,108,2025-03-15,Security,60902.8
651,9,2024-04-04,Misc,126278.6
652,33,2024-07-14,Maintenance,208954.39
653,200,2024-02-24,Maintenance,212453.84
654,168,2024-11-30,Rent,216684.78
655,57,2025-04-30,Utilities,171285.62
656,15,2024-04-16,Maintenance,279773.09
657,125,2024-03-01,Misc,48151.09
658,69,2024-04-14,Utilities,186396.38
659,144,2024-02-24,Maintenance,94821.69
660,76,2024-10-27,Marketing,44446.33
661,112,2024-07-25,Security,221719.98
662,135,2025-06-17,Rent,85149.52
663,27,2025-03-31,Utilities,247751.38
664,138,2025-03-04,Misc,74308.68
665,102,2024-11-28,Maintenance,85917.4
666,5,2025-06-29,Utilities,139103.39
667,149,2025-03-27,Security,277479.53
668,111,2025-05-24,Security,130883.89
669,65,2024-12-08,Security,282353.84
670,48,2024-11-02,Utilities,181368.77
671,191,2024-02-29,Misc,42702.24
672,17,2025-04-23,Marketing,35963.78
673,183,2024-06-18,Misc,234142.24
674,134,2024-10-15,Utilities,123872.68
675,116,2025-06-28,Misc,246153.49
676,4,2024-06-28,Security,131796.73
677,156,2025-05-01,Rent,227292.02
678,198,2025-07-08,Utilities,247569.47
679,18,2025-06-19,Rent,156803.56
680,2,2025-09-08,Misc,69713.28
