spend_id,campaign_id,spend_date,amount,platform
257,129,2024-12-12,2213.8,LinkedIn
258,217,2024-12-18,1645.04,Facebook
259,238,2025-05-05,3209.43,Google
260,50,2025-09-24,548.5,Facebook
261,240,2025-02-14,2815.29,Instagram
262,158,2024-03-29,1535.86,LinkedIn
263,140,2024-06-29,3315.37,Google
264,132,2025-01-04,335.09,Facebook
265,79,2024-01-29,2301.11,Twitter
266,110,2024-10-04,2934.3,Google
267,137,2026-01-21,1588.49,Instagram
268,174,2024-03-31,3422.17,Instagram
269,20,2025-09-16,2914.16,LinkedIn
270,95,2025-01-01,3300.2,LinkedIn
271,132,2025-12-13,4984.02,Facebook
272,245,2024-07-14,2656.35,Facebook
273,211,2025-11-28,814.44,Twitter
274,46,2024-12-31,3500.99,Facebook
275,196,2024-07-19,3259.32,Facebook
276,183,2025-07-22,2814.55,Instagram
277,34,2024-08-19,1411.67,LinkedIn
278,104,2025-04-07,3948.49,LinkedIn
279,20,2025-10-10,1154.83,Facebook
280,217,2025-07-05,2298.74,Twitter
281,194,2025-05-05,2912.08,Facebook
282,154,2026-02-24,4502.53,Google
283,234,2024-02-03,1115.53,Google
284,79,2024-05-16,4867.76,Facebook
285,45,2025-09-27,4539.91,LinkedIn
286,198,2025-09-26,2023.28,LinkedIn
287,118,2025-11-14,983.53,Facebook
288,111,2024-01-06,3247.83,Google
289,219,2025-04-03,4491.52,LinkedIn
290,76,2024-09-03,2237.19,Facebook
291,10,2025-04-04,700.4,Google
292,243,2024-03-13,2084.97,Facebook
293,180,2026-01-01,305.75,Instagram
294,41,2024-12-20,2451.63,Twitter
295,9,2024-02-15,4404.34,Twitter
296,157,2025-08-18,2322.47,Twitter
297,99,2025-01-29,2547.08,Twitter
298,238,2025-03-28,2719.16,Facebook
299,160,2024-10-22,4219.3,Twitter
300,26,2025-09-25,2533.26,Google
301,6,2024-12-19,1217.84,Twitter
302,156,2026-02-26,3817.54,Twitter
303,99,2025-02-16,3904.11,Instagram
304,248,2024-09-29,769.44,Google
305,134,2025-10-13,4061.19,LinkedIn
306,139,2025-05-02,603.89,Instagram
307,232,2024-09-19,455.61,Google
308,154,2025-05-10,2697.5,LinkedIn
309,74,2025-12-15,4039.04,LinkedIn
310,56,2024-06-17,4582.7,Instagram
311,43,2026-01-04,903.69,Instagram
312,170,2025-01-26,262.09,Twitter
313,43,2025-01-06,3232.54,Facebook
314,90,2025-05-30,4123.63,LinkedIn
315,125,2025-04-02,4966.63,LinkedIn
316,124,2024-11-17,2077.97,Google
317,77,2025-04-15,2036.34,Instagram
318,31,2024-12-14,4368.26,Twitter
319,122,2024-09-03,3464.16,Instagram
320,134,2025-07-26,1960.09,Google
321,108,2025-03-16,3708.26,Facebook
322,211,2024-12-25,4316.35,Facebook
323,188,2024-06-16,4165.13,Facebook
324,170,2025-03-14,4116.63,Facebook
325,109,2024-09-19,2620.88,Twitter
326,2,2024-11-23,2750.4,Facebook
327,15,2024-01-09,4475.78,Instagram
328,238,2026-01-17,2422.77,LinkedIn
329,115,2024-06-09,191.06,Instagram
330,167,2026-01-22,3134.15,Twitter
331,27,2024-10-20,4332.05,LinkedIn
332,60,2025-12-10,2198.14,Instagram
333,137,2025-02-23,4026.72,Instagram
334,205,2024-05-05,359.3,Instagram
335,16,2026-02-23,3857.57,Facebook
336,220,2024-02-24,3103.55,Instagram
337,235,2025-03-19,119.4,Facebook
338,72,2025-12-23,2993.9,Google
339,9,2024-12-22,1030.45,Facebook
340,214,2025-08-09,4694.21,Google
341,230,2024-05-06,4567.65,Google
342,139,2026-01-19,4284.8,Google
343,61,2024-06-15,2131.12,Twitter
344,211,2024-06-15,2193.23,Google
345,46,2024-06-08,4375.9,Instagram
346,21,2024-10-23,256.37,Instagram
347,166,2026-02-09,1565.54,Instagram
348,184,2025-08-12,537.07,Instagram
349,109,2025-09-08,4952.25,Instagram
350,3,2024-06-18,3178.31,Facebook
351,100,2024-10-09,2894.79,LinkedIn
352,136,2024-06-19,873.73,Google
353,188,2025-10-01,1262.49,Instagram
354,166,2025-12-02,2363.19,Twitter
355,49,2025-12-02,4097.71,Instagram
356,65,2025-01-16,2843.94,Google
357,179,2025-07-01,1901.32,Facebook
358,73,2024-03-05,1821.12,Twitter
359,86,2024-04-21,4430.88,Twitter
360,107,2024-09-24,2395.74,Twitter
361,125,2025-11-27,342.12,LinkedIn
362,35,2025-11-17,4137.25,Google
363,142,2024-01-06,3267.29,Facebook
364,180,2024-12-02,3779.06,Google
365,219,2025-12-28,2878.5,Facebook
366,120,2025-08-02,3825.94,Google
367,125,2024-02-17,4725.58,Twitter
368,34,2026-02-07,2988.7,Twitter
369,53,2024-03-12,3499.92,Instagram
370,231,2024-08-23,918.49,Instagram
371,187,2025-01-04,1155.24,Twitter
372,92,2025-03-30,3046.2,Google
373,219,2025-04-16,580.71,Instagram
374,151,2025-10-06,2821.67,Google
375,187,2024-03-01,2748.08,LinkedIn
376,242,2024-01-22,3526.33,Facebook
377,228,2025-09-29,4811.99,LinkedIn
378,43,2026-02-14,2157.67,Twitter
379,55,2024-05-23,4901.74,Google
380,101,2025-07-09,3512.39,Twitter
381,245,2024-05-12,2891.03,Google
382,84,2025-09-10,4411.35,Instagram
383,221,2024-02-06,2871.11,Twitter
384,226,2024-05-06,4758.64,Facebook
385,42,2025-06-17,380.4,Facebook
386,249,2026-01-30,4011.72,LinkedIn
387,124,2024-06-11,4706.19,LinkedIn
388,223,2025-05-05,2210.39,Google
389,38,2024-08-16,3322.42,LinkedIn
390,216,2025-03-07,162.95,Twitter
391,70,2025-12-10,3868.85,Twitter
392,38,2024-11-24,3505.36,Twitter
393,121,2025-02-22,2062.28,Google
394,189,2024-08-03,1864.04,Twitter
395,94,2024-06-05,4968.43,Facebook
396,103,2024-04-23,2914.71,Instagram
397,190,2025-01-15,1120.1,Instagram
398,130,2024-12-25,2074.97,Twitter
399,25,2025-07-30,4743.95,Facebook
400,56,2025-09-18,2072.69,Instagram
401,23,2024-08-18,738.47,Instagram
402,176,2024-04-11,390.49,Google
403,162,2025-04-23,1555.17,Facebook
404,191,2025-05-22,2574.09,Instagram
405,4,2025-06-10,1180.19,Instagram
406,43,2024-05-19,2528.84,Twitter
407,166,2024-01-18,4892.58,Google
408,169,2025-03-01,4757.2,Instagram
409,71,2024-09-08,2172.96,Facebook
410,70,2024-11-18,2903.49,Google
411,101,2024-06-04,1073.2,Facebook
412,81,2025-08-29,592.79,Instagram
413,33,2025-08-01,4983.63,Facebook
414,46,2024-12-08,3757.33,Twitter
415,116,2025-12-21,1931.49,Google
416,232,2024-09-25,4948.46,Facebook
417,237,2024-12-25,4810.98,Instagram
418,34,2024-01-06,4683.52,Twitter
419,130,2025-03-16,4564.08,LinkedIn
420,122,2025-10-18,3086.36,Twitter
421,132,2025-12-12,2148.16,Facebook
422,3,2025-05-26,1201.12,Instagram
423,27,2024-07-01,4489.65,Google
424,131,2024-04-20,2321.24,Instagram
425,31,2025-03-31,3565.25,Google
426,3,2025-03-26,3041.03,Instagram
427,236,2024-10-07,1058.69,LinkedIn
428,104,2024-12-09,2327.05,Instagram
429,247,2025-05-06,2234.76,Google
430,89,2024-05-16,3091.5,Google
431,66,2024-03-02,4058.02,Facebook
432,191,2025-05-15,3910.22,Twitter
433,13,2025-04-30,941.21,Google
434,240,2024-06-23,1469.67,Twitter
435,198,2025-02-27,2200.67,Google
436,168,2025-11-04,2261.31,Google
437,222,2026-01-29,2572.79,Instagram
438,27,2024-07-01,3464.16,Facebook
439,195,2025-05-21,2600.73,Google
440,132,2024-01-02,1002.27,Google
441,96,2025-07-10,2813.87,Twitter
442,104,2024-03-31,4862.03,Instagram
443,33,2024-06-12,1357.95,Instagram
444,109,2024-03-13,1239.08,Twitter
445,38,2024-12-24,3842.46,Google
446,213,2025-08-02,3437.88,Google
447,32,2024-12-09,4634.36,LinkedIn
448,42,2025-06-12,1100.34,Instagram
449,112,2025-04-22,4834.66,Twitter
450,148,2024-07-03,4784.8,LinkedIn
451,32,2024-06-14,3836.31,Google
452,220,2025-10-15,3512.32,Instagram
453,175,2024-06-10,392.09,Twitter
454,73,2025-09-22,286.69,Facebook
455,142,2024-12-11,2463.39,Twitter
456,30,2024-09-18,1817.99,Facebook
457,79,2025-08-26,572.01,Instagram
458,67,2025-10-10,4191.9,Instagram
459,181,2025-01-07,930.68,Google
460,249,2024-12-09,4938.95,LinkedIn
461,75,2025-11-25,2491.99,Facebook
462,80,2024-03-20,718.1,Twitter
463,92,2024-02-02,3307.98,Instagram
464,170,2025-12-26,2543.6,LinkedIn
465,52,2024-05-20,3910.24,LinkedIn
466,111,2024-07-26,725.53,LinkedIn
467,117,2026-02-01,2838.15,LinkedIn
468,163,2025-11-24,1493.54,Instagram
469,122,2025-12-07,1509.92,Facebook
470,45,2024-04-19,4943.12,Instagram
471,158,2025-07-17,3510.96,Facebook
472,29,2026-02-22,2090.54,Twitter
473,1,2025-02-15,4699.95,Twitter
474,54,2024-08-27,3552.19,LinkedIn
475,2,2024-10-29,3736.21,Google
476,160,2025-04-09,4981.93,Google
477,207,2024-10-27,4240.05,Instagram
478,126,2024-01-04,2130.49,Facebook
479,227,2025-03-23,944.46,Facebook
480,144,2025-10-17,562.72,Google
481,78,2025-05-06,2445.09,Google
482,188,2026-01-03,2156.23,Instagram
483,236,2025-05-18,699.25,Google
484,32,2024-10-14,1305.26,Google
485,171,2025-05-27,1438.26,Facebook
486,51,2024-04-17,1857.46,LinkedIn
487,61,2025-10-29,4539.79,Facebook
488,157,2025-06-01,427.59,Facebook
489,45,2026-01-29,1093.74,Twitter
490,186,2025-12-17,1123.17,Google
491,192,2024-08-12,3926.1,LinkedIn
492,104,2025-12-22,984.38,Instagram
493,230,2025-06-17,3928.13,Facebook
494,183,2024-10-07,3502.46,LinkedIn
495,145,2025-05-22,2510.06,Instagram
496,206,2026-01-23,146.5,Twitter
497,46,2024-04-24,778.98,Instagram
498,36,2026-01-20,819.08,Google
499,155,2024-05-17,3518.7,Instagram
500,90,2024-08-21,3372.93,Facebook
501,234,2024-11-09,3611.9,Google
502,105,2024-12-19,972.43,Facebook
503,141,2024-07-28,1045.61,Facebook
504,67,2024-02-29,2223.06,LinkedIn
505,85,2025-06-19,1428.08,Google
506,100,2024-05-12,376.22,Instagram
507,160,2025-12-21,2735.85,Google
508,91,2025-04-29,4727.75,Google
509,165,2025-08-09,4507.13,Google
510,60,2024-08-09,709.6,Facebook
511,171,2024-04-21,3773.19,Instagram
512,63,2024-08-02,1401.54,Facebook
513,244,2024-09-19,588.13,Google
514,32,2024-03-31,4701.88,Instagram
515,43,2024-01-03,4907.05,Facebook
516,166,2025-05-17,2656.31,LinkedIn
517,35,2024-05-15,3226.25,Instagram
518,146,2025-07-02,3332.97,LinkedIn
519,210,2025-11-11,2165.54,Facebook
520,33,2024-03-16,1488.89,Twitter
521,12,2025-05-26,1385.51,Google
522,130,2024-07-11,170.73,Instagram
523,127,2024-06-10,668.07,Twitter
524,196,2025-07-03,597.76,Twitter
525,181,2025-10-27,928.89,Facebook
526,43,2026-01-21,1654.13,Facebook
527,150,2025-08-06,1014.49,Facebook
528,31,2024-11-26,2853.97,LinkedIn
529,118,2024-12-17,1631.33,Instagram
530,30,2025-10-03,4207.44,Google
531,133,2024-03-12,2362.82,LinkedIn
532,108,2025-06-25,4248.82,Instagram
533,199,2024-11-23,4431.73,LinkedIn
534,195,2025-05-15,852.99,LinkedIn
535,197,2026-01-08,2160.69,Google
536,6,2025-06-22,3193.45,Instagram
537,228,2024-11-17,4880.21,LinkedIn
538,244,2025-04-16,3680.39,Facebook
539,237,2024-12-16,1054.94,Twitter
540,83,2025-09-09,4048.71,Twitter
541,102,2025-06-11,4294.87,Google
542,213,2025-12-14,3649.54,Twitter
543,123,2025-10-21,2498.8,Twitter
544,133,2025-01-04,3316.63,Instagram
545,177,2026-01-27,3342.56,Twitter
546,141,2025-05-21,135.94,Google
547,77,2025-10-28,3022.3,Facebook
548,135,2025-05-11,914.38,Facebook
549,211,2024-08-30,4643.67,Google
550,125,2025-12-31,3455.79,Facebook
551,64,2025-06-24,4976.19,Google
552,17,2025-04-12,981.05,Twitter
553,117,2024-03-22,2974.91,Instagram
554,45,2025-11-11,4693.21,Twitter
555,152,2024-03-22,546.14,Twitter
556,98,2025-07-28,2240.4,Facebook
557,36,2024-01-29,1321.94,Google
558,207,2025-06-09,4706.89,LinkedIn
559,178,2024-01-25,3126.26,Instagram
560,10,2026-02-24,3884.9,Facebook
561,198,2024-03-16,785.29,Google
562,4,2025-01-22,3931.74,Facebook
563,28,2025-05-23,754.85,Twitter
564,29,2024-10-09,1903.88,Google
565,235,2025-08-28,4921.51,LinkedIn
566,6,2024-07-28,450.47,Facebook
567,147,2024-04-01,3644.85,Twitter
568,71,2025-08-07,2423.52,Twitter
569,92,2025-02-05,969.41,Twitter
570,80,2024-02-05,4918.06,LinkedIn
571,211,2025-10-25,3785.16,Instagram
572,199,2024-10-07,2670.84,Google
573,150,2025-03-07,488.33,Facebook
574,215,2024-05-01,281.53,Facebook
575,69,2025-03-28,4185.21,Facebook
576,195,2025-11-27,2474.69,Instagram
577,244,2025-05-28,2180.93,LinkedIn
578,47,2025-09-25,2184.3,Twitter
579,86,2025-10-06,2952.68,Instagram
580,110,2025-09-22,3214.56,Facebook
581,93,2025-02-09,4645.18,Google
582,110,2024-06-24,1848.16,LinkedIn
583,242,2025-06-11,167.16,LinkedIn
584,157,2025-08-06,3900.18,Google
585,35,2024-12-20,1486.27,Instagram
586,154,2026-01-17,2641.42,Instagram
587,31,2025-10-30,2298.37,Instagram
588,224,2025-05-11,2850.23,Twitter
589,136,2024-01-04,1135.35,Google
590,64,2024-01-10,237.89,Instagram
591,233,2024-01-23,936.06,LinkedIn
592,81,2025-06-20,2801.91,Twitter
593,126,2024-06-24,652.13,LinkedIn
594,184,2025-09-02,3686.5,Twitter
595,190,2024-07-02,524.44,Instagram
596,72,2026-02-03,3487.6,LinkedIn
597,89,2024-08-27,4940.26,Facebook
598,46,2025-02-07,3759.53,Twitter
599,212,2024-09-04,1467.14,LinkedIn
600,36,2026-01-18,4213.36,Twitter
601,225,2024-11-10,3246.28,LinkedIn
602,56,2024-08-21,2483.44,Instagram
603,93,2025-10-05,159.79,Instagram
604,25,2025-08-19,4007.77,LinkedIn
605,130,2024-07-03,4337.2,Google
606,10,2024-05-21,3231.52,LinkedIn
607,195,2024-04-11,4550.79,Google
608,215,2025-05-09,1534.53,Twitter
609,159,2025-07-19,1228.61,LinkedIn
610,62,2024-08-25,3659.38,Twitter
611,207,2025-10-23,3043.98,Instagram
612,27,2024-11-16,2645.03,LinkedIn
613,111,2025-12-28,2849.12,Twitter
614,124,2024-01-25,3506.46,Google
615,154,2025-12-02,2528.39,Google
616,51,2024-05-31,4165.69,Instagram
617,214,2025-04-09,1555.83,Twitter
618,171,2024-04-29,687.39,Google
619,88,2025-03-13,1910.59,Twitter
620,111,2025-07-22,3979.13,Google
621,199,2024-08-07,889.68,LinkedIn
622,210,2026-01-29,4501.61,Facebook
623,76,2024-10-26,4277.72,Twitter
624,239,2025-06-04,1240.22,LinkedIn
625,191,2025-12-11,2036.72,Facebook
626,5,2024-07-26,3582.56,Instagram
627,165,2025-08-11,2205.12,LinkedIn
628,100,2026-02-20,1797.53,LinkedIn
629,218,2026-01-31,4695.0,Twitter
630,80,2024-12-14,2583.0,LinkedIn
631,218,2024-02-01,2250.41,Instagram
632,180,2025-02-17,2756.43,Facebook
633,87,2025-05-28,4644.95,Instagram
634,118,2026-01-20,3478.68,Twitter
635,146,2024-12-02,1407.53,Instagram
636,113,2025-10-29,818.14,Instagram
637,170,2025-12-13,1317.48,Google
638,238,2024-05-26,2578.78,Instagram
639,200,2024-02-28,2270.41,Google
640,244,2024-12-18,595.8,Facebook
641,131,2025-06-27,2545.09,LinkedIn
642,59,2024-10-18,4896.03,Facebook
643,130,2025-07-22,1182.14,Facebook
644,53,2026-01-19,2978.61,Facebook
645,184,2024-03-30,1088.77,Facebook
646,100,2024-06-17,2984.79,Instagram
647,3,2024-01-06,1153.0,LinkedIn
648,16,2025-01-12,3654.12,LinkedIn
649,114,2024-01-06,321.82,Twitter
650,142,2025-10-22,2610.76,Facebook
651,227,2026-02-14,1059.61,Instagram
652,197,2024-04-20,2374.87,Twitter
653,51,2024-03-18,2693.17,LinkedIn
654,57,2024-07-01,1060.27,Google
655,8,2024-11-05,2680.34,Google
656,24,2025-04-21,1650.66,Instagram
657,240,2025-01-06,3962.51,Twitter
658,118,2025-07-03,1230.6,Facebook
659,173,2025-06-21,3022.1,Google
660,32,2026-01-27,4076.61,Twitter
661,143,2025-11-22,3232.28,Facebook
662,17,2024-07-31,2181.59,Twitter
663,226,2025-01-22,1720.99,Twitter
664,22,2024-03-25,4324.59,Google
665,246,2024-09-17,460.19,Instagram
666,180,2026-01-09,2631.93,Twitter
667,76,2024-09-09,2677.75,Facebook
668,247,2025-12-20,1382.78,Instagram
669,91,2024-08-24,3283.13,Facebook
670,38,2024-06-04,1979.85,Facebook
671,144,2024-04-07,3658.39,Instagram
