emp_id,effective_date,salary
688,2024-08-06,103614.18
2179,2024-10-21,29328.25
935,2024-08-20,49527.48
2303,2024-11-22,33506.81
555,2025-01-06,65151.02
1167,2025-03-10,55478.03
2132,2024-09-02,25739.07
2176,2025-07-31,35039.87
7,2024-12-01,112114.05
2409,2025-07-09,61062.11
319,2024-03-01,81074.11
1448,2025-02-13,154314.4
1375,2024-11-24,99467.0
398,2025-06-20,34369.62
997,2024-03-03,109919.7
2665,2025-02-05,96056.64
265,2024-12-08,132633.1
2624,2025-03-01,84840.0
7,2025-01-08,56232.09
702,2025-01-17,96837.47
2363,2024-01-29,55840.67
1539,2025-02-12,128028.62
1787,2025-04-01,19331.59
1607,2024-05-28,25154.74
942,2024-06-13,159040.75
1603,2024-12-22,116750.33
1205,2025-07-17,124479.78
1868,2025-03-15,47658.05
1636,2025-01-25,30048.82
2482,2024-04-05,63757.81
1368,2024-09-08,126627.84
2324,2024-10-25,54534.14
501,2025-04-26,35603.08
2602,2025-09-23,107093.42
118,2024-04-09,57147.25
397,2024-03-23,65540.82
2927,2025-05-16,106983.88
2947,2025-01-10,60659.96
1313,2024-12-07,159167.18
331,2024-03-26,65818.65
1049,2024-12-31,84721.76
308,2024-07-24,94416.85
94,2024-07-19,39254.11
2402,2025-08-19,109664.06
2899,2024-01-04,18271.29
2588,2025-03-02,137493.21
1672,2024-12-16,84636.19
100,2025-08-03,94778.09
2212,2024-09-26,49755.99
1141,2024-10-12,118690.36
362,2025-03-15,122212.17
1443,2024-05-19,75180.09
1606,2025-05-09,37745.73
2036,2024-02-23,82195.93
2868,2025-07-27,18013.71
1668,2025-07-12,84509.11
834,2025-03-01,148297.29
674,2025-08-16,30896.11
2991,2025-03-28,112156.02
1140,2024-02-01,139268.24
1174,2024-12-04,65752.26
2305,2025-08-23,24695.38
460,2024-04-28,84531.11
1620,2024-12-28,103522.61
2551,2025-08-09,57789.46
1858,2025-01-13,105671.06
2888,2025-06-08,27905.14
2670,2024-06-07,86636.27
748,2025-04-21,55146.82
879,2024-03-03,53367.4
1029,2025-04-05,57104.7
181,2025-01-01,135216.89
1628,2024-09-05,90813.63
1499,2025-06-15,109799.07
2196,2025-04-29,144435.79
1418,2024-09-18,149009.6
1502,2025-06-20,93003.87
1987,2025-08-03,139614.25
30,2024-09-17,29301.1
505,2024-10-27,130193.01
1964,2025-03-17,98458.47
587,2025-10-01,38140.15
94,2024-09-24,70861.62
589,2024-02-18,28516.14
601,2025-05-02,40579.29
476,2024-06-02,54596.59
2319,2024-05-10,21473.13
2870,2024-05-16,18255.37
1745,2024-03-14,156254.39
2131,2025-01-05,26585.24
941,2024-07-20,54949.15
1504,2024-07-12,75910.11
1700,2025-03-10,90053.25
1156,2025-04-24,60816.98
2408,2025-06-30,38816.05
2069,2025-09-24,39404.03
1201,2024-08-28,21322.63
2230,2024-04-22,98532.33
822,2025-07-22,146928.35
17,2024-11-23,155418.37
954,2025-07-25,54897.3
865,2025-01-07,93612.43
1442,2024-03-08,27939.9
1529,2025-03-15,67701.26
1347,2024-12-08,94567.24
1416,2024-06-21,129897.41
178,2025-06-23,24063.68
2463,2025-09-06,123082.0
1085,2025-03-24,64857.87
1781,2024-08-01,56816.13
340,2024-11-10,48582.41
2408,2024-09-28,132630.21
1987,2024-02-29,139120.53
1099,2024-03-18,89332.28
1309,2024-04-19,132973.33
2741,2024-02-03,49068.7
62,2024-09-12,66794.25
1258,2025-05-29,99970.38
324,2025-07-23,45515.22
744,2025-01-29,135816.46
961,2025-04-05,71024.76
1908,2025-07-19,46082.64
2209,2024-05-10,48863.11
878,2024-07-25,100237.15
280,2025-08-06,41201.43
2221,2024-11-28,155296.05
2920,2024-12-17,138814.03
2071,2024-08-02,132811.24
1284,2025-09-19,27208.02
1368,2024-06-05,83042.16
368,2025-05-09,61718.62
2334,2024-02-16,129867.34
435,2024-01-19,102691.58
1179,2025-06-27,35127.41
90,2025-01-22,106991.42
2565,2025-07-23,62390.26
2458,2024-11-20,124035.17
1212,2024-04-28,66449.22
2911,2024-01-11,38491.65
111,2024-08-24,55421.6
1816,2025-05-27,105759.92
2555,2024-10-13,21349.98
2610,2024-03-27,117477.54
797,2024-08-28,38293.56
797,2024-08-25,114120.23
1595,2024-08-19,63144.84
1173,2024-08-20,132349.84
2511,2024-09-25,42356.6
1602,2025-08-01,39977.32
149,2024-05-04,92290.48
2330,2024-03-12,52852.84
2510,2024-04-18,90326.06
106,2025-07-24,133548.33
2849,2024-03-01,76225.94
239,2024-11-25,30574.87
1981,2024-12-18,89436.89
2786,2025-02-19,100144.86
2987,2025-01-03,141979.06
157,2024-07-24,21260.97
564,2025-02-01,20874.46
1623,2024-01-05,153179.72
1428,2025-06-14,80804.49
1230,2025-01-30,64812.29
1833,2024-12-04,102958.03
850,2025-06-10,58916.15
217,2025-09-01,68557.07
2522,2025-04-21,21271.72
1414,2025-03-02,151090.31
485,2024-03-28,106365.51
522,2024-03-06,32180.12
1390,2024-04-30,74927.76
2347,2024-02-09,64403.84
2267,2025-07-07,37179.25
2397,2025-08-12,102038.43
182,2024-10-17,84153.06
1075,2025-02-04,40461.04
1452,2024-09-28,85201.66
1108,2025-03-03,72444.43
2976,2025-01-27,46035.75
2589,2025-09-25,121032.67
1578,2025-02-05,74564.23
2814,2024-03-01,143185.38
1513,2024-09-05,138443.38
1711,2024-06-14,37612.94
314,2025-05-01,73481.52
1476,2025-04-24,149981.33
106,2025-01-17,18070.5
1211,2024-11-09,96780.83
1778,2024-02-02,76268.44
487,2024-05-28,107479.24
2785,2024-09-14,101426.72
2997,2024-11-12,103351.26
1589,2025-09-02,71630.83
2032,2025-08-27,76343.51
1055,2025-06-21,151220.96
2344,2025-08-17,21964.95
283,2025-01-10,119429.94
708,2025-07-14,158954.46
2058,2024-02-15,114208.32
1282,2024-07-01,119073.93
978,2025-08-17,94264.67
2495,2024-05-12,51054.36
2830,2024-04-29,119789.78
899,2024-08-02,157438.27
1264,2024-11-24,121090.9
2815,2025-06-19,97516.57
338,2025-02-09,149293.52
1207,2024-02-21,89365.91
2156,2025-05-05,73312.28
1264,2024-03-20,149035.2
830,2025-06-24,27124.15
2794,2024-01-27,120929.31
568,2024-08-16,53418.24
2262,2025-09-23,18934.34
1217,2025-04-24,132971.14
1518,2025-08-14,27943.34
827,2024-09-03,68219.43
1494,2024-02-04,140221.27
437,2024-11-18,154491.01
2741,2024-08-01,157775.97
2959,2024-06-14,44067.0
2697,2024-01-11,59971.49
2376,2024-05-27,52561.21
892,2024-01-01,156393.57
2963,2024-03-24,89830.87
1047,2024-07-27,151422.63
2569,2025-02-18,110058.37
846,2024-10-09,29761.59
2596,2024-01-29,98132.27
400,2024-10-20,20092.45
2040,2025-04-17,99117.95
2559,2024-11-25,146605.42
780,2024-01-15,111840.61
1384,2024-08-13,25774.87
2622,2024-05-28,33936.17
2104,2024-02-28,22970.63
1726,2024-02-21,20335.09
496,2024-10-17,156992.24
2372,2024-02-04,153131.8
2255,2024-09-17,26560.41
2336,2025-01-14,82505.96
1305,2025-01-15,45869.73
72,2024-06-18,73902.73
787,2024-05-07,140968.18
480,2025-09-27,85230.9
1017,2025-02-28,64581.51
1428,2024-04-03,104671.5
562,2025-08-13,56562.9
1185,2025-09-05,76773.29
49,2025-02-18,72050.11
1904,2024-08-28,32776.02
1762,2025-01-19,141747.11
1285,2024-04-18,69163.63
958,2024-04-18,36325.34
1113,2025-06-16,58445.59
1380,2025-05-26,88168.87
2017,2025-06-18,137870.41
1614,2025-09-25,84803.49
85,2024-06-13,114989.16
1168,2025-01-03,90800.1
2701,2024-12-26,78496.0
34,2024-03-16,137339.81
1482,2024-10-24,36246.72
645,2025-08-01,75757.31
132,2024-09-12,103631.2
2143,2025-06-23,110398.21
2461,2024-08-07,44550.07
1826,2024-12-02,54752.09
1726,2024-11-06,109194.15
2929,2025-04-03,110151.99
257,2024-04-12,112790.47
523,2024-12-05,101659.19
596,2025-03-10,65909.78
678,2025-06-03,54973.67
2163,2024-10-01,47780.96
2644,2024-06-08,36197.59
2066,2024-05-24,119816.68
2419,2024-11-22,133799.62
2709,2025-04-26,118811.55
1724,2025-05-04,81142.33
334,2024-04-08,147191.44
781,2024-04-10,145667.34
320,2024-03-16,146206.88
200,2025-08-10,100995.23
1247,2025-09-01,140541.61
2871,2024-10-14,41129.61
1043,2025-09-10,71624.69
2217,2024-04-17,119495.38
1576,2024-08-06,98703.95
2294,2025-03-05,103981.79
18,2025-07-03,44200.84
2939,2025-08-25,110080.71
2352,2025-08-11,157995.25
1615,2024-08-05,134208.79
2712,2024-10-19,29440.04
2744,2024-08-25,59309.5
521,2024-01-16,88734.94
535,2024-05-17,121721.71
2084,2024-12-13,88103.06
2203,2024-10-30,41439.03
302,2024-01-05,37277.71
242,2025-09-08,93901.95
1499,2024-09-26,68488.81
327,2024-11-28,29932.93
2225,2025-02-05,112121.66
753,2025-01-26,90821.63
1873,2024-07-29,75228.59
111,2025-08-27,50688.76
1046,2025-05-03,18178.25
1221,2024-10-20,126614.65
1980,2024-01-13,24409.21
239,2025-08-14,81362.27
2021,2025-05-26,157379.76
2153,2024-10-25,115600.9
1726,2024-09-10,116805.21
1007,2025-04-29,38671.91
2567,2024-01-15,83980.64
943,2024-09-03,58381.11
2446,2025-09-01,156903.3
1475,2025-06-11,18594.89
19,2024-04-03,100587.47
1172,2025-08-20,141283.21
2345,2024-12-25,19243.96
399,2025-04-16,59863.83
2801,2025-03-05,29039.04
2215,2024-01-02,39435.66
74,2025-06-09,113536.98
1887,2025-07-12,89105.58
2292,2024-12-25,155773.61
640,2025-01-07,137080.14
271,2024-01-02,127342.75
1724,2025-06-14,156832.06
1868,2024-10-12,110644.08
2916,2025-03-20,86343.65
1028,2025-04-16,121748.22
605,2025-04-03,29414.86
2428,2025-02-09,55982.07
1341,2024-02-01,159116.49
203,2025-06-04,31896.69
1081,2025-09-26,112286.72
2355,2025-06-09,20809.97
2173,2024-04-11,65268.27
879,2024-12-01,113855.3
786,2024-02-16,124727.56
1174,2024-01-07,50896.75
123,2024-10-30,33827.07
753,2024-07-31,104092.42
1615,2024-02-21,18845.87
2471,2025-07-15,99777.67
2938,2025-04-05,156089.08
1011,2024-05-03,139113.72
2032,2024-02-28,73976.24
1729,2024-12-17,146794.38
80,2024-04-20,116075.56
96,2025-08-13,61093.03
824,2025-01-18,120618.67
2710,2024-12-21,80366.58
1024,2024-08-17,155752.8
2026,2025-01-09,71042.38
2062,2024-02-16,137227.06
254,2024-12-26,36135.83
1607,2025-08-16,76617.87
2456,2024-07-22,76743.97
2842,2024-07-10,131994.04
2804,2025-10-01,118485.77
1912,2025-10-01,45341.35
1808,2024-06-18,50948.07
1390,2024-02-21,126617.46
2589,2024-07-15,25835.97
631,2024-03-15,47642.61
2221,2024-05-15,126880.16
1614,2025-09-24,103761.55
1298,2024-10-19,148781.9
325,2024-12-25,19884.7
1444,2025-01-22,35743.72
2665,2024-09-06,20521.57
1188,2025-04-15,130026.74
1469,2024-09-20,52167.75
2651,2024-07-31,157573.19
2397,2024-11-28,35309.88
2516,2025-09-07,102865.17
1238,2025-07-31,36560.36
1963,2025-06-17,114240.58
555,2024-05-05,72316.12
226,2024-12-02,143007.72
91,2024-10-16,127965.79
2958,2024-01-12,103734.07
667,2024-06-29,149808.81
1112,2024-05-25,39693.88
2083,2024-05-23,146386.49
1305,2025-08-12,141188.52
1495,2024-03-14,127011.15
91,2024-02-17,26150.47
944,2024-12-25,147297.69
1708,2025-07-21,135653.23
2695,2025-01-05,135815.54
601,2024-12-10,47149.56
2815,2024-04-19,54555.99
2127,2025-07-21,52543.88
2931,2024-05-09,126898.3
644,2024-12-06,125322.63
2716,2024-05-05,95690.53
266,2025-04-24,130155.9
2373,2025-06-02,20543.92
2639,2025-09-11,142813.3
271,2024-12-10,46091.06
2793,2025-03-15,19821.33
2709,2024-05-24,42610.69
1731,2024-11-28,140000.01
766,2024-08-29,20407.75
1978,2025-01-27,110566.66
235,2024-11-19,40872.05
2001,2025-01-15,125271.59
784,2025-08-13,63328.88
717,2024-09-09,92667.95
158,2025-02-10,127552.61
2896,2025-08-11,34462.92
700,2025-04-28,62316.97
559,2024-07-20,154040.31
313,2024-09-29,57073.31
2670,2025-08-09,91342.19
1948,2024-06-20,49789.88
866,2025-09-05,154488.36
1019,2025-06-09,79987.4
1757,2024-09-18,71068.06
680,2024-02-15,90374.52
1656,2025-02-22,122283.61
1236,2024-04-06,92675.29
1689,2025-04-26,70163.31
2756,2025-08-28,26846.04
1962,2025-08-04,131776.86
2345,2024-11-01,36346.14
2251,2025-06-12,94755.62
1087,2024-01-17,155547.62
1497,2025-05-07,92978.1
1238,2024-04-02,132635.24
999,2025-05-30,147192.2
1146,2025-04-17,121535.46
241,2025-08-20,56213.4
1259,2025-06-22,68707.5
1069,2024-09-05,20611.74
141,2024-04-21,75836.07
2052,2025-09-24,134314.77
1455,2024-08-14,149595.32
2900,2024-12-02,91424.32
2820,2024-12-23,49323.88
2866,2025-02-17,100974.72
1502,2024-01-22,89013.88
472,2024-09-25,27665.83
1280,2024-11-25,35712.5
1893,2025-04-24,140298.76
2825,2025-08-31,33852.35
2761,2024-03-11,140662.62
2278,2024-06-13,121313.76
2261,2025-04-12,138145.76
479,2025-01-01,81625.39
1408,2024-07-25,42315.86
652,2025-04-24,91593.92
2610,2024-03-31,19132.1
2537,2025-09-12,112513.44
1659,2024-09-09,153958.97
1293,2025-02-20,36495.7
434,2025-06-11,124387.94
1176,2025-05-23,71118.39
668,2024-02-03,57965.47
2729,2024-03-06,41555.94
2197,2025-07-05,55554.43
1190,2025-03-20,60796.42
1741,2025-04-17,34549.26
1411,2024-03-06,143547.07
1746,2024-04-17,27633.19
1652,2024-08-16,48204.41
1658,2025-09-26,51467.75
1975,2024-07-08,60156.22
2731,2024-01-12,96128.12
2601,2025-07-09,27800.75
1641,2024-03-09,22340.85
2031,2025-06-04,52976.09
1444,2024-09-08,85457.72
212,2025-06-04,146891.32
2256,2024-04-15,81142.26
2311,2024-02-13,152081.9
591,2024-09-03,72530.63
1580,2025-05-05,77248.4
510,2025-01-06,20744.44
199,2025-07-18,121857.56
1446,2024-11-29,84063.12
2594,2025-08-16,58573.21
1570,2024-11-01,131781.25
1566,2025-06-29,132456.27
50,2025-08-03,135071.43
2896,2024-12-05,28755.1
2610,2024-12-09,45275.32
2351,2025-01-18,110097.81
2477,2025-04-25,105803.67
2334,2024-10-14,108916.31
2285,2024-10-26,124070.75
836,2024-01-18,45751.04
521,2024-03-20,113896.15
293,2024-08-18,29427.87
1140,2024-08-31,142057.5
761,2025-08-18,107267.95
225,2024-10-09,31208.07
1257,2025-08-01,115305.82
1624,2024-12-19,127250.76
131,2025-01-18,51917.22
2968,2025-07-28,47380.63
2743,2024-07-17,139958.49
2757,2025-08-28,105265.58
1993,2024-07-14,112846.67
1056,2025-07-06,134225.0
608,2024-11-28,73907.49
2009,2024-04-14,43586.68
322,2025-09-14,87870.05
453,2025-03-02,71539.09
2578,2025-05-07,64766.22
2386,2025-07-29,141708.86
2607,2024-12-27,43732.8
1912,2024-11-22,152458.61
1324,2025-07-12,52969.43
2804,2025-04-11,70710.77
1803,2025-04-19,65883.74
426,2024-04-27,76275.59
2053,2024-10-25,112381.48
1055,2024-05-12,44675.99
2294,2025-08-22,150073.46
1823,2025-04-30,28959.14
2916,2024-12-10,62896.17
1470,2025-06-01,147628.13
1937,2025-02-13,97778.13
2767,2024-03-24,121360.07
2540,2025-02-22,18374.65
2427,2025-02-11,137403.02
113,2025-07-30,63471.25
429,2024-02-15,55726.34
2513,2024-08-08,101814.09
2425,2024-12-23,66868.49
843,2024-04-10,51104.37
174,2024-03-02,111545.6
1809,2024-09-15,122447.59
654,2024-10-10,53086.45
94,2024-05-26,38483.3
1459,2025-05-21,124468.97
2604,2025-01-16,103262.76
1499,2024-10-05,93407.41
317,2024-12-09,28948.04
206,2025-02-22,151588.28
661,2024-12-24,112103.3
10,2024-02-17,157278.83
907,2024-09-06,81383.36
2663,2024-01-21,81480.34
2483,2024-08-13,58617.12
2408,2024-07-26,115614.73
808,2024-02-05,21880.93
1129,2025-02-08,140722.8
2701,2025-06-14,131279.55
1861,2025-03-24,33483.32
1087,2024-09-27,41627.79
1862,2025-07-24,78796.33
2689,2025-08-15,146840.85
2108,2024-01-01,30117.67
865,2024-07-05,59365.3
1764,2025-02-18,33790.68
2674,2024-05-06,115197.66
248,2025-03-04,51077.96
2674,2024-04-18,134076.55
681,2024-05-04,118305.41
1652,2024-11-12,142430.85
2926,2025-08-13,73444.11
1259,2025-05-20,141647.84
2778,2025-02-19,106744.5
1285,2024-08-11,131008.68
215,2024-03-14,52021.88
389,2025-06-22,66717.13
1806,2025-01-05,109362.12
466,2024-11-03,21377.29
484,2025-07-15,129601.8
1652,2025-01-14,74840.54
2269,2025-08-25,45971.65
283,2024-01-25,73548.69
47,2024-12-19,67429.29
3000,2024-07-20,19993.03
674,2024-03-27,68507.47
265,2024-10-21,106356.65
2261,2024-11-16,111485.81
1882,2024-07-02,119012.8
704,2025-09-16,88614.05
2352,2024-03-24,156006.18
2631,2024-01-25,73646.21
1437,2025-03-28,66588.39
1018,2024-06-08,23314.33
2776,2025-04-16,158381.0
1553,2024-05-24,132385.98
2065,2024-05-23,112621.24
1536,2024-08-13,139942.6
2077,2024-02-04,81814.43
1243,2024-05-20,102392.75
253,2024-04-12,68152.34
190,2024-01-06,31284.5
2509,2024-09-01,52184.15
104,2024-09-29,140256.99
2268,2025-08-31,95698.83
308,2025-03-31,75772.85
1135,2025-01-08,122008.13
1101,2024-11-29,152023.48
2767,2024-10-29,94782.97
2913,2025-09-13,46140.5
1061,2024-11-15,71945.66
651,2025-07-11,84523.08
278,2024-07-30,58468.4
1591,2025-03-15,128538.53
1385,2024-01-17,88156.06
1212,2024-05-13,36386.35
1163,2025-09-03,126603.2
1897,2025-07-13,115939.63
2735,2025-07-13,148524.4
723,2024-03-18,18220.85
112,2024-10-02,55211.76
472,2025-08-02,79734.56
909,2024-10-09,58951.4
58,2024-02-24,47470.95
2722,2024-11-09,54595.73
72,2024-05-14,123420.09
2384,2024-06-21,154543.87
2050,2025-03-13,146913.26
2549,2025-03-02,93211.3
1554,2025-05-23,119183.24
2675,2024-07-02,87590.16
14,2025-01-10,24564.36
1762,2025-07-07,23138.11
1137,2024-07-08,123427.14
2023,2024-10-13,50096.81
1792,2024-11-14,68285.1
1583,2024-04-24,45823.25
2329,2025-09-15,125933.38
1020,2024-04-03,31531.47
1638,2025-04-04,143683.5
2634,2025-05-12,144652.77
361,2024-12-15,26777.64
2903,2024-09-05,90849.95
1916,2024-01-20,60499.94
196,2025-06-26,110535.22
1459,2025-09-15,82597.93
2405,2024-02-02,91468.25
1097,2025-04-05,119465.77
2093,2025-08-16,100505.93
2573,2025-02-15,120029.18
556,2025-03-10,18521.02
1409,2025-05-16,73110.52
768,2024-06-18,98449.47
1383,2024-02-27,121056.3
2020,2024-01-07,46328.33
2276,2024-03-10,118457.67
2240,2024-05-31,89690.66
262,2025-01-20,22972.28
1041,2024-01-05,18967.69
2667,2025-05-21,40859.94
2215,2025-03-15,106447.41
2401,2025-03-30,57962.86
1624,2024-07-26,146514.64
869,2024-01-31,158497.62
2293,2024-08-03,124265.3
2406,2024-08-13,129823.0
2180,2024-08-09,110350.13
2768,2025-06-27,126246.02
1197,2024-11-10,129163.74
1477,2024-02-12,70876.3
2480,2024-01-22,137288.23
1235,2025-02-26,159138.28
2727,2025-03-28,86737.65
2368,2024-08-10,34528.79
2261,2025-10-01,78746.81
2188,2024-03-19,68021.81
983,2024-12-23,63141.38
1758,2025-01-05,26599.88
1249,2024-04-05,29660.47
1472,2024-10-24,102831.84
481,2025-06-28,95007.21
1880,2024-09-24,91447.98
132,2024-03-24,150496.1
682,2024-04-01,68453.32
863,2024-12-07,102882.6
2698,2024-06-23,152141.23
141,2025-09-06,49524.71
2989,2024-05-19,85984.8
530,2025-03-17,136926.38
959,2024-02-02,148937.18
1755,2025-02-19,110060.45
1858,2025-08-13,139382.17
2393,2025-03-13,110525.25
1026,2024-12-21,147540.5
777,2025-06-30,111471.23
675,2025-01-09,142903.9
349,2024-09-04,75298.03
1808,2024-09-21,110530.27
2895,2025-09-30,70227.85
1230,2025-03-11,157923.35
2834,2024-05-24,108476.03
1167,2024-11-01,141072.85
1372,2025-01-15,18954.32
1236,2025-04-09,133803.73
689,2025-07-15,96013.25
550,2025-09-07,151253.68
1204,2025-07-27,46714.87
2804,2025-03-06,131289.8
2803,2024-03-10,42991.28
1917,2024-01-04,68178.29
884,2025-02-27,77164.73
2302,2025-06-12,30550.58
1382,2024-08-15,129126.97
736,2024-09-28,63364.59
2784,2025-09-02,92346.5
539,2024-04-06,29039.97
111,2024-10-27,138610.89
696,2024-12-25,156328.46
787,2025-04-08,141111.79
1520,2024-06-19,59502.83
1569,2025-08-24,100158.0
2561,2024-06-15,83782.82
2918,2025-02-08,138230.5
1228,2025-02-18,159725.94
2483,2025-08-27,144099.93
1984,2024-05-07,148916.06
420,2024-04-13,62345.95
164,2024-07-30,43571.59
1391,2024-07-26,68087.54
1678,2025-07-04,40686.01
2776,2024-04-15,18274.07
2420,2025-06-14,69274.46
2306,2025-06-13,147283.31
1568,2024-02-14,155878.67
1488,2025-05-25,115608.54
1323,2024-01-27,103365.76
48,2025-06-02,58664.94
789,2025-07-19,89464.59
1552,2025-04-30,57151.66
968,2025-08-25,83514.8
345,2025-05-25,149204.44
1567,2024-04-24,51125.3
50,2024-03-24,138762.88
768,2024-01-16,139932.46
1446,2024-05-13,82807.86
1859,2025-07-08,154859.75
1901,2024-03-22,23491.66
231,2025-09-23,140731.94
487,2024-08-25,36759.84
1044,2025-08-22,109295.09
8,2025-01-10,64630.62
62,2024-01-15,52712.04
672,2025-01-27,121901.06
1258,2025-08-18,39053.34
2014,2025-09-27,105183.36
227,2025-04-03,71245.83
1810,2024-04-03,68325.03
2340,2024-09-23,31032.06
2587,2025-01-17,112137.46
1706,2025-06-21,67662.16
1597,2025-05-06,105843.44
2424,2024-04-02,128019.55
2283,2025-04-22,88456.12
1870,2025-05-16,89956.33
1690,2024-05-13,125470.42
1473,2025-01-11,157367.88
1522,2025-04-29,33931.35
1619,2025-05-19,83724.08
759,2025-06-21,103865.95
918,2025-08-02,33502.66
329,2025-06-26,41232.88
1628,2025-06-30,106315.22
1591,2024-11-07,58835.96
2316,2024-01-31,112019.75
2038,2025-02-26,60823.31
335,2024-10-02,115411.01
629,2025-09-14,102158.08
1208,2025-09-26,118301.53
20,2024-06-19,62085.71
2848,2024-05-31,98318.34
1396,2024-07-25,91117.56
1248,2025-02-02,108877.02
1728,2024-07-31,113255.42
2450,2024-11-19,35169.41
2598,2024-02-25,137028.03
340,2024-06-14,62956.56
836,2025-05-19,76722.69
2331,2025-08-11,98125.22
1623,2024-08-30,85058.95
1495,2025-09-12,47680.41
2746,2024-12-01,84288.64
1859,2024-03-16,75219.03
1176,2024-09-27,68274.39
790,2024-01-27,153477.5
1817,2025-08-23,33366.0
1823,2025-01-01,134738.32
1061,2024-09-14,40349.81
2690,2024-10-18,101470.86
335,2024-02-12,113884.98
2282,2025-09-25,147600.14
2211,2025-04-15,89997.7
2867,2024-02-09,133907.13
2081,2024-09-17,124128.87
2716,2024-05-06,144431.56
338,2024-03-21,115783.52
1827,2025-06-08,148871.25
2631,2024-07-31,157429.23
1114,2024-05-10,90275.24
2472,2024-12-29,117177.17
745,2024-08-12,76210.52
932,2025-09-30,63288.71
1236,2024-11-25,148306.05
2911,2024-11-10,137189.85
1466,2025-05-12,94484.23
1925,2024-01-29,51392.93
2090,2025-08-06,150124.82
1285,2024-10-28,93385.47
20,2024-05-02,149693.58
